stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,645.72,10581.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355.8,0,0,0,0,0,0,0,0,0,0,0
  5-6,809.11,9770.64,0,24.52,0,0,0,0,0,0,0,0,0,42.91,0,0,0,0,0,0,0,0,0,0,0,331,30.65,0,0,98.07,0,257.44,0,0,0,0,0,0,0,0,0,0,0
  7-9,407.45,396.94,0,678.21,0,5.26,0,1571.97,0,0,0,0,0,538.89,0,0,0,0,0,0,0,0,0,0,0,11910.7,465.28,0,0,4831.57,0,49.95,42.06,0,2.63,0,0,0,0,0,0,0,0
 10-12,6.29,547.57,0,796.18,0,88.12,0,1535.72,0,0,0,0,0,434.28,0,0,0,0,0,6.29,0,0,0,0,3.15,14347.03,500.37,0,0,5497.76,0,44.06,34.62,40.91,629.39,0,72.38,25.18,0,0,0,0,0
 14-21,3,7,15,181,4156,1079,0,1751,0,28,0,222,107,223,36,44,133,6,13,24,64,1189,26,0,1038,13699,657,64,279,458,0,595,20,2420,232,456,4383,4359,0,0,138,0,65
 24-34,1.64,0.82,17.24,112.46,2011.92,816.75,0,2723.6,206.03,109.99,35.3,292.22,50.89,50.89,44.33,111.64,190.44,36.12,102.61,61.56,155.96,1947.89,77.16,6.57,943.98,13755.91,235.59,179.77,239.69,0.82,4.93,1068.75,1.64,16.42,113.28,188.8,1053.16,3297.38,0,0,421.92,0,196.18
 36-46,0.81,0,12.09,15.31,927.33,239.28,0,3830.96,320.66,91.85,84.6,497.1,49.95,0.81,38.67,141.8,71.7,42.7,81.37,60.43,94.26,1942.47,49.15,36.26,654.2,12193.8,161.94,132.13,152.27,0,3.22,914.43,5.64,8.86,72.51,97.49,37.06,2778.75,0,4.03,245.73,0.81,142.6
 48-58,2.3,0.57,9.18,9.75,722.99,128.53,0,4719.54,134.27,117.06,84.92,802.75,64.27,9.18,44.76,132.55,44.76,60.25,65.99,50.49,59.68,2308.99,43.04,79.19,538.23,8769.46,61.4,80.33,135.99,0,9.18,718.4,0.57,0.57,39.59,48.2,0.57,1822.4,0,6.89,208.29,1.72,109.6
 60-70,2.94,0,13.74,0.98,708.66,130.54,3.93,5012.63,101.1,108.95,103.06,743.01,131.52,6.87,44.17,141.34,62.82,95.21,80.48,74.6,34.35,2591.22,34.35,107.97,378.87,7302.52,45.15,68.71,104.04,0.98,18.65,801.9,0.98,1.96,53.98,37.3,0,864.72,11.78,48.09,208.08,28.46,94.23
 72-82,0,0,51.05,4.91,994.42,242.47,51.05,3477.05,73.62,131.54,160.01,867.79,343.58,6.87,53.99,328.86,146.27,97.18,102.09,140.38,45.16,3105.98,74.61,103.07,465.31,5221.46,39.27,129.58,179.64,0,21.6,1178.98,1.96,0,71.66,21.6,0,343.58,55.95,87.37,318.06,80.5,89.33
 84-94,0,0,46.73,12.74,1799.09,261.26,120.01,2822.9,69.03,306.93,123.2,632.97,612.8,7.43,44.61,362.15,233.65,114.7,144.44,444.99,58.41,2343.92,76.47,112.58,407.82,3108.58,69.03,152.93,211.35,1.06,20.18,3473.92,1.06,0,167.8,20.18,0,265.51,187.98,90.27,331.36,91.34,64.78
 96-106,1.09,0,52.46,19.67,2600.98,425.12,140.98,2010.84,102.73,421.84,110.38,666.64,829.47,0,80.87,528.94,286.33,103.82,184.69,562.82,56.83,2319.02,143.16,87.43,407.63,2708.07,77.59,228.4,269.93,0,26.23,4029.33,4.37,0,163.93,33.88,0,112.56,230.59,76.5,429.49,118.03,86.33
108-118,2.3,0,29.11,30.64,2675.51,419.75,146.3,1645.29,94.98,591.32,119.49,595.92,817.28,0,37.53,429.71,280.34,121.02,145.53,870.13,63.57,2130.91,115.66,68.94,470.3,3340.36,101.87,151.66,230.55,0,29.87,4193.65,2.3,0,144,25.28,0,83.49,226.73,42.89,314.04,68.17,92.68
120,7.84,0,23.52,7.84,1920.59,529.14,74.47,1316.98,84.27,378.24,111.71,478.19,519.34,0,47.03,540.9,143.06,82.31,78.39,442.91,23.52,1877.47,80.35,82.31,535.02,3041.59,139.14,92.11,188.14,1.96,25.48,2210.64,3.92,0,96.03,21.56,0,72.51,78.39,54.87,319.45,66.63,33.32
