stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,26.36,751.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.53,0,0,0,0,0,0,0,0,0,0
  5-6,49.04,876.54,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,79.69,0,0,0,24.52,0,24.52,0,0,0,0,0,0,0,0,0,0
  7-9,34.17,26.29,0,15.77,0,0,0,15.77,0,0,0,0,0,18.4,0,0,0,0,0,0,0,0,0,0,0,331.22,31.54,0,0,307.56,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,12.59,0,22.03,0,3.15,0,9.44,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,3.15,188.82,15.73,0,0,213.99,0,0,0,40.91,0,3.15,0,0,0,0,0,0
 14-21,1,1,0,1,564,10,0,2,0,0,0,2,0,1,1,0,8,0,0,0,0,14,0,0,12,61,472,0,0,3,0,2,50,2,9,47,29,0,0,1,0,0
 24-34,0,0,0,0,630.42,0.82,0,13.13,0,15.6,1.64,5.75,0,0,1.64,3.28,9.03,0,0.82,0,0.82,18.06,11.49,0,13.13,167.45,168.28,3.28,0.82,0,0,10.67,0,1.64,0.82,5.75,21.34,0,0,4.1,0,1.64
 36-46,0,0,0,0,590.56,1.61,0,14.5,0,42.7,0,8.06,0,0,0.81,2.42,3.22,0,0,0,0,15.31,10.47,0,4.03,167.58,55.59,1.61,0,0,0,6.45,0,0.81,0,0,32.23,0,0,2.42,0,0.81
 48-58,0,0,0,0,790.13,1.15,0,192.22,1.72,111.32,6.89,55.09,0,0.57,3.44,5.16,1.72,0,3.44,0.57,1.72,98.12,9.75,1.72,16.64,575.53,9.18,8.03,2.3,0,1.15,20.66,0,0,0.57,0,115.91,0,0.57,9.75,0.57,16.64
 60-70,0.98,0,0.98,0,889.26,0,0,246.36,3.93,121.71,1.96,43.19,3.93,0,1.96,3.93,0.98,2.94,3.93,2.94,1.96,87.36,20.61,3.93,7.85,442.67,8.83,5.89,7.85,0,0.98,24.54,0,0.98,0,0,53,0,2.94,3.93,0.98,11.78
 72-82,0,0,0,0,874.66,13.74,0,171.79,0.98,112.89,3.93,40.25,3.93,0,3.93,1.96,8.83,7.85,9.82,1.96,0.98,99.15,19.63,6.87,9.82,321.99,0.98,4.91,3.93,0,0,23.56,0,0,0.98,0,22.58,2.94,3.93,14.72,2.94,6.87
 84-94,0,0,0,0,1635.54,10.62,0,101.96,1.06,214.53,2.12,24.43,2.12,1.06,0,1.06,9.56,19.12,6.37,2.12,3.19,57.35,27.61,2.12,11.68,164.62,5.31,3.19,2.12,0,1.06,74.34,0,3.19,0,0,11.68,3.19,2.12,7.43,3.19,3.19
 96-106,0,0,6.56,1.09,2060.02,42.62,10.93,169.39,4.37,234.96,5.46,71.04,24.04,0,7.65,22.95,16.39,20.76,7.65,26.23,3.28,179.23,42.62,12.02,21.86,386.87,12.02,17.49,10.93,0,7.65,147.53,0,1.09,0,0,13.11,12.02,8.74,31.69,16.39,4.37
108-118,0.77,0,1.53,0,2017.55,16.09,8.43,95.75,0.77,250.47,4.6,20.68,0.77,0,0.77,3.83,3.83,23.74,3.83,6.89,3.06,80.43,21.45,3.83,10.72,235.92,6.89,6.13,3.83,0,0.77,48.26,0,0.77,1.53,0,6.89,2.3,1.53,13.79,4.6,1.53
120,0,0,0,1.96,1510.99,11.76,1.96,48.99,3.92,152.86,3.92,17.64,9.8,0,0,9.8,0,11.76,1.96,1.96,0,58.79,23.52,3.92,11.76,156.78,0,3.92,7.84,0,0,23.52,0,0,0,0,5.88,1.96,0,1.96,1.96,3.92
