stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,39.53,540.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,12.26,134.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,30.65,0,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,2.63,0,0,0,0,2.63,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,18.4,0,0,0,7.89,0,0,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,0,6.29,0,0,0,0,37.76,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,311.55,15.73,0,0,18.88,0,0,0,0,6.29,0,0,0,0,0,0,0,0
 14-21,0,0,3,1,32,3,23,0,2,0,18,0,0,0,0,0,0,0,0,0,24,0,0,4,1194,22,8,2,2,0,1,0,5,1,1,2,611,0,0,2,0,0
 24-34,0,0,4.1,0,36.94,0.82,76.34,0,0.82,0.82,23.8,0,0,0.82,0,1.64,0,0.82,0.82,0,195.36,1.64,0,12.31,3088.88,9.03,41.04,7.39,0,0,3.28,0,0,0,0,2.46,804.44,0,0,9.85,0,1.64
 36-46,0,0,1.61,0.81,33.03,0,165.97,0,2.42,0.81,42.7,0,0,0.81,0.81,0,0,0,0,0,217.53,1.61,0.81,4.83,4145.97,7.25,39.48,3.22,0,0,4.83,0,0,0,0,0,973.25,0,0,3.22,0,1.61
 48-58,0,0,0.57,0,34.43,0.57,285.75,0,5.74,7.46,95.25,0.57,0,0.57,0,1.15,0.57,2.87,0.57,1.72,421.75,2.3,1.72,9.18,3299.38,3.44,24.67,2.87,0,0,3.44,0,0.57,0.57,0,0,820.54,0,0,4.02,0,1.72
 60-70,0,0,0,0,29.45,1.96,193.36,0,4.91,2.94,93.24,0,0,2.94,0,0.98,0,0,0.98,0,501.56,2.94,0,2.94,2688.39,3.93,17.67,3.93,0,0,2.94,0,0,0,0,0,399.48,1.96,0.98,0.98,0,0.98
 72-82,0,0,4.91,0,79.51,4.91,344.56,0,4.91,8.83,129.58,3.93,0,1.96,3.93,5.89,0.98,0,0.98,0.98,750.97,0,3.93,4.91,2700.55,1.96,49.08,14.72,0,0.98,2.94,0,0,0.98,0,0,225.78,1.96,3.93,3.93,0.98,2.94
 84-94,0,0,3.19,0,116.82,7.43,272.94,1.06,9.56,5.31,108.33,7.43,1.06,1.06,2.12,5.31,3.19,2.12,1.06,0,536.33,0,3.19,4.25,1432.69,0,40.36,20.18,0,0,7.43,0,0,1.06,0,0,127.44,6.37,3.19,2.12,1.06,0
 96-106,0,0,5.46,0,118.03,7.65,233.87,1.09,9.84,4.37,97.26,9.84,0,2.19,4.37,4.37,1.09,1.09,2.19,0,365.01,4.37,3.28,2.19,1234.92,1.09,87.43,17.49,0,0,12.02,0,0,1.09,0,0,64.48,16.39,3.28,5.46,3.28,5.46
108-118,0,0,6.13,0,92.68,4.6,165.45,0,10.72,3.06,95.75,9.19,0,0,3.06,4.6,0,3.83,0.77,0.77,276.51,1.53,1.53,1.53,1783.93,2.3,49.02,11.49,0,0,5.36,0,0,0,0,0,41.36,18.38,1.53,6.89,1.53,0.77
120,0,0,3.92,0,68.59,1.96,141.1,1.96,7.84,3.92,94.07,5.88,0,0,5.88,1.96,1.96,1.96,3.92,1.96,164.62,1.96,0,3.92,1473.76,5.88,27.44,9.8,0,0,3.92,0,0,1.96,0,0,52.91,3.92,1.96,1.96,0,1.96
