stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,527.12,7840.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,553.47,0,0,0,0,0,0,0,0,0,0,0
  5-6,686.52,8697.95,0,6.13,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,177.76,61.3,0,0,91.94,0,508.76,0,0,0,0,0,0,0,0,0,0,0
  7-9,155.09,141.95,0,170.87,0,0,0,375.91,0,0,0,0,0,157.72,0,0,0,0,0,0,0,0,0,0,0,3985.13,165.61,0,0,1490.48,0,92,10.51,0,0,0,0,0,0,0,0,0,0
 10-12,0,72.38,0,213.99,0,18.88,0,292.67,0,0,0,0,0,84.97,0,0,0,0,0,0,0,0,0,0,0,2948.71,103.85,0,0,1035.35,0,25.18,3.15,3.15,125.88,0,18.88,12.59,0,0,0,0,0
 14-21,1,0,5,43,879,216,0,263,0,10,0,53,34,15,15,6,55,0,1,5,17,306,5,0,215,2735,182,29,74,119,0,92,3,432,112,49,467,1172,0,0,33,0,14
 24-34,0,0,12.31,15.6,265.96,45.97,0,549.97,0.82,32.01,10.67,100.14,8.21,2.46,16.42,23.8,106.71,7.39,26.27,9.03,37.76,449.01,22.98,1.64,189.62,3826.83,50.89,76.34,62.39,0,0,249.54,0.82,1.64,43.51,4.1,90.29,1065.47,0,0,100.97,0,42.68
 36-46,0,0,2.42,0.81,80.57,10.47,0,911.21,1.61,13.7,28.2,155.49,8.06,0,9.67,28.2,26.59,7.25,15.31,8.06,30.62,483.4,14.5,6.45,119.24,3723,28.2,64.45,37.06,0,0.81,222.36,0,1.61,22.56,1.61,0.81,1049.79,0,0.81,69.29,0.81,34.64
 48-58,1.15,0,5.16,2.87,74.02,23.53,0,1161.38,4.02,21.8,36.15,228.37,5.74,9.18,16.64,23.53,16.07,14.92,16.07,8.61,24.1,612.82,9.75,20.08,100.99,2331.94,16.64,31.56,35.58,0,2.87,157.8,0,0,12.62,1.72,0,632.91,0,2.87,51.07,0.57,30.99
 60-70,0.98,0,4.91,0,93.24,33.37,0,1487.99,3.93,34.35,41.22,268.94,24.54,6.87,13.74,35.33,17.67,20.61,15.7,12.76,10.8,709.64,9.82,23.56,78.52,2154.44,10.8,41.22,44.17,0,3.93,176.67,0,0,15.7,2.94,0,338.63,7.85,16.69,65.76,6.87,32.39
 72-82,0,0,13.74,1.96,135.47,105.04,0,1392.98,0.98,23.56,51.05,325.91,81.48,2.94,22.58,61.84,57.92,30.43,30.43,20.61,10.8,1082.77,26.5,34.36,105.04,1940.75,10.8,76.57,60.86,0,4.91,216.95,0,0.98,27.49,0.98,0,154.12,26.5,27.49,106.02,29.45,25.52
 84-94,0,0,19.12,6.37,261.26,116.82,6.37,1046.11,3.19,43.54,31.86,228.34,131.69,5.31,9.56,100.89,95.58,30.8,47.79,37.17,14.87,759.36,19.12,31.86,69.03,1166.12,16.99,75.4,65.85,0,8.5,665.9,0,0,35.05,3.19,0,106.2,84.96,28.68,75.4,32.92,24.43
 96-106,1.09,0,15.3,2.19,300.53,131.14,9.84,821.82,5.46,56.83,29.51,276.49,184.69,0,28.41,131.14,115.84,34.97,69.94,56.83,22.95,675.38,28.41,29.51,62.29,972.63,18.58,147.53,86.33,0,15.3,616.37,1.09,0,54.64,4.37,0,63.39,130.05,29.51,118.03,43.71,28.41
108-118,1.53,0,14.55,10.72,268.09,115.66,13.02,625.79,4.6,77.36,29.11,248.17,154.72,0,9.96,107.23,76.6,36.77,39.06,72.77,18.38,579.07,25.28,20.68,80.43,1365.71,21.45,81.96,69.7,0,15.32,506.3,0,0,34.47,1.53,0,44.43,87.32,12.26,94.21,24.51,30.64
120,0,0,5.88,1.96,172.46,92.11,7.84,450.75,1.96,50.95,25.48,170.5,90.15,0,9.8,105.83,29.4,29.4,27.44,47.03,3.92,382.16,15.68,11.76,80.35,1052.4,17.64,48.99,48.99,0,5.88,374.32,0,0,33.32,1.96,0,25.48,33.32,11.76,58.79,21.56,13.72
