stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
 14-21,1,4,5,25,478,90,0,205,0,6,0,53,15,17,2,0,21,0,3,3,5,143,1,0,127,2678,50,23,61,98,0,54,13,393,42,10,281,883,0,0,8,0,1
 24-34,0,0,4.93,22.98,193.72,8.21,0,348.04,0.82,13.95,5.75,59.92,9.03,4.1,5.75,6.57,39.4,5.75,19.7,6.57,10.67,279.09,13.95,1.64,114.1,3243.2,10.67,42.68,48.43,0.82,0.82,176.48,0.82,2.46,7.39,1.64,60.74,774.07,0,0,18.88,0,2.46
 36-46,0,0,1.61,0.81,64.45,4.03,0,634.06,0.81,7.25,8.86,112.79,6.45,0,4.03,10.47,4.83,7.25,10.47,6.45,8.86,251.37,5.64,3.22,74.93,3116.33,4.83,34.64,17.72,0,0,179.66,4.03,3.22,8.06,0.81,1.61,682.4,0,0.81,10.47,0,6.45
 48-58,0,0,1.15,0,59.1,1.15,0,731.03,1.15,10.9,9.75,180.17,6.31,4.02,2.87,10.9,10.33,7.46,9.75,5.16,3.44,227.8,9.18,7.46,52.79,2049.06,2.3,14.92,9.75,0,2.87,111.89,1.15,0,0.57,1.72,0,437.81,0,1.72,7.46,0,4.59
 60-70,0,0,1.96,0,61.84,0,0,659.58,2.94,10.8,16.69,154.1,12.76,6.87,2.94,15.7,5.89,4.91,6.87,7.85,6.87,232.62,5.89,9.82,35.33,1595.95,1.96,18.65,7.85,0,2.94,130.54,0.98,0,3.93,2.94,0,246.36,3.93,4.91,10.8,0,5.89
 72-82,0,0,21.6,0,108.96,4.91,0,519.3,2.94,13.74,17.67,196.33,27.49,5.89,3.93,33.38,13.74,3.93,17.67,4.91,1.96,308.24,14.72,16.69,35.34,1262.42,0.98,32.39,21.6,0,3.93,127.62,1.96,0,0.98,0,0,114.85,14.72,5.89,20.61,8.83,10.8
 84-94,0,0,14.87,2.12,142.31,7.43,1.06,379.15,4.25,31.86,14.87,134.88,39.3,4.25,6.37,44.61,31.86,15.93,10.62,9.56,3.19,233.65,11.68,13.81,40.36,682.89,1.06,20.18,22.3,0,3.19,409.95,0,0,9.56,2.12,0,74.34,25.49,9.56,25.49,16.99,8.5
 96-106,0,0,9.84,0,193.43,10.93,1.09,245.89,1.09,28.41,16.39,148.63,53.55,0,6.56,51.36,29.51,18.58,28.41,17.49,4.37,241.52,14.21,9.84,37.16,535.49,3.28,33.88,16.39,0,3.28,302.72,3.28,0,5.46,2.19,0,28.41,21.86,9.84,20.76,10.93,7.65
108-118,0,0,5.36,2.3,183.83,12.26,5.36,226.73,3.83,25.28,16.85,140.17,47.49,0,3.83,68.17,26.81,18.38,13.79,13.02,3.83,190.72,19.15,5.36,34.47,745.28,3.06,32.94,15.32,0,4.6,278.81,1.53,0,9.96,1.53,0,22.21,29.87,1.53,25.28,7.66,13.02
120,0,0,1.96,0,154.82,19.6,0,174.42,3.92,33.32,11.76,88.19,41.16,0,1.96,64.67,17.64,9.8,3.92,9.8,1.96,143.06,3.92,7.84,35.28,484.07,1.96,17.64,5.88,0,3.92,235.17,1.96,0,0,1.96,0,11.76,15.68,5.88,21.56,7.84,1.96
