stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,52.71,764.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.53,0,0,0,0,0,0,0,0,0,0,0
  5-6,24.52,404.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.52,0,0,0,6.13,12.26,0,0,0,0,0,0,0,0,0,0,0
  7-9,7.89,13.14,0,10.51,0,0,0,26.29,0,0,0,0,0,26.29,0,0,0,0,0,0,0,0,0,0,0,320.7,10.51,0,0,113.03,2.63,0,0,0,0,0,0,0,0,0,0,0
 10-12,3.15,28.32,0,34.62,0,6.29,0,69.23,0,0,0,0,0,25.18,0,0,0,0,0,0,0,0,0,0,0,679.75,18.88,0,0,242.32,6.29,3.15,6.29,22.03,0,6.29,0,0,0,0,0,0
 14-21,0,0,0,5,37,11,0,15,0,1,0,2,0,2,1,0,2,0,0,0,1,21,0,0,8,255,7,0,5,4,2,1,30,1,3,40,64,0,0,1,0,0
 24-34,0,0,1.64,0,15.6,2.46,0,45.97,0,0,0,8.21,0.82,1.64,0,0,0.82,0,0,0.82,1.64,39.4,0,0,9.85,337.37,2.46,0.82,0.82,0,9.03,0,0,0.82,0,8.21,68.13,0,0,6.57,0,2.46
 36-46,0,0,0,0,3.22,0,0,53.17,0,2.42,1.61,10.47,0,0,0.81,0.81,0,1.61,1.61,2.42,0,28.2,0,0.81,4.83,241.7,0,0.81,4.03,0,8.86,0,0,0.81,0,0,58.01,0,0,4.83,0,0.81
 48-58,0,0,0,0,2.3,0,0,70.58,0,0,2.87,23.53,0.57,0,0.57,0.57,0.57,0,0.57,0,0,36.72,0.57,0,6.89,165.26,0,0,1.72,0,3.44,0,0,0.57,0.57,0,39.59,0,0.57,4.02,0,2.3
 60-70,0,0,0,0,3.93,1.96,0,111.89,0.98,0.98,1.96,27.48,2.94,0,0,2.94,0,0,0,0.98,0,28.46,0.98,0.98,1.96,151.15,0,0,1.96,0,9.82,0,0,0.98,0,0,17.67,0,0,0.98,0,0
 72-82,0,0,1.96,0,3.93,1.96,0,98.17,0,0,1.96,18.65,0.98,0,0.98,1.96,2.94,0,0.98,3.93,0,46.14,0,0,4.91,118.78,0,0,0.98,0,3.93,0,0,0.98,0,0,3.93,0,1.96,5.89,2.94,0
 84-94,0,0,0,0,5.31,4.25,0,67.97,0,1.06,4.25,8.5,4.25,0,0,4.25,3.19,0,1.06,1.06,0,31.86,0,3.19,2.12,58.41,2.12,0,5.31,0,24.43,0,0,1.06,0,0,2.12,1.06,0,9.56,3.19,1.06
 96-106,0,0,1.09,0,9.84,0,0,36.06,0,0,2.19,12.02,3.28,0,0,1.09,1.09,1.09,1.09,4.37,0,13.11,2.19,0,4.37,43.71,0,1.09,3.28,0,12.02,0,0,3.28,0,0,1.09,0,0,0,1.09,1.09
108-118,0,0,0.77,0,4.6,0.77,3.06,26.04,0.77,1.53,3.06,7.66,0.77,0,0.77,3.06,1.53,1.53,0,2.3,0,9.19,0,2.3,8.43,52.09,0.77,2.3,2.3,0,13.79,0,0,0,0,0,0.77,1.53,0.77,3.83,0.77,0
120,0,0,0,0,7.84,5.88,1.96,43.12,0,0,1.96,13.72,3.92,0,0,3.92,0,1.96,1.96,0,0,15.68,0,0,5.88,68.59,3.92,0,1.96,0,3.92,0,0,0,0,0,0,0,0,1.96,0,1.96
