stage,axial,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
 14-21,1,5,29,530,97,0,186,0,1,0,29,8,34,14,1,24,0,2,1,1,221,8,0,193,1325,71,13,26,30,0,181,3,208,24,34,358,391,0,0,20,0,2
 24-34,0,0.82,0,44.33,9.03,0,96.86,0.82,3.28,1.64,11.49,0,2.46,3.28,1.64,3.28,0,1.64,0.82,0.82,66.49,2.46,1.64,23.8,765.04,6.57,13.95,4.93,0,0,60.74,0,0.82,1.64,0,7.39,153.5,0,0,16.42,0,3.28
 36-46,0,0,0,16.11,23.36,0,294.07,0.81,0.81,0,16.92,0.81,0,1.61,4.03,0.81,0,0.81,1.61,0,91.85,0.81,1.61,22.56,786.33,11.28,3.22,3.22,0,0,28.2,0,0,4.03,0.81,0.81,157.11,0,0,11.28,0,2.42
 48-58,0,0,0,13.77,75.17,0,332.23,1.15,4.59,0,27.54,0,0,1.15,2.3,0.57,1.15,0,0,1.15,78.04,0.57,3.44,16.64,484.29,6.31,0.57,1.15,0,0,10.33,0,0,0.57,0,0,90.09,0,0.57,4.02,0,1.72
 60-70,0.98,0,0,24.54,49.08,0,223.79,1.96,2.94,2.94,29.45,0.98,0,0,1.96,0,1.96,0.98,0,0,87.36,0,8.83,5.89,283.66,2.94,0,0.98,0,0,9.82,0,0,0.98,0,0,36.32,0,1.96,4.91,0,1.96
 72-82,0,0.98,0,8.83,45.16,0,101.11,0,1.96,0.98,27.49,1.96,0,0.98,1.96,0,0,0,0,0,67.73,1.96,0.98,8.83,141.36,0.98,2.94,0,0,0,0.98,0,0,0.98,0,0,6.87,0,0.98,2.94,0.98,0.98
 84-94,0,0,0,26.55,41.42,0,79.65,0,1.06,1.06,22.3,2.12,0,2.12,7.43,2.12,5.31,1.06,1.06,0,61.6,2.12,2.12,13.81,86.03,4.25,2.12,3.19,0,2.12,5.31,0,0,0,0,0,4.25,1.06,2.12,7.43,2.12,2.12
 96-106,0,0,0,16.39,68.85,1.09,59.01,0,1.09,1.09,17.49,5.46,0,0,9.84,1.09,0,1.09,2.19,1.09,28.41,0,3.28,6.56,86.33,2.19,0,1.09,0,0,9.84,0,0,2.19,0,0,1.09,1.09,1.09,9.84,4.37,1.09
108-118,0,0,0.77,17.62,46.72,0.77,57.45,0.77,1.53,1.53,16.85,4.6,0,0.77,4.6,0,1.53,0.77,3.06,2.3,32.17,1.53,0.77,6.13,102.64,3.06,2.3,2.3,0,0,7.66,0,0,0.77,0,0,0.77,0.77,1.53,5.36,0,0
120,0,0,0,13.72,35.28,0,52.91,1.96,0,0,11.76,3.92,0,0,7.84,1.96,1.96,0,0,1.96,19.6,0,1.96,13.72,113.67,0,0,0,0,0,7.84,0,0,0,1.96,0,0,0,0,9.8,3.92,0
