stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,52.71,1067.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.71,0,0,0,0,0,0,0,0,0,0,0
  5-6,98.07,1471.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.91,6.13,0,0,12.26,0,30.65,0,0,0,0,0,0,0,0,0,0,0
  7-9,7.89,5.26,5.26,0,0,0,10.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.47,2.63,0,0,39.43,0,2.63,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.35,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,1,249,87,0,3,0,0,0,0,0,0,10,0,0,1,0,0,0,47,1,0,65,28,3,0,0,0,0,6,0,19,4,24,35,7,0,0,1,0,0
 24-34,0.82,0,0.82,691.16,41.86,0,11.49,6.57,11.49,0,3.28,0.82,0,28.73,0,1.64,0.82,7.39,0,0,256.93,9.03,3.28,215.06,93.58,25.45,1.64,0,0,4.1,7.39,0,1.64,4.1,22.16,19.7,16.42,0,0,18.06,0,0.82
 36-46,0,0,0,595.39,2.42,0,14.5,19.34,29.81,9.67,4.03,0.81,0,30.62,0,0.81,0.81,14.5,0.81,1.61,536.58,6.45,24.17,182.89,111.18,44.31,4.83,3.22,0,0.81,6.45,0.81,0,9.67,20.95,8.06,20.95,0,1.61,14.5,0,0.81
 48-58,0.57,0,0.57,470.52,4.02,0,23.53,4.02,52.79,36.15,7.46,0,0.57,29.26,0.57,0.57,0,12.05,0,1.15,548.56,2.87,31.56,148.04,99.84,24.67,0,2.87,0,5.16,2.3,0,0,5.16,14.35,0,14.35,0,3.44,19.51,0,0.57
 60-70,0,0,0,316.05,4.91,0,17.67,14.72,30.43,46.13,4.91,1.96,0,23.56,1.96,0,0,9.82,0,0,494.69,5.89,37.3,96.19,61.84,23.56,0,2.94,0,9.82,1.96,0,0,8.83,12.76,0,3.93,0,11.78,32.39,7.85,1.96
 72-82,0,0,0.98,332.78,21.6,0,37.3,32.39,26.5,52.03,11.78,2.94,0,31.41,0.98,0,0,18.65,0,0,680.29,4.91,69.7,119.76,82.46,32.39,3.93,5.89,0,12.76,5.89,0,0,15.71,6.87,0,7.85,0,24.54,82.46,28.47,5.89
 84-94,0,0,0,558.63,15.93,1.06,43.54,29.74,44.61,45.67,8.5,4.25,0,28.68,2.12,1.06,0,7.43,2.12,0,498.1,4.25,64.78,93.46,24.43,43.54,1.06,9.56,0,11.68,6.37,0,0,22.3,7.43,0,4.25,0,25.49,87.09,28.68,2.12
 96-106,0,0,1.09,544.24,29.51,1.09,34.97,30.6,42.62,39.34,13.11,10.93,0,45.9,1.09,1.09,1.09,10.93,4.37,0,508.17,10.93,49.18,85.24,75.41,28.41,2.19,12.02,1.09,17.49,3.28,0,0,14.21,4.37,0,0,1.09,34.97,110.38,54.64,0
108-118,0,0,0.77,474.9,23.74,1.53,17.62,19.15,44.43,55.92,9.19,15.32,0,27.57,0.77,0.77,2.3,12.26,2.3,0,455.75,1.53,45.19,72.77,55.15,30.64,2.3,14.55,0,11.49,4.6,0,0,11.49,3.83,0,2.3,0,16.85,85.02,23.74,4.6
120,0,0,1.96,313.57,23.52,0,15.68,21.56,25.48,27.44,0,13.72,0,47.03,0,0,0,9.8,3.92,0,341,3.92,41.16,47.03,54.87,23.52,3.92,1.96,1.96,11.76,5.88,0,0,3.92,3.92,0,1.96,0,21.56,107.79,31.36,0
