stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,171.31,2582.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.25,0,0,0,0,0,0,0,0,0,0,0
  5-6,140.98,1826.63,0,6.13,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,67.43,0,0,0,6.13,0,30.65,0,0,0,0,0,0,0,0,0,0,0
  7-9,55.2,70.98,0,107.78,0,2.63,0,226.07,0,0,0,0,0,26.29,0,0,0,0,0,0,0,0,0,0,0,1698.15,76.23,0,0,675.58,0,0,13.14,0,0,0,0,0,0,0,0,0,0
 10-12,3.15,40.91,0,97.56,0,12.59,0,195.11,0,0,0,0,0,28.32,0,0,0,0,0,0,0,0,0,0,0,1387.81,69.23,0,0,575.9,0,0,6.29,0,69.23,0,15.73,3.15,0,0,0,0,0
 14-21,0,0,3,11,140,29,0,77,0,0,0,15,7,0,2,0,3,0,0,0,2,74,0,0,60,704,20,1,6,17,0,6,4,78,4,4,142,245,0,0,6,0,0
 24-34,0,0,3.28,3.28,61.56,7.39,0,184.69,0,6.57,0.82,30.37,2.46,0,5.75,1.64,1.64,0.82,3.28,0.82,9.85,128.87,1.64,0,60.74,1271.51,12.31,7.39,11.49,0,0,40.22,0,0.82,5.75,3.28,24.63,293.05,0,0,25.45,0,4.1
 36-46,0,0,1.61,0,25.78,1.61,0,360.94,2.42,1.61,4.83,58.81,2.42,0,4.03,4.03,0.81,1.61,4.03,1.61,4.03,163.55,2.42,5.64,40.28,1276.18,16.92,15.31,9.67,0,0,39.48,0.81,0.81,5.64,0,0.81,349.66,0,0,15.31,0,3.22
 48-58,0,0,0.57,0.57,29.26,3.44,0,466.5,2.3,8.61,13.2,119.35,1.72,2.3,4.59,4.02,5.16,1.72,3.44,3.44,2.87,200.83,6.31,6.89,46.48,931.29,6.31,10.33,12.05,0,1.72,32.13,0,0,4.02,3.44,0,255.92,0,1.15,17.79,0.57,6.31
 60-70,0,0,0,0,31.41,3.93,0,565.36,7.85,9.82,17.67,196.3,7.85,1.96,7.85,12.76,3.93,10.8,0.98,0.98,6.87,259.12,0.98,9.82,31.41,925.58,12.76,17.67,18.65,0,2.94,51.04,0,0,7.85,5.89,0,144.28,0,0.98,23.56,0,5.89
 72-82,0,0,7.85,0,69.7,20.61,5.89,571.33,6.87,4.91,17.67,278.79,28.47,2.94,12.76,27.49,10.8,10.8,13.74,7.85,2.94,454.51,8.83,20.61,48.1,1005.22,10.8,38.28,32.39,0,4.91,69.7,0.98,0,11.78,5.89,0,100.13,3.93,20.61,78.53,18.65,15.71
 84-94,0,0,4.25,0,70.09,19.12,7.43,399.33,4.25,15.93,12.74,172.05,52.04,2.12,9.56,54.16,20.18,20.18,12.74,11.68,12.74,292.06,8.5,22.3,60.54,556.51,23.36,33.99,42.48,0,6.37,240.02,0,0,29.74,7.43,0,57.35,6.37,9.56,61.6,18.05,6.37
 96-106,0,0,4.37,2.19,133.33,18.58,8.74,415.28,9.84,21.86,8.74,225.13,77.59,0,14.21,67.76,32.79,13.11,31.69,10.93,7.65,343.15,13.11,15.3,38.25,584.67,15.3,69.94,50.27,0,5.46,315.83,1.09,0,43.71,5.46,0,42.62,16.39,14.21,110.38,25.14,16.39
108-118,0,0,8.43,4.6,163.92,22.98,22.21,351.58,15.32,43.66,16.85,195.32,75.06,0,9.96,53.62,39.06,36.77,23.74,26.04,20.68,327.07,14.55,13.02,58.21,752.94,23.74,52.09,55.92,0,6.13,227.49,0.77,0,39.83,10.72,0,41.36,25.28,10.72,93.45,14.55,18.38
120,3.92,0,7.84,3.92,192.06,60.75,13.72,327.28,23.52,35.28,13.72,215.58,86.23,0,19.6,84.27,23.52,5.88,17.64,25.48,3.92,368.44,3.92,25.48,86.23,889.74,41.16,29.4,64.67,0,9.8,195.98,0,0,21.56,5.88,0,41.16,15.68,5.88,103.87,15.68,9.8
