stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,210.85,5679.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224.02,0,0,0,0,0,0,0,0,0,0,0
  5-6,355.52,5927.36,0,0,0,0,0,0,0,0,0,0,18.39,0,0,0,0,0,0,0,0,0,0,0,153.24,30.65,0,0,42.91,0,98.07,0,0,0,0,0,0,0,0,0,0,0
  7-9,110.41,113.03,0,199.78,0,0,328.59,0,0,0,0,0,162.98,0,0,0,0,0,0,0,0,0,0,0,3078.22,113.03,0,0,1235.5,0,15.77,13.14,0,0,0,0,0,0,0,0,0,0
 10-12,0,75.53,0,154.2,0,28.32,258.05,0,0,0,0,0,34.62,0,0,0,0,0,0,0,0,0,0,0,2416.87,56.65,0,0,783.6,0,9.44,34.62,0,94.41,0,9.44,6.29,0,0,0,0,0
 14-21,0,0,2,4,79,40,29,0,0,0,18,6,1,0,1,8,0,0,0,0,59,0,0,38,533,9,4,13,24,0,9,1,36,13,1,44,231,0,0,9,0,3
 24-34,0,0,2.46,3.28,27.09,5.75,113.28,0,1.64,0.82,21.34,3.28,0.82,2.46,3.28,13.95,1.64,4.93,0.82,0,91.94,2.46,0,33.66,910.33,2.46,22.16,9.85,0,0,13.95,0,0.82,8.21,0,13.13,205.21,0,0,27.91,0,0.82
 36-46,0,0,0.81,0,8.86,3.22,249.76,0,1.61,2.42,38.67,0.81,0,0.81,5.64,2.42,2.42,3.22,4.03,0.81,111.18,1.61,4.83,35.45,1114.24,0.81,42.7,7.25,0,0,12.89,0,0,4.83,0,0,235.26,0,0,12.89,0,1.61
 48-58,0.57,0,1.72,0,11.48,2.3,379.86,0.57,0.57,7.46,59.68,2.87,0.57,1.72,3.44,1.72,0.57,2.87,0,2.3,166.4,1.72,4.02,33.85,1017.36,0,16.07,7.46,0,2.3,9.75,0,0,1.72,0,0,165.83,0,0.57,20.66,0,1.72
 60-70,0,0,0.98,0,13.74,8.83,517.26,1.96,0.98,8.83,66.74,2.94,1.96,2.94,3.93,3.93,0.98,5.89,1.96,2.94,178.64,1.96,9.82,16.69,1095.38,1.96,30.43,6.87,0,0,8.83,0,0,0.98,0.98,0,129.56,0,3.93,12.76,1.96,0
 72-82,0,0,7.85,0.98,23.56,28.47,379.9,2.94,3.93,5.89,82.46,15.71,0,3.93,4.91,6.87,0,5.89,0.98,0,235.6,0,10.8,14.72,748.03,0,36.32,8.83,0,2.94,18.65,0,0,2.94,0,0,60.86,1.96,7.85,31.41,4.91,3.93
 84-94,0,0,9.56,1.06,49.92,16.99,271.88,1.06,4.25,7.43,46.73,6.37,3.19,5.31,12.74,8.5,6.37,7.43,1.06,1.06,162.49,6.37,13.81,25.49,385.52,1.06,28.68,22.3,1.06,2.12,37.17,1.06,0,4.25,0,0,36.11,1.06,5.31,26.55,10.62,1.06
 96-106,0,0,3.28,1.09,33.88,32.79,203.27,1.09,7.65,4.37,44.81,18.58,0,2.19,15.3,8.74,2.19,9.84,0,1.09,127.86,3.28,8.74,9.84,306,0,62.29,28.41,0,1.09,34.97,0,0,0,0,0,16.39,2.19,6.56,25.14,3.28,2.19
108-118,0,0,4.6,1.53,36,19.15,176.94,0.77,6.13,4.6,46.72,14.55,0,3.06,12.26,5.36,3.06,2.3,4.6,2.3,126.38,1.53,5.36,14.55,421.28,0,38.3,21.45,0,1.53,31.4,0,0,5.36,0,0,13.79,5.36,1.53,26.04,3.06,2.3
120,0,0,0,0,43.12,19.6,123.47,1.96,5.88,0,43.12,11.76,0,3.92,11.76,5.88,1.96,0,1.96,0,101.91,0,0,9.8,329.24,7.84,25.48,21.56,0,0,31.36,0,0,0,0,0,7.84,0,7.84,23.52,3.92,3.92
