stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,224.02,5534.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210.85,0,0,0,0,0,0,0,0,0,0,0
  5-6,220.67,3935.23,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,171.63,18.39,0,0,49.04,0,110.33,0,0,0,0,0,0,0,0,0,0,0
  7-9,92,186.64,0,205.04,0,0,0,901.65,0,0,0,0,0,202.41,0,0,0,0,0,0,0,0,0,0,0,5147.02,149.84,0,0,1774.38,0,10.51,13.14,0,0,0,0,0,0,0,0,0,0
 10-12,0,289.52,0,324.14,0,44.06,0,815.07,0,0,0,0,0,232.88,0,0,0,0,0,3.15,0,0,0,0,3.15,7414.26,147.91,0,0,3423.9,0,12.59,37.76,18.88,399.67,0,62.94,15.73,0,0,0,0,0
 14-21,1,5,5,115,1763,763,0,1342,0,2,0,102,55,39,8,22,132,4,7,6,48,626,17,0,546,7626,106,15,151,303,0,87,2,1825,209,254,3757,2158,0,0,27,0,38
 24-34,0,0,5.75,47.61,389.09,187.98,0,1775.51,88.65,12.31,16.42,100.97,18.88,4.93,4.93,47.61,170.74,27.91,25.45,27.09,77.16,774.07,35.3,3.28,300.43,5600.7,32.83,60.74,91.12,0.82,0.82,114.1,0,8.21,91.94,196.18,862.72,1084.35,0,0,102.61,0,80.44
 36-46,0.81,0,0.81,10.47,145.83,8.06,0,1554.94,93.46,8.86,24.17,181.28,24.98,0,11.28,46.73,60.43,29,29,30.62,15.31,571.22,8.06,8.86,222.36,4115.36,16.11,39.48,45.12,0,0.81,59.62,2.42,4.83,46.73,157.11,33.03,797.61,0,0,63.65,0,30.62
 48-58,1.15,0,2.87,7.46,245.59,9.18,0,2377.27,90.66,22.95,45.9,442.4,57.95,1.15,17.79,49.92,43.61,49.92,32.13,45.9,12.62,893.99,13.77,46.48,320.76,4119.92,9.18,29.84,58.53,0,2.87,76.89,1.15,1.15,37.87,147.47,0.57,744.8,0,0.57,83.2,1.15,35
 60-70,0.98,0,2.94,0,181.58,25.52,3.93,2510.73,73.61,10.8,32.39,474.08,113.86,0.98,15.7,47.11,56.93,60.85,23.56,70.67,7.85,842.15,10.8,50.06,207.1,3623.78,17.67,34.35,41.22,0.98,5.89,88.34,0,0.98,49.08,85.39,0,413.22,7.85,22.58,75.58,8.83,16.69
 72-82,0,0,28.47,0.98,344.56,93.26,46.14,2218.56,66.75,18.65,65.77,589.98,272.9,3.93,24.54,141.36,116.82,41.23,44.17,145.29,8.83,1142.65,25.52,39.27,311.19,3358.27,11.78,59.88,80.5,0,7.85,226.76,0,0,83.44,51.05,0,213.02,14.72,44.17,141.36,36.32,23.56
 84-94,0,0,26.55,8.5,565,120.01,95.58,1768.29,78.59,44.61,55.23,415.26,461.99,3.19,11.68,142.31,204.97,47.79,45.67,451.37,7.43,791.22,25.49,57.35,277.19,1919.1,12.74,55.23,108.33,0,4.25,863.44,0,0,193.29,89.21,0,147.62,58.41,35.05,160.37,42.48,7.43
 96-106,0,0,25.14,7.65,837.12,180.32,59.01,1312.51,73.22,84.15,42.62,389.05,574.84,0,34.97,226.22,189.06,22.95,78.68,513.64,16.39,783.57,33.88,32.79,279.77,1704.84,25.14,100.54,126.77,0,12.02,1130,2.19,0,183.6,88.52,0,64.48,38.25,26.23,175.95,29.51,22.95
108-118,1.53,0,13.02,10.72,932.18,181.53,40.6,968.94,75.06,111.83,37.53,349.28,494.81,0,14.55,177.7,138.64,32.94,42.89,688.6,10.72,682.47,29.11,21.45,281.11,1925.63,25.28,79.66,81.96,0,13.79,952.09,1.53,0,154.72,66.64,0,44.43,33.7,6.13,137.87,16.09,29.87
120,3.92,0,5.88,1.96,584.02,199.9,13.72,683.97,41.16,97.99,47.03,307.69,278.29,0,11.76,184.22,56.83,7.84,37.24,280.25,1.96,468.39,19.6,15.68,284.17,1654.06,33.32,47.03,39.2,0,5.88,644.77,3.92,0,101.91,19.6,0,50.95,15.68,9.8,111.71,13.72,7.84
