stage,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,13.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,24.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,7.89,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,6.29,0,0,0,47.2,0,0,0,0,0,25.18,0,0,0,0,0,0
 14-21,0,1,6,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,6,0,138,139,0,0,0,0,0,0
 24-34,0,0,0,2.46,0,0,3.28,0,0,0,0,0,0,0,0.82,0,0,0,0,0,2.46,0,0,2.46,19.7,0,0.82,0,0,0,4.1,0,0,68.13,4.1,2.46,0,0,0.82,0,0
 36-46,0,0,0,0,0,0,8.86,0,0,0,1.61,0,0,0,0,0,0,0,0.81,0,2.42,0,0,0.81,28.2,0,0.81,0.81,0,0,8.86,0,0,95.87,0,9.67,0,0,0.81,0,0
 48-58,0,0,0,0,0,0,10.33,0.57,0,0,4.59,0,0.57,0,0,0,0,0,0,0,3.44,0,0,3.44,29.26,0,0.57,0,0,0,2.87,0,0,87.79,0,6.31,0,0,0.57,0,0
 60-70,0,0,0,0,0,0,18.65,15.7,0.98,0,1.96,0,0,0,0,0,0,0,0,0.98,6.87,0,0,1.96,23.56,0,0,0,0.98,0,5.89,0,0,55.95,0,0.98,0,0,0,0,0
 72-82,0,0,0,1.96,3.93,0.98,55.95,33.38,0,0.98,11.78,0,0,0,1.96,0.98,0,0,1.96,0,29.45,0,0,7.85,80.5,0,0.98,1.96,0,0,7.85,0,0,25.52,0,4.91,0,0,1.96,2.94,2.94
 84-94,0,2.12,0,8.5,8.5,0,63.72,55.23,1.06,2.12,10.62,0,0,0,1.06,0,0,1.06,1.06,1.06,30.8,0,2.12,11.68,66.91,0,2.12,1.06,0,0,20.18,0,0,76.47,0,2.12,1.06,1.06,3.19,1.06,1.06
 96-106,0,1.09,0,17.49,18.58,0,84.15,71.04,1.09,7.65,43.71,5.46,0,3.28,4.37,3.28,3.28,0,8.74,0,60.11,1.09,5.46,15.3,120.21,2.19,6.56,2.19,0,1.09,36.06,0,0,91.8,0,9.84,3.28,1.09,17.49,6.56,5.46
108-118,0,0,0,14.55,5.36,2.3,70.47,62.81,4.6,0.77,23.74,3.06,0,0.77,4.6,3.83,1.53,0.77,6.13,1.53,37.53,1.53,0.77,14.55,108,0,0.77,4.6,0.77,3.06,13.02,0,0,94.21,0,3.06,0.77,2.3,1.53,2.3,2.3
120,0,0,0,13.72,3.92,0,43.12,64.67,0,0,17.64,3.92,0,0,5.88,0,3.92,0,3.92,0,29.4,0,0,11.76,78.39,0,0,1.96,0,0,11.76,0,1.96,27.44,0,1.96,0,0,3.92,1.96,0
