stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,26.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,42.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,5.26,0,0,7.89,0,0,0,7.89,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,60.46,7.89,0,0,18.4,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,3.15,0,12.59,0,3.15,0,37.76,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,157.35,6.29,0,0,113.29,0,0,0,0,3.15,0,3.15,0,0,0,0,0,0
 14-21,0,0,0,2,9,1,0,6,0,0,0,1,0,0,0,0,1,0,0,0,6,0,0,4,55,2,0,0,1,0,2,0,5,0,1,15,24,0,0,0,0,0
 24-34,0,0,0,0.82,4.93,0,0,18.06,0,0.82,0,2.46,0.82,0.82,0,0.82,1.64,0,0.82,0.82,20.52,0,0,8.21,160.89,1.64,3.28,2.46,0,0,3.28,0,0,0,2.46,6.57,41.04,0,0,4.1,0,1.64
 36-46,0,0,0,0,1.61,0.81,0,30.62,0.81,0,0,4.03,0,0,0.81,0,0.81,0.81,0,0.81,22.56,0,0,6.45,128.1,0.81,1.61,0.81,0,0,3.22,0.81,0,1.61,0,0,41.09,0,0.81,0.81,0,0
 48-58,0,0,0,0,2.3,0,0,67.71,1.15,0.57,1.15,16.64,0,0,0,1.15,0,0,0,0,22.38,0,0,5.16,124.52,0.57,4.02,1.72,0,0.57,1.15,0,0,0,0.57,0,36.72,0,0,0.57,0,0.57
 60-70,0,0,0,0,4.91,0.98,0,93.24,0,0,1.96,29.45,0,0,0.98,0,0,0,0.98,0,33.37,0,0.98,2.94,142.32,0,1.96,0,0,0,1.96,0,0,0,0,0,28.46,0,0,0.98,0,0.98
 72-82,0,0,0.98,0,3.93,1.96,0,119.76,0,0,2.94,40.25,2.94,0,0.98,2.94,1.96,0.98,0,0,58.9,1.96,0,5.89,156.08,0,2.94,4.91,0,0.98,1.96,0,0,0,0,0,22.58,0.98,0.98,5.89,1.96,0.98
 84-94,0,0,1.06,0,7.43,4.25,0,95.58,0,1.06,2.12,22.3,4.25,0,1.06,2.12,0,1.06,0,1.06,36.11,1.06,0,3.19,89.21,0,6.37,4.25,0,1.06,8.5,0,0,1.06,1.06,0,12.74,0,0,5.31,1.06,0
 96-106,0,0,1.09,0,9.84,4.37,0,61.2,0,2.19,1.09,27.32,6.56,0,1.09,1.09,2.19,1.09,1.09,1.09,27.32,0,0,6.56,91.8,0,9.84,4.37,0,1.09,4.37,0,0,1.09,0,0,3.28,0,1.09,3.28,2.19,0
108-118,0,0,0,0,10.72,0,2.3,47.49,0,0.77,3.06,20.68,3.83,0,0,1.53,1.53,0.77,1.53,2.3,36.77,0.77,2.3,2.3,113.36,0,4.6,2.3,0,0,6.13,0,0,0,1.53,0,4.6,0.77,0.77,2.3,0.77,1.53
120,0,0,0,0,7.84,3.92,0,27.44,0,3.92,3.92,9.8,5.88,0,0,1.96,0,0,1.96,0,27.44,0,3.92,3.92,103.87,7.84,3.92,1.96,0,0,3.92,0,0,3.92,0,0,3.92,0,1.96,5.88,0,0
