stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,13.18,1054.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.89,0,0,0,0,0,0,0,0,0,0,0
  5-6,49.04,1495.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.91,12.26,0,0,12.26,0,6.13,0,0,0,0,0,0,0,0,0,0,0
  7-9,13.14,36.8,0,26.29,0,0,0,228.7,0,0,0,0,0,42.06,0,0,0,0,0,0,0,0,0,0,0,1085.66,23.66,0,0,344.36,0,0,5.26,0,5.26,0,0,0,0,0,0,0,0
 10-12,3.15,66.09,0,53.5,0,3.15,0,251.76,0,0,0,0,0,110.14,0,0,0,0,0,0,0,0,0,0,0,1551.46,50.35,0,0,519.25,0,0,3.15,6.29,62.94,0,6.29,0,0,0,0,0,0
 14-21,0,0,1,24,191,56,0,222,0,1,0,11,4,57,1,1,5,2,1,1,20,89,0,0,56,1308,13,1,15,20,0,9,9,127,2,1,106,280,0,0,6,0,7
 24-34,0,0,0.82,7.39,68.13,7.39,0,241.33,0,3.28,4.93,22.98,4.1,4.93,0.82,5.75,7.39,6.57,9.85,7.39,17.24,155.14,3.28,0.82,56.64,1100.77,8.21,6.57,13.95,0,0,23.8,0,1.64,3.28,0,29.55,248.72,0,0,31.19,0,19.7
 36-46,0,0,2.42,1.61,15.31,2.42,0,98.29,0.81,1.61,10.47,44.31,0,0.81,2.42,6.45,3.22,4.83,4.03,3.22,8.06,112.79,2.42,3.22,39.48,493.07,0,12.89,5.64,0,0,14.5,1.61,0.81,1.61,0,0,153.88,0,0.81,9.67,0,8.86
 48-58,0,0,0.57,0,15.49,2.3,0,126.24,0,1.15,12.62,70.58,5.74,2.87,4.02,5.74,1.15,8.03,1.72,5.74,4.02,181.32,3.44,7.46,39.59,290.92,1.15,2.87,11.48,0,0.57,11.48,0,0,1.15,0,0,99.27,0,1.15,16.64,0,6.89
 60-70,0,0,0,0,21.59,0.98,0,120.73,0.98,6.87,11.78,111.89,9.82,0,2.94,8.83,1.96,6.87,4.91,4.91,0.98,184.53,5.89,7.85,28.46,236.55,1.96,7.85,7.85,0,0.98,20.61,0.98,0.98,6.87,0,0,38.28,0,4.91,16.69,2.94,9.82
 72-82,0,0,3.93,0.98,34.36,13.74,1.96,169.83,1.96,2.94,19.63,147.25,16.69,0,5.89,16.69,6.87,9.82,8.83,9.82,0.98,277.81,6.87,11.78,50.06,329.84,0,2.94,11.78,0,0.98,22.58,0,0,4.91,0,0,25.52,0.98,10.8,34.36,10.8,8.83
 84-94,0,0,3.19,0,43.54,22.3,11.68,129.57,0,9.56,11.68,107.27,13.81,3.19,3.19,40.36,10.62,16.99,4.25,7.43,2.12,235.77,1.06,7.43,55.23,193.29,8.5,5.31,19.12,0,0,66.91,0,0,7.43,3.19,0,36.11,4.25,10.62,37.17,9.56,5.31
 96-106,1.09,0,8.74,0,54.64,8.74,6.56,133.33,1.09,7.65,8.74,103.82,19.67,0,4.37,26.23,9.84,3.28,9.84,8.74,4.37,205.46,1.09,6.56,44.81,239.33,6.56,15.3,15.3,0,6.56,65.57,1.09,0,0,1.09,0,12.02,3.28,6.56,37.16,7.65,8.74
108-118,0.77,0,4.6,0,66.64,14.55,25.28,137.11,6.13,11.49,9.96,103.41,25.28,0,1.53,17.62,5.36,14.55,6.89,9.96,6.89,231.32,3.06,6.13,42.89,303.32,4.6,9.96,19.15,0,2.3,53.62,1.53,0,5.36,1.53,0,12.26,3.06,3.06,32.17,6.89,13.02
120,0,0,1.96,0,94.07,23.52,1.96,86.23,3.92,1.96,11.76,99.95,19.6,0,1.96,33.32,9.8,7.84,13.72,1.96,1.96,156.78,1.96,5.88,58.79,266.53,5.88,5.88,13.72,0,1.96,62.71,0,0,9.8,0,0,19.6,0,9.8,37.24,3.92,5.88
