stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,13.18,329.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,6.13,202.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,0,6.13,0,0,0,0,0,0,0,0,0,0
  7-9,5.26,7.89,0,5.26,0,0,0,23.66,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,194.52,5.26,0,0,47.32,0,0,2.63,0,0,0,0,0,0,0,0,0
 10-12,0,6.29,0,22.03,0,0,0,15.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.56,3.15,0,0,22.03,0,0,3.15,0,6.29,0,0,0,0,0,0,0
 14-21,0,0,0,0,6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,4,66,0,1,0,1,0,1,0,1,0,2,28,0,0,0,0,0
 24-34,0,0,0,1.64,1.64,0.82,0,4.1,0,0.82,0.82,0.82,0.82,0,0,0,0,0,0,0,0,4.93,0.82,0,1.64,284.02,0,1.64,0.82,0,0,0,0,0,0.82,0,72.24,0,0,0.82,0,0
 36-46,0,0,0,0,0,0,0,16.11,0,0.81,0,10.47,0,0,0,0,0,0,1.61,0,0,2.42,0,0,0.81,976.47,0,0.81,1.61,0,0,0,0,0,1.61,0,180.47,0,0,0,0,0
 48-58,0,0,0,0,3.44,0,0,101.56,0,0,0,48.2,0,0,0.57,0.57,0,0,1.15,0,0,17.79,0,0.57,1.72,1616.41,1.15,1.15,1.15,0,0.57,3.44,0,0,0,0,248.46,0,0,0,0,0.57
 60-70,0,0,0.98,0,4.91,0,0,258.14,0,0.98,0,85.39,0,0,0,0,0.98,0.98,1.96,0,0,28.46,0.98,0,0.98,2819.91,0.98,0,0,0,0,0.98,0,0,0.98,0,354.33,0,0,1.96,0,0.98
 72-82,0,0,0,0,24.54,7.85,0,614.52,0.98,1.96,2.94,163.94,0.98,0.98,0.98,0.98,0.98,1.96,5.89,3.93,0.98,86.39,0,3.93,4.91,2961.67,1.96,4.91,4.91,0,0,4.91,0,0,0,0,306.28,7.85,0.98,4.91,8.83,9.82
 84-94,0,0,0,0,30.8,5.31,0,411.01,0,1.06,0,106.2,0,0,1.06,2.12,0,2.12,6.37,0,1.06,32.92,1.06,5.31,4.25,1514.47,2.12,4.25,6.37,0,0,8.5,0,0,0,0,173.11,21.24,1.06,5.31,3.19,3.19
 96-106,0,0,0,0,24.04,5.46,1.09,379.22,0,1.09,3.28,128.96,3.28,0,1.09,2.19,0,1.09,10.93,2.19,0,41.53,0,1.09,0,1369.34,2.19,3.28,6.56,0,0,8.74,0,0,0,0,86.33,62.29,1.09,0,4.37,3.28
108-118,0,0,0,0.77,26.81,5.36,0.77,288,0,2.3,1.53,108.77,4.6,0,0,1.53,0,2.3,8.43,3.06,0,37.53,0,3.06,4.6,2056.61,0.77,3.06,6.89,0,0,4.6,0,0,0,0,58.21,78.89,1.53,7.66,1.53,0
120,0,0,0,0,31.36,5.88,1.96,243.01,0,1.96,0,121.51,1.96,0,0,3.92,1.96,0,5.88,0,0,29.4,1.96,0,3.92,2006.82,0,3.92,5.88,0,3.92,5.88,0,0,1.96,0,58.79,27.44,0,5.88,0,0
