stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,52.71,2095.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.42,0,0,0,0,0,0,0,0,0,0,0
  5-6,110.33,1366.91,0,6.13,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,73.56,12.26,0,0,18.39,0,42.91,0,0,0,0,0,0,0,0,0,0,0
  7-9,47.32,52.57,0,131.44,0,2.63,0,170.87,0,0,0,0,136.69,0,0,0,0,0,0,0,0,0,0,0,1934.73,39.43,0,0,814.9,0,5.26,15.77,0,2.63,0,0,0,0,0,0,0,0
 10-12,0,81.82,0,107,0,6.29,0,226.58,0,0,0,0,31.47,0,0,0,0,0,3.15,0,0,0,0,0,2193.44,50.35,0,0,909.47,0,6.29,18.88,6.29,66.09,0,9.44,3.15,0,0,0,0,0
 14-21,0,0,0,19,185,87,0,142,0,0,38,11,0,1,0,13,0,1,0,0,139,2,0,90,1768,52,3,16,46,0,56,0,114,5,2,158,513,0,0,11,0,0
 24-34,0,0.82,0,8.21,64.03,82.91,0,586.91,3.28,4.1,58.28,0.82,0.82,3.28,3.28,9.03,2.46,6.57,2.46,0,274.99,0.82,0.82,122.31,2387.87,11.49,23.8,24.63,0,0.82,96.86,0,1.64,2.46,0,17.24,494.16,0,0,48.43,0,7.39
 36-46,0,0,0,0.81,48.34,56.4,0,1082.01,7.25,4.83,65.26,4.03,0,3.22,16.11,0.81,6.45,7.25,4.03,0,298.9,2.42,8.06,85.4,1633.09,4.03,10.47,16.92,0,0,37.87,0,1.61,2.42,0,0,391.56,0,0,30.62,0,4.83
 48-58,0,0,0,0,57.95,30.41,0,846.36,3.44,4.02,60.25,5.74,0,4.02,7.46,3.44,3.44,5.74,2.87,1.15,325.92,3.44,18.36,70,648.4,4.02,2.87,10.9,0,0.57,16.07,0,0,2.3,0,0,94.68,0,0,27.54,0,3.44
 60-70,0,0,0,0,57.91,11.78,0,582.04,2.94,1.96,99.13,18.65,0,3.93,4.91,0.98,6.87,9.82,0.98,0.98,242.44,1.96,17.67,40.24,429.91,0.98,6.87,8.83,0,0.98,13.74,0.98,0,0,0,0,39.26,0,0,22.58,0.98,2.94
 72-82,0,0,0.98,0,52.03,11.78,0.98,244.43,1.96,13.74,84.42,16.69,0,8.83,8.83,5.89,2.94,6.87,3.93,0.98,294.5,1.96,8.83,68.72,327.88,5.89,5.89,9.82,0,1.96,18.65,0,0,0.98,0,0,10.8,0.98,1.96,26.5,0.98,2.94
 84-94,0,0,1.06,0,84.96,23.36,1.06,228.34,5.31,11.68,65.85,18.05,0,3.19,16.99,6.37,7.43,5.31,4.25,3.19,270.82,2.12,21.24,69.03,288.87,4.25,8.5,14.87,0,1.06,36.11,0,0,3.19,0,0,10.62,4.25,3.19,35.05,3.19,4.25
 96-106,0,0,1.09,0,59.01,24.04,1.09,153,1.09,1.09,68.85,20.76,0,5.46,19.67,3.28,2.19,7.65,4.37,0,185.78,2.19,8.74,33.88,186.88,1.09,5.46,13.11,0,2.19,27.32,1.09,0,3.28,0,0,1.09,4.37,1.09,30.6,2.19,3.28
108-118,0,0,0.77,0,54.38,42.13,0,158.55,0.77,8.43,64.34,14.55,0,4.6,24.51,3.83,9.19,7.66,2.3,0.77,145.53,0.77,7.66,28.34,271.92,3.06,4.6,13.02,0,0.77,22.98,0,0,3.83,0,0,3.83,1.53,0.77,29.11,2.3,1.53
120,0,0,0,0,62.71,45.08,1.96,160.7,5.88,3.92,96.03,13.72,0,3.92,37.24,3.92,9.8,3.92,1.96,0,162.66,0,5.88,48.99,272.41,7.84,5.88,3.92,0,5.88,21.56,0,0,1.96,0,0,9.8,0,0,35.28,1.96,0
