stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,619.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,0,0,0,0,0,0,0,0,0
  5-6,18.39,159.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,6.13,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,13.14,2.63,0,0,0,0,0,13.14,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,60.46,13.14,0,0,5.26,0,0,5.26,0,0,0,0,0,0,0,0,0
 10-12,0,3.15,0,12.59,0,9.44,0,6.29,0,0,0,0,0,9.44,0,0,0,0,0,0,0,0,0,0,0,113.29,28.32,0,0,31.47,0,3.15,3.15,0,6.29,3.15,0,0,0,0,0,0
 14-21,0,0,0,3,6,1,0,3,0,0,0,1,1,1,1,0,0,0,0,1,1,5,0,0,6,33,3,1,3,0,0,0,0,2,1,4,14,0,0,2,0,0
 24-34,0,0,0,2.46,5.75,0,0,9.03,0,0.82,0,2.46,0,0,0,2.46,0,0,1.64,0,0,8.21,0.82,0,6.57,92.76,22.98,4.93,1.64,0,0,4.1,0,0,2.46,1.64,23.8,0,0,0.82,0,0
 36-46,0,0,0,0,3.22,0,0,26.59,0,0,0.81,7.25,0,1.61,0,0,0,0,0.81,0.81,0,13.7,0.81,0,4.83,106.35,13.7,6.45,3.22,0,0,0.81,0,0,0,0,24.98,0,0,3.22,0,0
 48-58,0,0,0,0,0.57,0.57,0,33.28,0,0.57,1.15,8.61,0.57,1.15,0.57,1.15,0.57,0,1.72,0,1.72,20.66,0,0,4.02,79.76,6.31,1.72,1.72,0,0,3.44,0,0,0,0,15.49,0,0,2.3,0,0.57
 60-70,0,0,0,0,4.91,1.96,0,80.48,0,0,0.98,12.76,0,2.94,0.98,7.85,0,1.96,0.98,0.98,0.98,41.22,2.94,0,1.96,139.38,3.93,3.93,2.94,0,0.98,8.83,0,0,1.96,0,17.67,0,2.94,1.96,0.98,0
 72-82,0,0,0.98,0,0.98,13.74,0,35.34,0.98,0.98,0.98,24.54,0.98,1.96,1.96,2.94,0,0.98,1.96,0,0,55.95,3.93,0,0.98,77.55,4.91,1.96,0.98,0,0,10.8,0,0,0,0,6.87,0.98,0,3.93,0.98,2.94
 84-94,0,0,0,0,6.37,14.87,0,38.23,0,4.25,2.12,13.81,3.19,2.12,0,11.68,2.12,3.19,2.12,0,2.12,36.11,5.31,1.06,2.12,47.79,5.31,3.19,0,0,0,35.05,0,0,0,0,3.19,2.12,1.06,5.31,1.06,1.06
 96-106,0,0,0,0,4.37,20.76,0,25.14,1.09,3.28,0,16.39,3.28,0,2.19,13.11,0,0,3.28,2.19,0,40.44,13.11,1.09,1.09,36.06,4.37,1.09,3.28,0,0,32.79,0,0,1.09,0,3.28,3.28,0,5.46,2.19,6.56
108-118,0,0,0,0,10.72,9.96,0.77,15.32,0,5.36,0,11.49,3.83,0,0,12.26,1.53,4.6,0,0,0.77,28.34,6.13,0,0,39.83,9.19,0,4.6,0,1.53,23.74,0,0,0,0,0,0.77,0.77,0.77,0,0.77
120,0,0,0,0,31.36,9.8,1.96,7.84,0,3.92,1.96,11.76,5.88,0,1.96,13.72,0,0,1.96,1.96,0,29.4,3.92,1.96,5.88,31.36,35.28,1.96,3.92,0,1.96,41.16,0,0,3.92,0,1.96,1.96,0,1.96,1.96,1.96
