stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,210.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,0,0,0,0,0,0,0,0,0
  5-6,12.26,171.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0
  7-9,5.26,2.63,0,5.26,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.09,2.63,0,0,21.03,0,0,2.63,0,0,0,0,0,0,0,0,0
 10-12,0,6.29,0,0,0,0,0,3.15,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,50.35,0,0,0,9.44,0,0,6.29,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,3,13,1,0,4,0,0,0,3,6,1,0,0,0,0,0,1,0,5,0,0,1,208,1,2,0,2,0,2,0,0,0,1,106,0,0,1,0,0
 24-34,0,0,0.82,4.1,4.1,0.82,0,13.13,0,0,0,5.75,2.46,0,1.64,0,0,3.28,0,0,5.75,21.34,0,0,2.46,757.65,0,12.31,1.64,0,0,4.1,0,1.64,0.82,0.82,293.05,0,0,0,0,1.64
 36-46,0,0,0,0,1.61,0,0,55.59,0,0,0,14.5,0,0,0.81,0,0,0.81,0.81,0,0.81,14.5,0,0,0.81,1330.16,0.81,11.28,1.61,0,0,2.42,0,0,0,0,472.93,0,0,0,0,0
 48-58,0,0,0,0,8.03,0,0,267.97,0,0,0.57,39.02,0,0,0,0.57,0.57,0,0,0,0,30.41,0,1.15,1.15,1599.19,0,7.46,1.15,0,0.57,1.72,0,0,2.3,0,477.41,0,0,1.15,0,0.57
 60-70,0,0,0.98,0,2.94,2.94,0,347.46,0,1.96,1.96,33.37,0,0.98,1.96,0.98,0,0.98,0,0,0,25.52,0,0,1.96,1508.6,0,4.91,1.96,0,0,1.96,0,0.98,0,0,332.74,0,0,1.96,0,0.98
 72-82,0,0,0,0,5.89,2.94,0,270.94,0.98,0,2.94,31.41,0,0,0,2.94,0,0.98,1.96,2.94,0,32.39,0,0,3.93,1218.24,0,6.87,3.93,0,0,0.98,0,0,0,0,210.08,0,0.98,0.98,0,1.96
 84-94,0,0,1.06,0,8.5,0,0,211.35,0,0,2.12,27.61,1.06,0,0,2.12,0,1.06,0,0,0,40.36,1.06,0,2.12,658.46,0,7.43,1.06,0,0,3.19,0,0,0,0,118.95,0,1.06,2.12,0,0
 96-106,0,0,1.09,0,9.84,2.19,0,123.49,0,0,0,25.14,2.19,0,2.19,1.09,0,0,1.09,2.19,0,21.86,0,2.19,3.28,488.5,0,8.74,5.46,0,1.09,3.28,0,0,0,0,56.83,1.09,1.09,4.37,0,0
108-118,0,0,0,0,9.96,0,3.06,98.81,0,0.77,1.53,28.34,0.77,0,0,0.77,0.77,0.77,0.77,0.77,0,28.34,0,0,0.77,579.07,0,6.13,2.3,0,0,1.53,0,0,0,0,31.4,0,0.77,2.3,0.77,1.53
120,0,0,1.96,0,7.84,0,0,139.14,0,3.92,1.96,31.36,0,0,0,3.92,0,0,3.92,1.96,0,27.44,0,1.96,9.8,636.93,0,9.8,3.92,0,0,3.92,0,1.96,0,0,52.91,0,0,1.96,0,0
