stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,52.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,6.13,85.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0
  7-9,0,5.26,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.66,0,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,3.15,0,0,0,3.15,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,31.47,3.15,0,0,9.44,0,0,0,0,0,3.15,0,0,0,0,0,0
 14-21,0,0,0,0,8,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,7,36,0,0,0,2,0,0,0,7,1,1,14,0,0,2,0,0
 24-34,0,0,0,0.82,10.67,0.82,0,4.1,0,0.82,0,3.28,0,0,1.64,0,0,0,0.82,0,0.82,16.42,0,0,3.28,60.74,0,4.1,0,0,0,4.93,0,0,0.82,2.46,22.16,0,0,7.39,0,0
 36-46,0,0,0.81,0,1.61,0,0,21.75,0,0.81,0.81,7.25,0,0,0.81,0,0,0,0.81,0,0,28.2,0,0.81,8.86,105.54,1.61,8.06,0.81,0,0,2.42,0,0,0.81,0,36.26,0,0,5.64,0,0
 48-58,0,0,0,0,2.3,0,0,25.25,0,0,1.15,4.59,0,0,0.57,0,0,0,0,0,0.57,22.38,0,0,5.16,69.43,0.57,3.44,0,0,0,1.15,0,0,0,0,22.95,0,0,0,0,1.15
 60-70,0,0,0,0,1.96,0.98,0,36.32,0.98,2.94,1.96,12.76,0,0,1.96,0,0,0,0,0,0,20.61,0.98,0,0.98,72.63,0,3.93,0,0,1.96,1.96,0,0,0,0,15.7,0,0.98,3.93,0,0
 72-82,0,0,0.98,0,5.89,1.96,0,53.99,0,1.96,0.98,24.54,1.96,0,1.96,3.93,0,0,0.98,0,0.98,55.95,1.96,1.96,3.93,144.3,0,9.82,0,0,0.98,8.83,0,0,0,0,5.89,0,1.96,6.87,0,0.98
 84-94,0,0,0,0,7.43,3.19,1.06,36.11,0,0,3.19,13.81,0,0,0,4.25,0,1.06,0,0,1.06,36.11,2.12,1.06,5.31,78.59,1.06,1.06,0,0,0,14.87,1.06,0,0,0,11.68,0,0,6.37,3.19,3.19
 96-106,0,0,2.19,0,4.37,3.28,0,44.81,0,2.19,2.19,26.23,3.28,0,0,0,0,2.19,2.19,1.09,1.09,25.14,1.09,4.37,2.19,86.33,2.19,16.39,2.19,0,0,5.46,0,0,0,0,6.56,1.09,2.19,6.56,4.37,3.28
108-118,0,0,0.77,0,11.49,0.77,0,40.6,0,2.3,0.77,11.49,1.53,0,1.53,4.6,0.77,6.13,0.77,0,0.77,26.81,0.77,0.77,5.36,110.3,0.77,6.89,3.06,0,3.06,4.6,0,0,0.77,0,6.13,0.77,0,2.3,0.77,4.6
120,0,0,0,0,1.96,3.92,0,35.28,0,0,0,5.88,0,0,0,0,3.92,3.92,1.96,0,0,33.32,1.96,0,3.92,111.71,0,5.88,7.84,0,0,1.96,0,0,0,0,5.88,0,1.96,3.92,0,1.96
