stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,408.52,5561.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.78,0,0,0,0,0,0,0,0,0,0,0
  5-6,275.83,4719.82,0,6.13,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,85.81,0,0,0,30.65,0,30.65,0,0,0,0,0,0,0,0,0,0,0
  7-9,49.95,84.12,0,70.98,0,0,0,210.3,0,0,0,0,0,44.69,0,0,0,0,0,0,0,0,0,0,0,2810.09,73.6,0,0,914.79,0,2.63,15.77,0,2.63,0,0,0,0,0,0,0,0
 10-12,6.29,37.76,0,53.5,0,9.44,0,129.03,0,0,0,0,0,9.44,0,0,0,0,0,0,0,0,0,0,0,1422.43,75.53,0,0,494.07,0,0,0,0,34.62,0,6.29,6.29,0,0,0,0,0
 14-21,0,0,1,16,282,53,0,106,0,4,0,38,9,2,1,1,41,4,1,1,7,102,3,0,71,1623,42,9,43,39,0,12,3,155,18,9,174,505,0,0,10,0,8
 24-34,0.82,0,4.1,8.21,141.19,9.85,0,268.42,0,16.42,7.39,68.95,4.93,0,4.1,1.64,32.83,2.46,17.24,4.93,24.63,240.51,4.1,2.46,91.94,2359.96,22.98,50.89,44.33,0,0,50.89,0,1.64,20.52,4.1,51.71,640.27,0,0,25.45,0,20.52
 36-46,0.81,0,0.81,2.42,36.26,0.81,0,409.28,0.81,8.06,14.5,108.77,4.03,0,2.42,2.42,8.06,3.22,4.83,0.81,6.45,258.62,2.42,4.03,85.4,2010.14,10.47,18.53,26.59,0,0.81,40.28,0,0,11.28,1.61,0,598.61,0,0.81,16.92,0,16.11
 48-58,0,0,0,0,39.02,0.57,0,606.51,0.57,7.46,23.53,204.85,4.02,2.3,5.74,3.44,6.31,5.74,8.03,2.3,9.18,358.63,3.44,10.9,61.97,1269.26,3.44,16.07,35,0,1.72,39.02,0.57,0,4.02,2.3,0,418.3,0,1.15,16.07,0.57,16.64
 60-70,0,0,0.98,0,39.26,0.98,0,765.59,5.89,11.78,22.58,196.3,10.8,0,5.89,2.94,1.96,8.83,8.83,0.98,7.85,417.15,0.98,12.76,26.5,744.98,2.94,17.67,19.63,0,2.94,50.06,0,0.98,5.89,0.98,0,159.01,0.98,6.87,9.82,2.94,20.61
 72-82,0,0,1.96,0,77.55,8.83,0,738.21,0.98,5.89,39.27,232.65,12.76,0,4.91,5.89,14.72,8.83,29.45,2.94,9.82,572.31,5.89,17.67,41.23,700.91,1.96,40.25,55.95,0,3.93,45.16,0.98,0,9.82,0.98,0,86.39,5.89,13.74,25.52,17.67,19.63
 84-94,0,0,8.5,0,94.52,8.5,0,510.84,1.06,12.74,22.3,145.5,25.49,0,5.31,9.56,21.24,20.18,20.18,5.31,20.18,384.46,5.31,22.3,40.36,364.28,3.19,15.93,56.29,0,4.25,125.32,1.06,0,12.74,2.12,0,46.73,16.99,10.62,22.3,14.87,14.87
 96-106,0,0,3.28,0,109.28,8.74,1.09,379.22,5.46,16.39,19.67,133.33,33.88,0,2.19,21.86,22.95,12.02,38.25,9.84,14.21,318.02,14.21,13.11,32.79,337.69,4.37,37.16,65.57,0,4.37,91.8,2.19,0,19.67,2.19,0,28.41,16.39,9.84,21.86,12.02,20.76
108-118,0,0,3.83,0,103.41,5.36,3.06,314.04,1.53,25.28,26.81,128.68,32.94,0,3.83,22.21,19.15,21.45,24.51,5.36,13.02,256.6,6.89,8.43,29.87,432,9.19,24.51,58.98,0,3.06,92.68,0,0,11.49,3.83,0,13.79,13.79,9.19,15.32,6.13,21.45
120,1.96,0,0,0,76.43,0,1.96,211.66,9.8,9.8,15.68,82.31,17.64,0,5.88,15.68,7.84,7.84,13.72,9.8,5.88,156.78,5.88,7.84,35.28,272.41,1.96,7.84,27.44,0,3.92,66.63,0,0,19.6,0,0,3.92,1.96,5.88,11.76,5.88,7.84
