stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,65.89,2319.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.6,0,0,0,0,0,0,0,0,0,0
  5-6,134.85,1740.82,0,6.13,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,49.04,6.13,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0
  7-9,7.89,13.14,0,13.14,0,0,0,28.92,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,220.81,7.89,0,0,136.69,0,0,2.63,0,0,0,0,0,0,0,0,0
 10-12,0,6.29,0,15.73,0,3.15,0,18.88,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,135.32,0,0,0,81.82,0,0,3.15,0,6.29,3.15,0,0,0,0,0,0
 14-21,0,0,0,2,18,4,0,3,0,2,0,1,0,0,0,0,1,0,0,1,0,8,0,0,4,24,0,0,1,2,0,0,0,5,0,2,4,0,0,0,0,1
 24-34,0,0,0,2.46,6.57,0.82,0,9.85,0,0,0,0.82,0.82,0,0,0,0,0,0.82,0.82,0,9.03,0.82,0,4.93,27.91,0,0.82,1.64,0.82,0,0,0,0,0,0.82,5.75,0,0,0.82,0,0
 36-46,0,0,0,0,2.42,0.81,0,3.22,0,0,0.81,0,0.81,0,0,2.42,0.81,0,0.81,0,0,5.64,0,0,4.83,9.67,0,1.61,0.81,0,0,2.42,0.81,0,0,0,0,0,0,1.61,0,0
 48-58,0,0,0,0,0.57,0.57,0,1.15,0,0,0.57,0.57,0,0,0,1.15,0,0,0,0,0,6.89,0,0,1.72,2.87,0,0.57,0,0,0,3.44,0.57,0,0,0,0,0,0,3.44,0,0
 60-70,0,0,0,0,3.93,0,0,0,0,0.98,0.98,1.96,0,0,0.98,4.91,0.98,0,0.98,0.98,0,10.8,0,0,2.94,3.93,0,0.98,0.98,0,0,5.89,0,0,0,0,0.98,0,0.98,0.98,0,0.98
 72-82,0,0,1.96,0,3.93,0,0,1.96,0,0,0.98,0.98,4.91,0,0.98,17.67,0.98,0,2.94,0,0,17.67,0,0,0,9.82,0,3.93,3.93,0,0.98,9.82,0,0,0.98,0,0.98,0,0.98,7.85,0,0
 84-94,0,0,0,0,7.43,0,0,3.19,0,0,0,4.25,5.31,0,1.06,21.24,3.19,0,4.25,0,0,10.62,1.06,0,1.06,5.31,0,5.31,1.06,0,0,28.68,0,0,2.12,0,0,1.06,1.06,8.5,0,0
 96-106,0,0,0,1.09,29.51,1.09,0,8.74,0,5.46,2.19,8.74,21.86,0,3.28,46.99,7.65,1.09,3.28,2.19,0,25.14,4.37,2.19,2.19,16.39,0,4.37,3.28,0,0,83.06,0,0,0,0,2.19,3.28,0,22.95,1.09,0
108-118,0,0,3.06,0,19.92,0.77,0.77,3.06,0.77,4.6,3.06,2.3,12.26,0,1.53,24.51,7.66,3.06,4.6,3.06,1.53,28.34,5.36,1.53,0.77,10.72,0.77,0.77,1.53,0,0,40.6,0,0,1.53,0,0,3.06,0.77,7.66,1.53,3.06
120,0,0,3.92,0,11.76,0,0,5.88,0,5.88,0,0,13.72,0,5.88,35.28,13.72,1.96,0,3.92,1.96,13.72,1.96,0,1.96,11.76,0,3.92,0,0,0,99.95,0,0,1.96,0,0,0,0,7.84,0,0
