stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,13.18,448.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,12.26,508.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.52,0,0,0,0,0,18.39,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,0,0,18.4,0,0,0,21.03,0,0,0,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0,165.61,7.89,0,0,63.09,0,0,2.63,0,0,0,0,0,0,0,0,0
 10-12,0,12.59,0,9.44,0,0,0,15.73,0,0,0,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,169.94,0,0,0,78.67,0,0,0,0,12.59,0,0,0,0,0,0,0
 14-21,0,0,1,3,19,9,0,17,0,0,0,2,3,0,0,0,1,0,0,0,0,20,0,0,13,236,2,1,1,4,0,2,0,36,3,2,35,62,0,3,0,0
 24-34,0.82,0,0,4.1,21.34,1.64,0,59.92,0,0.82,2.46,9.85,2.46,0,2.46,0,2.46,0.82,2.46,1.64,0,50.89,0,0,26.27,559.82,0.82,4.93,9.85,0,0,9.03,0,0,1.64,0,9.03,115.74,0,12.31,0,1.64
 36-46,0,0,0,0,8.86,0,0,74.12,0,0,1.61,17.72,0.81,0,0,1.61,0,0.81,0.81,2.42,0.81,41.89,0.81,1.61,13.7,327.91,0.81,3.22,0.81,0,0,8.06,0,0,3.22,0.81,0,60.43,0,4.83,0,1.61
 48-58,0,0,0.57,0,7.46,0,0,101.56,0,0.57,2.3,29.84,1.15,0,3.44,1.72,0.57,1.15,1.15,0.57,0.57,39.59,0,2.87,9.75,203.13,1.72,1.72,2.3,0,0,5.74,0,0,0,0,0,48.77,0,3.44,0,0.57
 60-70,0,0,0.98,0,5.89,0,0,72.63,0,0,0.98,15.7,0.98,0,0,2.94,0.98,0.98,0,0,0,35.33,0.98,2.94,2.94,142.32,0,3.93,0.98,0,0,11.78,0,0,0,0.98,0,12.76,1.96,6.87,0,2.94
 72-82,0,0,0.98,0,11.78,0.98,0,61.84,0,0,0,20.61,0.98,0,0.98,0,0.98,1.96,0.98,0,0,50.06,0,2.94,2.94,107.98,0,0,2.94,0,0,6.87,0,0,0.98,0,0,8.83,0,10.8,2.94,3.93
 84-94,0,0,0,0,7.43,0,0,32.92,0,5.31,1.06,16.99,1.06,0,0,5.31,1.06,1.06,1.06,2.12,1.06,28.68,1.06,4.25,2.12,50.98,2.12,0,3.19,0,0,15.93,0,0,0,0,0,7.43,2.12,5.31,1.06,1.06
 96-106,0,0,1.09,0,12.02,3.28,0,33.88,1.09,1.09,2.19,10.93,4.37,0,1.09,2.19,2.19,2.19,6.56,1.09,0,39.34,1.09,0,3.28,51.36,4.37,0,3.28,0,1.09,19.67,0,0,1.09,0,0,7.65,0,12.02,1.09,2.19
108-118,0,0,0.77,0,9.96,0,0.77,23.74,0,1.53,2.3,20.68,2.3,0,0.77,2.3,0.77,2.3,0.77,5.36,0,33.7,0,0.77,8.43,74.3,3.06,3.06,2.3,0,1.53,12.26,0,0,2.3,0.77,0,1.53,0.77,4.6,0.77,0.77
120,0,0,0,0,11.76,0,0,31.36,0,3.92,1.96,9.8,5.88,0,0,3.92,1.96,0,1.96,1.96,0,17.64,0,1.96,3.92,66.63,3.92,0,0,0,0,27.44,0,0,0,0,0,0,0,9.8,0,0
