stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,210.85,2912.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.78,0,0,0,0,0,0,0,0,0,0
  5-6,220.67,2703.17,0,0,0,0,0,0,0,0,0,0,0,24.52,0,0,0,0,0,0,0,0,0,0,0,36.78,0,0,0,24.52,0,55.17,0,0,0,0,0,0,0,0,0,0
  7-9,34.17,18.4,0,10.51,0,0,0,55.2,0,0,0,0,0,233.96,0,0,0,0,0,0,0,0,0,0,0,938.45,15.77,0,0,149.84,0,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,0,12.59,0,12.59,0,9.44,0,6.29,0,0,0,0,0,56.65,0,0,0,0,0,0,0,0,0,0,0,343.02,28.32,0,0,144.76,0,0,0,18.88,0,0,0,0,0,0,0,0
 14-21,0,0,0,2,191,12,0,33,0,4,0,11,1,0,1,0,7,0,0,0,1,50,1,0,37,593,66,1,7,8,0,81,29,6,1,63,143,0,0,5,0,3
 24-34,0,0,0,0.82,77.16,6.57,0,128.05,0.82,17.24,4.93,22.16,0,0.82,2.46,6.57,15.6,0.82,4.1,0,4.93,117.38,3.28,1.64,69.77,1171.36,28.73,9.85,11.49,0,0,177.3,1.64,3.28,3.28,25.45,294.69,0,0,24.63,0,9.03
 36-46,0,0,0,0,50.76,2.42,0,323.88,4.83,15.31,10.47,79.76,0,0,0.81,14.5,8.06,0.81,2.42,3.22,6.45,133.74,4.83,2.42,37.06,1386.56,20.95,10.47,9.67,0,0.81,186.11,0,1.61,5.64,1.61,319.85,0,0.81,12.09,0,8.86
 48-58,0,0,0.57,0,40.74,1.72,0,529.62,8.03,12.05,13.2,150.34,0,0.57,2.87,11.48,3.44,4.59,7.46,1.15,11.48,171.57,5.74,5.16,22.38,1046.62,18.94,4.59,9.18,0,0,129.68,0,1.15,5.16,0,211.73,0,0.57,7.46,0,6.89
 60-70,0,0,0,0,49.08,0,0,750.86,10.8,29.45,9.82,188.45,6.87,0,2.94,12.76,7.85,8.83,10.8,0.98,2.94,247.34,4.91,7.85,23.56,1269.11,18.65,1.96,8.83,0,0,108.95,0,1.96,10.8,0,132.51,0.98,2.94,7.85,2.94,7.85
 72-82,0,0,3.93,0,45.16,3.93,0,601.76,4.91,10.8,9.82,214,15.71,0,2.94,16.69,7.85,5.89,21.6,3.93,5.89,254.25,5.89,5.89,12.76,986.57,5.89,5.89,13.74,0,1.96,65.77,0,0.98,4.91,0,59.88,0.98,3.93,16.69,9.82,9.82
 84-94,1.06,0,2.12,0,75.4,6.37,0,460.92,3.19,32.92,10.62,155.06,26.55,0,2.12,37.17,12.74,5.31,26.55,6.37,7.43,215.59,3.19,7.43,18.05,443.93,15.93,3.19,20.18,0,0,177.36,0,4.25,10.62,0,29.74,9.56,4.25,10.62,2.12,6.37
 96-106,0,0,3.28,1.09,101.63,4.37,6.56,332.23,6.56,30.6,5.46,148.63,27.32,0,2.19,54.64,12.02,3.28,45.9,30.6,6.56,113.66,10.93,4.37,8.74,369.38,21.86,8.74,14.21,0,1.09,191.25,0,2.19,7.65,0,25.14,17.49,5.46,13.11,3.28,12.02
108-118,0,0,1.53,0,130.98,3.83,6.13,273.45,8.43,56.68,2.3,134.81,59.75,0,1.53,50.55,13.02,17.62,29.11,59.75,9.96,60.51,3.83,2.3,16.85,420.51,26.04,6.13,20.68,0,0.77,211.41,0,2.3,14.55,0,13.02,38.3,0.77,7.66,3.06,21.45
120,0,0,0,0,72.51,3.92,1.96,168.54,9.8,21.56,3.92,78.39,27.44,0,3.92,35.28,11.76,7.84,17.64,41.16,5.88,48.99,1.96,1.96,5.88,374.32,25.48,1.96,9.8,0,1.96,80.35,0,1.96,5.88,0,9.8,9.8,1.96,5.88,3.92,9.8
