stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,513.94,6351.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329.45,0,0,0,0,0,0,0,0,0,0,0
  5-6,968.48,5075.34,0,18.39,0,0,0,0,0,0,0,0,49.04,0,0,0,0,0,0,0,0,0,0,0,361.65,61.3,0,0,159.37,0,153.24,0,0,0,0,0,0,0,0,0,0,0
  7-9,312.82,81.49,0,212.93,0,0,0,289.16,0,0,0,0,139.32,0,0,0,0,0,0,0,0,0,0,0,2862.67,236.58,0,0,1847.99,0,49.95,23.66,0,0,0,0,0,0,0,0,0,0
 10-12,0,94.41,0,173.08,0,22.03,0,258.05,0,0,0,0,15.73,0,0,0,0,0,0,0,0,0,0,0,2580.51,34.62,0,0,1233.61,0,15.73,12.59,3.15,122.73,0,12.59,9.44,0,0,0,0,0
 14-21,0,1,0,18,228,46,0,145,1,0,24,7,1,1,2,7,1,2,0,0,103,0,0,122,1670,24,11,19,51,0,93,0,256,22,0,199,591,0,0,7,0,0
 24-34,0,0,0,5.75,81.26,28.73,0,337.37,2.46,0,44.33,4.93,1.64,2.46,6.57,1.64,3.28,4.1,2.46,0,255.29,2.46,2.46,114.1,2464.21,27.91,28.73,23.8,0,0,196.18,0,0.82,4.93,0.82,18.06,658.33,0,0,40.22,0,3.28
 36-46,0,0,0,1.61,41.89,17.72,0,741.22,0,0.81,53.17,2.42,1.61,1.61,7.25,0,4.83,0,0.81,0.81,223.98,3.22,7.25,73.32,1683.04,8.06,12.09,12.89,0,0,56.4,0,0,2.42,0,0,484.21,0,0,22.56,0,4.03
 48-58,0,0,0,0.57,55.66,27.54,0,964.57,1.15,1.72,52.79,1.72,0.57,5.74,7.46,0,5.16,2.87,1.15,0,241.57,2.3,17.79,57.38,887.68,5.16,7.46,8.61,0,0,25.82,0,0.57,1.15,0,0,183.04,0,0,21.23,0,4.02
 60-70,0.98,0,0,0,58.89,2.94,0,733.2,2.94,0,59.87,4.91,0,1.96,6.87,0,2.94,4.91,0.98,0,160.97,0,17.67,34.35,424.02,2.94,4.91,6.87,0,0,21.59,0,0,0,0.98,0,28.46,0.98,0,15.7,0,0.98
 72-82,0,0,0.98,0,52.03,5.89,0,425.06,0,0.98,60.86,7.85,0.98,3.93,10.8,2.94,2.94,0,1.96,0.98,160.01,0.98,7.85,34.36,294.5,0.98,7.85,7.85,0,0.98,8.83,0,0,1.96,0,0,17.67,1.96,0.98,20.61,0,0.98
 84-94,0,0,0,2.12,72.22,14.87,2.12,361.09,0,1.06,45.67,25.49,1.06,2.12,18.05,3.19,7.43,1.06,8.5,2.12,129.57,0,16.99,43.54,266.57,7.43,7.43,8.5,0,0,21.24,0,0,5.31,0,0,5.31,5.31,0,27.61,3.19,1.06
 96-106,0,0,0,0,61.2,9.84,2.19,289.6,1.09,0,37.16,25.14,0,7.65,22.95,4.37,3.28,2.19,0,0,88.52,0,6.56,18.58,201.08,4.37,9.84,12.02,0,0,24.04,0,0,4.37,0,0,4.37,3.28,1.09,16.39,3.28,0
108-118,0,0,0.77,0,32.17,24.51,2.3,241.28,1.53,0,44.43,6.13,0,0,19.15,5.36,5.36,0.77,3.83,0,55.15,0,6.13,27.57,265.79,4.6,8.43,6.13,0,0,17.62,0,0,3.83,0,0,4.6,2.3,0,15.32,0,1.53
120,0,0,1.96,0,25.48,39.2,1.96,211.66,0,0,39.2,5.88,0,0,11.76,0,3.92,1.96,1.96,0,47.03,0,1.96,11.76,225.38,5.88,3.92,5.88,0,0,9.8,0,0,0,0,0,5.88,1.96,0,17.64,0,0
