stage,axial,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,vasculature,xanthophores
 14-21,1,1,4,60,8,23,0,0,17,2,245,1,0,2,0,2,0,21,0,0,14,304,12,0,7,4,8,1,43,1,7,54,83,2,0
 24-34,0,0,2.46,52.53,5.75,81.26,4.1,2.46,16.42,0.82,75.52,3.28,3.28,4.93,3.28,4.1,1.64,74.7,0.82,0.82,32.83,856.97,10.67,11.49,12.31,0,54.18,0,0,3.28,3.28,19.7,163.35,31.19,4.93
 36-46,0,0,0.81,9.67,0,23.36,0,0,4.83,0,24.98,0.81,0.81,1.61,0,1.61,0,11.28,0,0,8.06,123.27,4.03,0.81,0,0,8.06,0,0,0.81,0,0.81,31.42,3.22,1.61
 48-58,0,0,0.57,2.87,0,11.48,0.57,0,2.3,0,45.9,0.57,0,0.57,0,0,0,4.02,0,0.57,0.57,43.04,0,0.57,0.57,0,5.16,0,0,0,0,0,5.16,0.57,2.3
 60-70,0,0,0.98,0.98,0.98,5.89,0,0,0,0,17.67,0,0,0,0,0,0,2.94,0,0,0,9.82,0,0,0.98,0,0.98,0,0,0,0,0,0,0.98,2.94
 72-82,0,0,1.96,0.98,0,0.98,0,0,0,0,6.87,0,0,0,0,0,0,1.96,0,0,0,0.98,0,0,0,0,0.98,0,0,0,0,0,0,0,0
 84-94,0,0,0,0,0,0,0,0,0,0,7.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06
 96-106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108-118,0,0,2.3,0.77,0.77,0.77,0,0,0,0,0,0.77,0.77,0,0,0,0,0.77,0,0,0,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0
