stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,92.25,3399.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.42,0,0,0,0,0,0,0,0,0,0,0
  5-6,42.91,809.11,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,10.51,10.51,0,23.66,0,0,52.57,0,0,0,0,0,18.4,0,0,0,0,0,0,0,0,0,0,0,389.05,5.26,0,0,160.35,0,0,7.89,0,0,0,0,0,0,0,0,0,0
 10-12,0,28.32,0,22.03,0,0,91.26,0,0,0,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,563.31,18.88,0,0,198.26,0,0,3.15,0,28.32,0,0,0,0,0,0,0,0
 14-21,0,0,0,7,77,25,26,0,0,0,11,7,0,1,0,5,0,0,0,0,39,0,0,31,468,11,2,5,11,0,4,0,55,5,0,56,166,0,0,1,0,0
 24-34,0,0,0.82,0,28.73,3.28,86.19,0,4.1,3.28,9.03,0,0,1.64,0.82,4.1,0,1.64,1.64,0.82,64.85,0,0,35.3,632.88,0.82,18.88,4.93,0,0,2.46,0,0,5.75,0,7.39,106.71,0,0,13.13,0,0
 36-46,0,0,0,0,16.92,1.61,224.78,0,0,2.42,17.72,0,0,0.81,3.22,1.61,0.81,0,0,2.42,59.62,0,0,18.53,615.53,0,13.7,1.61,0,0,2.42,0,0,1.61,0,0,144.21,0,0,8.86,0,0.81
 48-58,0,0,0,0,9.75,0.57,329.36,0.57,2.3,2.3,25.25,0.57,0,0.57,1.72,1.15,1.72,0,0,2.3,61.97,0,2.87,14.35,435.52,1.15,8.61,3.44,0,0,4.02,0,0,0.57,0,0,70.58,0,0,6.31,0,4.02
 60-70,0,0,0.98,0,6.87,0.98,427.94,0.98,1.96,4.91,27.48,3.93,0,0,0.98,0,0.98,2.94,0,0,67.73,0.98,0.98,5.89,474.08,0,4.91,1.96,0,2.94,2.94,0,0,0,0,0,42.21,0,0,2.94,0,0.98
 72-82,0,0,4.91,0,12.76,0.98,388.74,0,0,0,50.06,5.89,0,4.91,1.96,0.98,0.98,0,0.98,0,85.4,0.98,2.94,17.67,370.09,0.98,9.82,2.94,0,0.98,0.98,0,0,0,0,0,13.74,1.96,4.91,12.76,5.89,1.96
 84-94,0,0,4.25,0,24.43,3.19,221.97,0,6.37,2.12,19.12,3.19,0,1.06,4.25,2.12,2.12,2.12,0,1.06,55.23,0,3.19,8.5,170.99,1.06,4.25,1.06,0,2.12,9.56,0,0,3.19,1.06,0,10.62,4.25,1.06,10.62,1.06,2.12
 96-106,0,0,2.19,0,19.67,3.28,157.37,0,2.19,4.37,38.25,2.19,0,3.28,5.46,2.19,1.09,1.09,2.19,1.09,44.81,1.09,2.19,9.84,165.02,0,13.11,4.37,0,3.28,5.46,0,0,0,0,0,3.28,2.19,0,16.39,4.37,1.09
108-118,0,0,0.77,0,19.92,4.6,156.26,2.3,1.53,2.3,13.79,3.06,0,0,4.6,3.06,2.3,0.77,2.3,0,41.36,0,0.77,4.6,192.26,0,6.13,0.77,0,2.3,2.3,0,0,0,0,0,4.6,0.77,1.53,10.72,3.06,0.77
120,0,0,0,0,15.68,5.88,82.31,0,3.92,0,19.6,1.96,0,3.92,3.92,0,1.96,1.96,0,0,21.56,0,0,5.88,139.14,0,5.88,1.96,0,0,9.8,0,0,1.96,0,0,7.84,0,0,7.84,0,0
