stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,39.53,764.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.71,0,0,0,0,0,0,0,0,0,0
  5-6,6.13,202.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0
  7-9,7.89,2.63,0,10.51,0,0,0,7.89,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,78.86,10.51,0,0,21.03,0,7.89,0,0,0,0,0,0,0,0,0,0
 10-12,0,15.73,0,28.32,0,0,0,18.88,0,0,0,0,0,37.76,0,0,0,0,0,3.15,0,0,0,0,0,333.58,28.32,0,0,113.29,0,0,3.15,25.18,0,0,3.15,0,0,0,0,0
 14-21,0,1,0,9,121,38,0,19,0,1,0,5,6,5,3,3,9,0,0,0,3,46,0,0,23,185,9,1,5,1,0,35,35,7,3,36,52,0,0,12,0,2
 24-34,0,0,0,4.93,34.48,4.1,0,27.91,0,5.75,2.46,4.1,0.82,0.82,4.1,2.46,4.93,1.64,2.46,1.64,3.28,62.39,0.82,0.82,24.63,264.32,8.21,3.28,8.21,0,0,66.49,0,3.28,0,12.31,44.33,0,0,27.09,0,2.46
 36-46,0,0,0,0,15.31,0.81,0,29.81,0,3.22,1.61,16.92,0,0.81,0.81,5.64,0,1.61,5.64,0.81,2.42,47.53,1.61,0,16.92,143.41,4.03,0.81,2.42,0,0.81,53.98,0,0,0,0,58.81,0,0,16.11,0,5.64
 48-58,0,0,0,0,10.9,1.15,0,35,0.57,5.16,6.31,21.8,1.15,0.57,3.44,5.16,0,4.02,3.44,0,3.44,75.17,1.72,2.87,16.07,59.1,1.72,0,3.44,0,0,39.02,0,2.87,0.57,0,28.12,0,0.57,15.49,0,4.59
 60-70,0,0,0,0,15.7,0.98,0,28.46,0.98,4.91,3.93,21.59,0.98,0,2.94,2.94,2.94,5.89,0.98,1.96,2.94,99.13,0,0.98,5.89,49.08,0,0,7.85,0,1.96,41.22,0,0.98,0.98,0,7.85,0,0,11.78,0,3.93
 72-82,0,0,1.96,0.98,14.72,9.82,0,31.41,2.94,3.93,5.89,32.39,7.85,0,1.96,10.8,3.93,5.89,0.98,0,2.94,144.3,0.98,10.8,11.78,34.36,0.98,0.98,4.91,0,0.98,34.36,0,2.94,0,0,5.89,1.96,3.93,17.67,2.94,4.91
 84-94,0,0,3.19,0,37.17,6.37,2.12,32.92,2.12,8.5,6.37,25.49,13.81,3.19,4.25,20.18,9.56,10.62,3.19,3.19,9.56,82.84,7.43,7.43,14.87,23.36,0,2.12,7.43,0,2.12,112.58,0,7.43,0,0,4.25,3.19,3.19,21.24,4.25,2.12
 96-106,0,0,1.09,0,39.34,10.93,3.28,27.32,1.09,9.84,3.28,34.97,6.56,0,3.28,18.58,13.11,7.65,2.19,1.09,4.37,81.96,5.46,2.19,4.37,28.41,1.09,7.65,7.65,0,7.65,127.86,0,4.37,0,0,3.28,3.28,2.19,17.49,4.37,6.56
108-118,0,0,0,1.53,35.23,7.66,12.26,23.74,3.06,11.49,6.89,26.04,14.55,0,1.53,14.55,13.02,21.45,5.36,8.43,7.66,87.32,4.6,4.6,4.6,24.51,5.36,3.83,6.13,0,2.3,69.7,0,2.3,0.77,0,1.53,3.83,0.77,11.49,3.06,9.19
120,0,0,3.92,0,39.2,3.92,3.92,21.56,3.92,7.84,5.88,15.68,15.68,1.96,0,29.4,7.84,11.76,3.92,3.92,3.92,74.47,1.96,3.92,5.88,33.32,5.88,5.88,5.88,0,1.96,43.12,0,1.96,0,0,3.92,5.88,0,11.76,1.96,0
