stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,13.18,790.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.36,0,0,0,0,0,0,0,0,0,0,0
  5-6,18.39,502.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.65,6.13,0,0,12.26,0,12.26,0,0,0,0,0,0,0,0,0,0,0
  7-9,42.06,21.03,0,42.06,0,0,0,63.09,0,0,0,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0,381.16,76.23,0,0,286.53,0,0,2.63,0,2.63,0,0,0,0,0,0,0,0
 10-12,3.15,18.88,0,75.53,0,3.15,0,56.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339.87,81.82,0,0,330.43,0,3.15,0,3.15,22.03,0,3.15,6.29,0,0,0,0,0
 14-21,0,0,0,7,37,22,0,25,0,0,0,19,21,0,6,0,1,0,0,0,0,37,0,0,27,242,98,0,4,56,0,8,0,135,8,36,129,240,0,0,2,0,0
 24-34,0,0,0.82,6.57,33.66,1.64,0,47.61,0,2.46,5.75,58.28,4.93,0,4.1,0,0.82,0,1.64,0,0,94.4,0,0,34.48,609.9,18.06,3.28,12.31,0,0,9.03,0,0.82,1.64,8.21,64.85,369.39,0,0,10.67,0,0.82
 36-46,0,0,0.81,0.81,13.7,0.81,0,25.78,2.42,4.83,8.86,74.93,1.61,0,4.03,0,0,2.42,0,0.81,0,103.13,0.81,4.03,25.78,692.07,15.31,2.42,3.22,0,0,6.45,0,0,0.81,1.61,0.81,344.83,0,0.81,4.03,0,0
 48-58,0,0,0,0,12.05,0.57,0,111.32,2.87,0.57,5.74,83.78,2.3,0,2.87,0,0,5.16,1.15,0.57,0,180.17,0.57,5.16,24.1,604.22,11.48,1.15,5.74,0,0,4.02,0,0,2.3,0.57,0,270.26,0,0.57,3.44,0,0.57
 60-70,0,0,0,0,9.82,0,0,249.31,2.94,2.94,4.91,78.52,0.98,0,0.98,2.94,0,14.72,1.96,0,0,196.3,0.98,7.85,17.67,422.05,15.7,3.93,8.83,0,0.98,5.89,0,0,3.93,2.94,0,173.73,0.98,1.96,3.93,0,0.98
 72-82,0,0,0.98,0,17.67,2.94,0,273.88,4.91,1.96,4.91,88.35,3.93,0,0,2.94,0.98,10.8,2.94,1.96,0.98,266.03,0,6.87,14.72,376.96,11.78,0,9.82,0,1.96,2.94,0,0,3.93,1.96,0,69.7,0.98,6.87,6.87,4.91,0.98
 84-94,0,0,4.25,0,13.81,4.25,0,196.48,4.25,8.5,3.19,49.92,4.25,0,2.12,2.12,1.06,11.68,3.19,1.06,1.06,167.8,1.06,6.37,12.74,161.43,22.3,4.25,12.74,0,0,9.56,0,0,6.37,3.19,0,58.41,1.06,5.31,6.37,6.37,2.12
 96-106,0,0,1.09,0,14.21,3.28,0,122.4,4.37,1.09,4.37,50.27,4.37,0,3.28,2.19,1.09,24.04,2.19,1.09,1.09,114.75,0,6.56,17.49,147.53,14.21,1.09,27.32,0,6.56,7.65,0,0,3.28,0,0,32.79,1.09,2.19,4.37,6.56,1.09
108-118,0,0,1.53,0,8.43,2.3,0.77,68.94,5.36,3.83,3.83,34.47,3.83,0,3.06,0.77,0.77,17.62,4.6,0,2.3,88.85,0,6.89,9.19,147.83,18.38,3.06,16.09,0,2.3,3.83,0,0,6.13,3.06,0,25.28,1.53,3.06,3.83,4.6,2.3
120,0,0,0,0,11.76,0,0,76.43,5.88,5.88,0,31.36,3.92,0,1.96,5.88,1.96,17.64,3.92,0,0,86.23,0,1.96,17.64,180.3,39.2,0,17.64,0,1.96,1.96,1.96,0,3.92,1.96,0,3.92,0,0,7.84,0,0
