stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,13.18,250.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.36,0,0,0,0,0,0,0,0,0,0
  5-6,0,73.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,2.63,0,0,0,0,0,0,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,36.8,7.89,0,0,15.77,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,3.15,0,3.15,0,3.15,0,9.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.03,0,0,0,18.88,0,0,0,6.29,0,0,0,0,0,0,0,0
 14-21,0,0,0,1,10,4,0,6,0,0,0,1,0,0,0,0,3,0,0,2,1,2,0,0,10,34,5,0,0,0,0,2,6,0,1,8,16,0,0,1,0,0
 24-34,0,0,0,0,5.75,0.82,0,13.95,0,2.46,0.82,2.46,0.82,0,3.28,5.75,9.85,0,0,0,4.93,10.67,2.46,0,4.93,99.32,0,0.82,2.46,0,0,8.21,0,4.93,0,2.46,22.98,0,0,7.39,0,4.1
 36-46,0,0,0,0,1.61,0,0,20.14,0.81,0,0.81,3.22,0,0,0,1.61,1.61,0.81,0,0,5.64,11.28,0.81,0,4.83,115.21,0,1.61,0.81,0,0,4.03,0,4.03,0,0,27.39,0,0,2.42,0,5.64
 48-58,0,0,0,0,2.3,0,0,43.04,0.57,1.15,1.15,10.9,0,0,1.15,2.3,0,1.15,0.57,0,1.72,20.66,0,0.57,2.87,102.71,0,1.15,0,0,0,0,0,0,0,0,22.95,0,0,3.44,0,7.46
 60-70,0,0,0,0,1.96,0.98,0,62.82,2.94,0,1.96,13.74,1.96,0,0,0.98,0.98,2.94,0,0,0.98,20.61,0.98,0.98,4.91,104.04,0,0,1.96,0,0,7.85,0,1.96,0,0,15.7,0,0,1.96,0,9.82
 72-82,0,0,0,0,1.96,3.93,0,79.51,0,0,1.96,21.6,0.98,0,0,6.87,4.91,2.94,1.96,0.98,1.96,52.03,0,0.98,4.91,102.09,0,3.93,1.96,0,0,7.85,0,3.93,0,0,11.78,0,0.98,10.8,1.96,5.89
 84-94,0,0,1.06,0,13.81,0,0,45.67,0,2.12,1.06,21.24,6.37,0,1.06,7.43,5.31,2.12,0,1.06,2.12,25.49,1.06,1.06,2.12,41.42,0,3.19,4.25,0,1.06,16.99,0,2.12,0,0,9.56,0,0,5.31,0,1.06
 96-106,0,0,1.09,0,5.46,1.09,1.09,32.79,0,2.19,0,15.3,5.46,0,0,12.02,2.19,3.28,1.09,0,1.09,20.76,1.09,0,2.19,54.64,2.19,1.09,2.19,0,1.09,14.21,0,1.09,0,0,4.37,0,0,4.37,3.28,3.28
108-118,0,0,0,0.77,4.6,2.3,0.77,35.23,0,3.06,0,14.55,8.43,0,0,3.83,3.06,11.49,0.77,1.53,1.53,20.68,0.77,1.53,5.36,48.26,0,2.3,0.77,0,0,12.26,0,3.06,0,0,0.77,1.53,0.77,7.66,0.77,6.13
120,0,0,1.96,0,5.88,1.96,0,11.76,0,1.96,1.96,17.64,9.8,0,0,21.56,1.96,7.84,1.96,1.96,3.92,17.64,1.96,0,1.96,64.67,1.96,0,3.92,0,0,7.84,0,3.92,0,0,1.96,1.96,0,9.8,3.92,1.96
