stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,39.53,1186.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,0,0,0,0,0,0,0,0,0,0
  5-6,91.94,760.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.52,0,0,0,12.26,0,18.39,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,2.63,0,0,0,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,68.35,2.63,0,0,21.03,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,3.15,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.76,0,0,0,15.73,0,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,1,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,1,0,3,56,1,0,4,0,0,0,1,4,0,1,8,72,0,0,0,0,0
 24-34,0,0,1.64,0.82,2.46,0,0.82,0,0.82,0,11.49,0,0,0,0.82,25.45,0,0.82,0,0,11.49,0.82,0,4.93,247.9,0,1.64,0.82,0,0,1.64,0,0.82,1.64,0,1.64,229.84,0,0,0,0,0
 36-46,0,0,1.61,0,2.42,0,4.83,0,0,0,16.92,0,0,1.61,0.81,17.72,0,0,0,0.81,18.53,0.81,2.42,3.22,462.45,0,0.81,0.81,0,0,0,0,0,4.83,0,0,247.34,0,0,0,0,0
 48-58,0,0,0.57,0,4.02,0,42.46,0,0.57,0,33.85,0,0,0.57,4.59,13.77,0.57,0,0,0,59.1,1.72,1.72,1.72,681.68,0.57,1.72,0,0,0,1.72,0,0,5.74,0,0,206.57,0,0,0,0,0.57
 60-70,0,0,0.98,0,6.87,0,99.13,0,1.96,0,66.74,0,0.98,0,6.87,11.78,1.96,0,0,0,95.21,1.96,1.96,1.96,1251.44,0,0,0.98,0,1.96,1.96,0,0,2.94,0,0,235.57,0,0,0.98,0.98,0.98
 72-82,0,0,2.94,0,6.87,0,169.83,0,0.98,1.96,96.2,0,0,0,9.82,19.63,0,0,0,0,162.96,0,7.85,0,1139.71,0,0.98,0.98,0,1.96,2.94,0,0,7.85,0,0,123.69,0,2.94,0,6.87,0
 84-94,0,0,1.06,0,18.05,1.06,134.88,2.12,1.06,1.06,62.66,3.19,0,1.06,10.62,39.3,1.06,0,0,1.06,131.69,1.06,3.19,1.06,594.74,0,6.37,1.06,0,2.12,4.25,0,0,11.68,0,0,90.27,0,4.25,0,14.87,0
 96-106,0,0,3.28,0,30.6,2.19,108.19,0,1.09,0,69.94,2.19,0,1.09,13.11,56.83,0,0,1.09,0,158.46,1.09,6.56,2.19,566.09,1.09,10.93,2.19,0,4.37,5.46,0,0,16.39,0,0,55.74,0,3.28,1.09,9.84,2.19
108-118,0,0,0.77,0,10.72,1.53,81.19,0.77,0,0,71.23,0.77,0,0,11.49,72,0.77,0,0,0,134.81,4.6,3.83,0.77,540.77,0.77,10.72,0,0,3.83,1.53,0,0,6.89,0,0,26.81,0.77,4.6,3.83,6.89,0.77
120,0,0,3.92,0,21.56,0,68.59,0,1.96,1.96,62.71,0,0,0,7.84,39.2,0,0,0,0,172.46,0,1.96,0,591.86,0,1.96,1.96,0,1.96,1.96,0,0,11.76,0,0,37.24,1.96,3.92,3.92,13.72,1.96
