stage,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  5-6,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,15.77,28.92,0,0,13.14,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,34.62,0,28.32,0,0,0,3.15,0,0,0,0,0,6.29,0,0,0,0,0,3.15,0,0,0,0,0,557.01,119.58,0,0,657.72,0,0,0,18.88,28.32,0,12.59,0,0,0,0,0,0
 14-21,1,0,3,21,8,0,28,0,0,0,6,2,1,0,7,1,0,0,0,0,15,0,0,15,958,85,3,1,66,0,0,0,474,4,16,309,291,0,0,0,0,0
 24-34,0,0.82,4.1,8.21,0,0,116.56,0,0,0.82,12.31,0.82,0,0,35.3,1.64,0,1.64,0.82,0,9.03,0.82,0.82,14.78,2213.85,10.67,7.39,1.64,0,0.82,4.1,0,0.82,0.82,2.46,72.24,485.13,0,0,2.46,0,0
 36-46,0,0.81,0,2.42,0,0,539.8,0,0,1.61,74.93,0,0,0,41.09,0.81,2.42,0,1.61,0,22.56,0,0,8.06,3580.39,1.61,7.25,1.61,0,0,2.42,0,0,0.81,0.81,0,742.83,0,0.81,1.61,0,0.81
 48-58,0,0,0,9.18,1.72,0,924.4,0.57,1.15,0.57,177.31,0,0,0.57,39.02,0,1.15,1.15,0.57,0.57,42.46,1.15,1.72,10.33,3567.34,1.72,6.89,3.44,0,0,2.87,0,0,0,1.15,0,707.5,0,0.57,2.87,0,2.87
 60-70,0,0,0,7.85,0.98,0,1319.17,5.89,0,2.94,169.8,1.96,0,0,52.02,0.98,0.98,0,0,0.98,42.21,0,3.93,9.82,4616.1,0,10.8,5.89,0,0,0.98,0,0,3.93,1.96,0,497.63,0,1.96,2.94,0.98,4.91
 72-82,0,4.91,0,35.34,10.8,0,1363.53,6.87,4.91,2.94,187.5,3.93,0,2.94,74.61,0.98,2.94,0.98,1.96,0.98,121.73,2.94,3.93,16.69,4553.93,0.98,12.76,13.74,0,0,8.83,0,0,1.96,0,0,310.21,1.96,2.94,8.83,8.83,8.83
 84-94,0,5.31,0,47.79,9.56,0,833.7,7.43,5.31,3.19,147.62,2.12,0,1.06,101.96,5.31,6.37,2.12,0,1.06,86.03,0,7.43,9.56,2501.1,2.12,10.62,11.68,0,0,10.62,0,0,12.74,1.06,0,209.22,2.12,5.31,6.37,5.31,1.06
 96-106,0,1.09,1.09,45.9,13.11,2.19,678.66,10.93,4.37,1.09,142.07,6.56,0,3.28,100.54,1.09,1.09,1.09,2.19,1.09,84.15,0,3.28,14.21,2186.79,0,21.86,13.11,0,4.37,19.67,1.09,0,9.84,0,0,83.06,1.09,1.09,14.21,4.37,2.19
108-118,0,2.3,2.3,28.34,6.89,0,517.79,9.19,2.3,1.53,108.77,5.36,0,0,81.19,3.83,3.06,1.53,3.83,0,43.66,0,1.53,13.02,2716.87,0.77,9.96,13.79,0,1.53,6.13,0,0,3.06,0.77,0,62.04,3.06,1.53,6.13,2.3,0.77
120,0,0,0,43.12,5.88,0,346.88,9.8,5.88,5.88,84.27,5.88,0,0,94.07,3.92,0,1.96,17.64,0,39.2,0,1.96,5.88,2614.35,3.92,7.84,1.96,0,1.96,5.88,0,0,5.88,0,0,72.51,0,0,9.8,1.96,0
