stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,606.18,6694.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421.69,0,0,0,0,0,0,0,0,0,0,0
  5-6,876.54,8103.38,0,18.39,0,0,0,0,0,0,0,0,18.39,0,0,0,0,0,0,0,0,0,0,0,263.57,30.65,0,0,91.94,0,202.28,0,0,0,0,0,0,0,0,0,0,0
  7-9,157.72,123.55,0,344.36,0,0,0,320.7,0,0,0,0,378.53,0,0,0,0,0,0,0,0,0,0,0,4232.23,118.29,0,0,1950.51,0,15.77,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,0,72.38,0,100.7,0,6.29,0,229.73,0,0,0,0,110.14,0,0,0,0,0,3.15,0,0,0,0,0,1922.8,56.65,0,0,1132.91,0,3.15,3.15,3.15,88.12,0,0,9.44,0,0,0,0,0
 14-21,1,0,0,22,142,56,0,114,0,0,26,9,4,0,0,6,0,0,0,0,64,0,0,57,1236,41,3,13,57,0,106,0,186,7,0,95,367,0,0,3,0,0
 24-34,0,0,0,4.1,54.18,8.21,0,486.77,1.64,1.64,29.55,0.82,0,4.93,4.1,4.1,1.64,3.28,4.93,0,155.96,0.82,0.82,59.1,1735.29,11.49,7.39,15.6,0.82,0,76.34,0,0,3.28,0,12.31,314.39,0,0,21.34,0,2.46
 36-46,0,0,0,0.81,25.78,2.42,0,883.82,5.64,0.81,30.62,4.83,0,1.61,8.06,0.81,0.81,0,0.81,0,182.89,0,10.47,45.12,1162.58,7.25,9.67,9.67,0,0,44.31,0,2.42,1.61,0,0,249.76,0,0,12.89,0,2.42
 48-58,0,0,0,0.57,33.85,3.44,0,662.17,1.72,0.57,36.15,4.02,0,1.72,8.61,2.3,2.87,2.3,3.44,0.57,165.83,0,12.05,38.44,418.88,4.02,2.87,7.46,0,0.57,20.66,0,0,1.15,1.15,0,72.87,0,0,10.33,0,0
 60-70,0.98,0,0,0,41.22,3.93,0,344.51,3.93,1.96,46.13,13.74,0,0,7.85,0,3.93,0.98,3.93,0,83.43,0.98,8.83,14.72,234.58,2.94,2.94,0,0,0.98,11.78,0,0,4.91,0,0,14.72,0,0,4.91,0,0
 72-82,0,0,0.98,0,31.41,2.94,0,153.14,0,2.94,52.03,15.71,0,0.98,5.89,3.93,0.98,0.98,5.89,0.98,121.73,2.94,3.93,23.56,174.74,1.96,3.93,5.89,0,0.98,12.76,0,0,1.96,0,0,5.89,0.98,0,16.69,0,0
 84-94,0,0,1.06,0,37.17,6.37,1.06,131.69,1.06,3.19,35.05,21.24,0,0,13.81,4.25,1.06,2.12,4.25,1.06,81.78,0,6.37,20.18,157.18,4.25,5.31,5.31,0,0,14.87,0,0,5.31,0,0,3.19,4.25,0,16.99,0,0
 96-106,0,0,0,0,32.79,6.56,2.19,96.17,0,1.09,28.41,16.39,0,0,12.02,1.09,0,2.19,4.37,2.19,42.62,1.09,3.28,7.65,123.49,0,4.37,3.28,0,0,8.74,0,0,7.65,0,0,1.09,2.19,1.09,18.58,0,0
108-118,0,0,0,0.77,16.09,9.19,3.83,85.02,0.77,0.77,30.64,6.89,0,0,11.49,0,2.3,0.77,8.43,0.77,42.89,1.53,2.3,13.02,175.41,1.53,2.3,3.83,0,0,10.72,0,0,5.36,0,0,3.83,3.83,0,13.79,1.53,0
120,0,0,0,0,15.68,7.84,0,94.07,0,0,47.03,1.96,0,0,15.68,0,1.96,1.96,5.88,0,39.2,0,0,9.8,146.98,3.92,0,3.92,0,0,1.96,0,0,0,0,0,0,0,0,7.84,0,0
