stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,26.36,276.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.36,0,0,0,0,0,0,0,0,0,0,0
  5-6,6.13,165.5,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,2.63,0,13.14,0,0,0,15.77,0,0,0,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0,139.32,5.26,0,0,65.72,0,2.63,5.26,0,0,0,0,0,0,0,0,0,0
 10-12,0,3.15,0,3.15,0,0,0,18.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201.41,9.44,0,0,81.82,0,0,3.15,3.15,3.15,0,0,0,0,0,0,0,0
 14-21,0,0,1,5,27,10,0,13,0,0,0,10,0,0,2,0,4,0,0,0,2,12,0,0,9,159,4,2,3,8,0,12,0,22,2,2,37,122,0,0,0,0,0
 24-34,0,0,0,0,6.57,3.28,0,27.91,0,1.64,0,9.85,0,0,1.64,0,6.57,0,0.82,0,1.64,27.91,0,0,9.85,209.32,4.1,5.75,3.28,0,0,13.95,0,0,0.82,0.82,7.39,133.8,0,0,4.93,0,1.64
 36-46,0,0,1.61,0,4.03,0,0,29.81,0,0,1.61,29.81,0,0,2.42,0.81,4.83,0,0,0,0,31.42,0.81,0,15.31,214.31,0,8.86,1.61,0,0,6.45,0.81,0,0.81,0.81,0,116.02,0,0,9.67,0,1.61
 48-58,0,0,0,0.57,4.02,2.3,0,55.66,3.44,2.3,5.16,33.85,1.15,1.72,1.15,0,1.72,0.57,0.57,0,0.57,60.82,0,2.3,15.49,180.17,1.15,9.18,2.3,0,1.72,16.64,0,0,1.15,2.3,0,94.68,0,0,5.74,0,2.87
 60-70,0,0,0,0,16.69,3.93,0,66.74,2.94,2.94,6.87,34.35,0,0,1.96,0,2.94,4.91,0,0,0,67.73,0.98,1.96,13.74,159.01,0,7.85,3.93,0,1.96,20.61,0,0,0,2.94,0,47.11,0,0.98,3.93,0,0
 72-82,0,0,5.89,1.96,8.83,31.41,0,89.33,2.94,3.93,9.82,42.21,2.94,0,0,3.93,12.76,1.96,1.96,0,0.98,117.8,0.98,3.93,13.74,205.17,1.96,27.49,5.89,0,1.96,35.34,0,0,3.93,0.98,0,42.21,0,2.94,20.61,1.96,0.98
 84-94,1.06,0,2.12,3.19,19.12,29.74,0,73.28,3.19,2.12,6.37,33.99,8.5,2.12,0,5.31,15.93,7.43,4.25,2.12,2.12,53.1,2.12,1.06,6.37,99.83,1.06,14.87,10.62,0,1.06,76.47,0,0,2.12,4.25,0,30.8,1.06,0,21.24,0,2.12
 96-106,0,0,6.56,1.09,18.58,28.41,2.19,59.01,4.37,4.37,4.37,24.04,4.37,0,1.09,3.28,25.14,4.37,3.28,0,2.19,51.36,5.46,1.09,6.56,104.91,0,32.79,12.02,0,1.09,84.15,1.09,0,1.09,4.37,0,30.6,3.28,3.28,18.58,1.09,6.56
108-118,0,0,3.06,6.13,22.21,13.02,14.55,43.66,3.06,5.36,6.89,18.38,7.66,0,0,3.06,13.02,13.02,1.53,0,2.3,39.06,2.3,2.3,10.72,98.81,1.53,22.21,6.89,0,0.77,62.04,0.77,0,2.3,3.83,0,20.68,3.83,1.53,6.13,1.53,2.3
120,0,0,0,1.96,31.36,9.8,3.92,27.44,9.8,3.92,3.92,23.52,13.72,0,0,7.84,7.84,5.88,1.96,0,1.96,27.44,1.96,1.96,3.92,113.67,0,15.68,5.88,0,0,56.83,0,0,0,3.92,0,19.6,1.96,0,5.88,5.88,5.88
