stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,263.56,4744.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.25,0,0,0,0,0,0,0,0,0,0,0
  5-6,337.13,4266.23,0,6.13,0,0,0,0,0,0,0,0,24.52,0,0,0,0,0,0,0,0,0,0,0,73.56,12.26,0,0,30.65,0,79.69,0,0,0,0,0,0,0,0,0,0,0
  7-9,47.32,36.8,0,70.98,0,0,155.09,0,0,0,0,0,57.83,0,0,0,0,0,0,0,0,0,0,0,1553.57,63.09,0,0,557.29,0,2.63,7.89,0,0,0,0,0,0,0,0,0,0
 10-12,0,22.03,0,59.79,0,6.29,75.53,0,0,0,0,0,15.73,0,0,0,0,0,0,0,0,0,0,0,931.5,37.76,0,0,295.82,0,0,9.44,3.15,28.32,0,6.29,3.15,0,0,0,0,0
 14-21,1,0,0,2,39,6,21,0,0,0,7,2,0,1,0,2,0,0,0,0,21,0,0,19,329,7,4,3,8,0,3,0,30,1,3,34,109,0,0,4,0,0
 24-34,0,0,3.28,0.82,13.95,0.82,74.7,0,0.82,0.82,12.31,0.82,0,0.82,0,2.46,0,2.46,1.64,0,44.33,0,0.82,25.45,614,6.57,4.93,4.93,0,0,13.95,0.82,0,1.64,0,5.75,132.98,0,0,9.85,0,0.82
 36-46,0,0,0,0,7.25,0.81,106.35,1.61,0,2.42,15.31,0.81,0,0,0,1.61,0,2.42,0,0,55.59,2.42,0.81,15.31,602.64,3.22,3.22,2.42,0,0,15.31,0,0,0.81,0,0,110.38,0,0,7.25,0,0.81
 48-58,0,0,0,0,6.89,0.57,165.26,0,1.15,2.3,23.53,0,0,1.15,0.57,0.57,0,1.15,0.57,0.57,62.54,1.15,1.72,9.75,441.83,1.72,4.02,2.3,0,1.15,5.16,0,0,0.57,1.15,0,82.05,0,1.72,5.74,0,1.15
 60-70,0,0,0,0,7.85,1.96,204.16,0,0,3.93,38.28,0,0.98,0,0,0.98,1.96,2.94,0,0.98,70.67,0.98,1.96,11.78,431.87,0.98,2.94,0.98,0,0.98,10.8,0,0,0.98,0,0,53.98,0,0.98,1.96,0.98,1.96
 72-82,0,0,1.96,0,15.71,2.94,116.82,1.96,0,4.91,44.17,0.98,0,1.96,1.96,0.98,0,4.91,0,0,118.78,0.98,4.91,7.85,286.65,0.98,4.91,4.91,0,0.98,9.82,0,0,2.94,0,0,29.45,1.96,4.91,4.91,1.96,1.96
 84-94,0,0,1.06,0,20.18,3.19,108.33,1.06,6.37,4.25,26.55,4.25,0,1.06,6.37,2.12,4.25,2.12,1.06,0,69.03,3.19,3.19,12.74,193.29,0,3.19,2.12,0,0,35.05,0,0,2.12,1.06,0,18.05,1.06,4.25,6.37,3.19,4.25
 96-106,0,0,1.09,0,19.67,4.37,66.66,5.46,1.09,6.56,28.41,4.37,0,0,3.28,6.56,3.28,2.19,2.19,1.09,59.01,3.28,3.28,10.93,128.96,2.19,5.46,9.84,0,1.09,30.6,0,0,2.19,1.09,0,9.84,3.28,1.09,5.46,4.37,4.37
108-118,0,0,2.3,0,22.98,5.36,58.98,0,3.06,3.83,24.51,7.66,0,0.77,6.13,3.06,4.6,0.77,1.53,2.3,53.62,0.77,0.77,10.72,170.81,0.77,4.6,6.89,0,0,16.09,0,0,0.77,0,0,3.83,1.53,2.3,7.66,0.77,2.3
120,0,0,0,0,23.52,3.92,45.08,0,1.96,3.92,29.4,5.88,0,0,0,3.92,1.96,1.96,3.92,0,33.32,0,1.96,1.96,158.74,1.96,7.84,13.72,0,0,25.48,0,0,1.96,0,0,3.92,3.92,0,9.8,1.96,1.96
