stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,1739.49,24919.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1423.22,0,0,0,0,0,0,0,0,0,0
  5-6,2598.97,32719.99,0,36.78,0,0,0,0,0,0,0,0,0,79.69,0,0,0,0,0,0,0,0,0,0,0,888.8,98.07,0,0,269.7,0,845.89,0,0,0,0,0,0,0,0,0,0
  7-9,278.64,341.73,0,659.81,0,2.63,0,917.42,0,0,0,0,0,194.52,0,0,0,0,0,0,0,0,0,0,0,12344.44,276.01,0,0,4056.1,0,28.92,68.35,0,0,0,0,0,0,0,0,0
 10-12,3.15,103.85,0,122.73,0,25.18,0,245.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.15,2678.07,37.76,0,0,758.42,0,0,44.06,6.29,72.38,9.44,12.59,0,0,0,0,0
 14-21,1,0,0,15,109,66,0,238,0,0,0,32,4,0,2,0,7,1,1,0,1,90,0,0,67,1712,17,0,16,44,0,8,7,138,8,166,409,0,0,3,0,1
 24-34,0,0,0,8.21,18.88,27.09,0,347.22,0,0,0.82,28.73,3.28,0.82,0,0.82,7.39,0.82,1.64,1.64,0,116.56,0,1.64,34.48,1245.24,4.93,1.64,13.13,0.82,0,12.31,0.82,0.82,1.64,19.7,207.68,0,0,8.21,0,1.64
 36-46,0,0,0,0.81,13.7,0.81,0,216.73,0,0,1.61,20.14,0.81,0,1.61,1.61,0,1.61,1.61,2.42,0,92.65,0,4.03,21.75,462.45,1.61,0.81,4.03,0,0,3.22,2.42,0,0.81,0,94.26,0,0,1.61,0,0
 48-58,0,0,0,0,15.49,0,0,199.11,0,0,4.02,27.54,0.57,0,0.57,0.57,1.15,1.72,1.72,2.3,0,90.09,0,4.59,16.64,197.39,1.15,1.72,2.3,0,0,1.72,0,0,0.57,0,26.97,0,0,4.02,0.57,0.57
 60-70,0,0,0,0,7.85,0.98,0,101.1,0,0,1.96,43.19,2.94,0,0,0.98,1.96,0.98,2.94,1.96,0,64.78,0,2.94,14.72,120.73,0,1.96,3.93,0,2.94,1.96,0,0,0.98,0,6.87,0,0,4.91,0.98,0.98
 72-82,0,0,0,0,14.72,4.91,0,59.88,0,0.98,4.91,44.17,2.94,0,0,6.87,1.96,0.98,1.96,0,0,108.96,0,1.96,28.47,123.69,0.98,0.98,0,0,0.98,5.89,0,0,0,0,6.87,0.98,0.98,8.83,0,0
 84-94,0,0,1.06,0,28.68,9.56,0,67.97,0,1.06,4.25,25.49,1.06,0,1.06,6.37,3.19,5.31,5.31,0,0,66.91,1.06,10.62,19.12,100.89,1.06,0,4.25,0,1.06,7.43,0,0,1.06,0,5.31,2.12,2.12,18.05,1.06,0
 96-106,0,0,2.19,0,14.21,12.02,0,57.92,0,2.19,4.37,33.88,8.74,0,1.09,13.11,1.09,0,2.19,4.37,0,66.66,1.09,5.46,10.93,87.43,0,3.28,2.19,0,1.09,14.21,1.09,0,0,0,3.28,0,2.19,12.02,1.09,2.19
108-118,0,0,0,0,29.87,13.02,1.53,45.19,0,5.36,3.83,44.43,3.83,0,0.77,5.36,2.3,1.53,0.77,0.77,0,70.47,0,2.3,27.57,120.26,0,0.77,3.06,0,0,15.32,1.53,0,0,0,3.83,0.77,0,10.72,0,0
120,0,0,0,0,23.52,19.6,0,37.24,1.96,1.96,3.92,43.12,3.92,0,0,11.76,1.96,0,1.96,0,0,68.59,0,5.88,27.44,76.43,1.96,3.92,0,0,0,5.88,0,0,1.96,0,1.96,0,0,9.8,1.96,0
