stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,118.6,2516.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.36,0,0,0,0,0,0,0,0,0,0,0
  5-6,153.24,1863.41,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.91,0,0,0,24.52,24.52,0,0,0,0,0,0,0,0,0,0,0
  7-9,18.4,31.54,0,28.92,0,0,0,92,0,0,0,0,0,39.43,0,0,0,0,0,0,0,0,0,0,0,780.73,39.43,0,0,473.17,0,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,0,25.18,0,59.79,0,3.15,0,72.38,0,0,0,0,0,18.88,0,0,0,0,0,0,0,0,0,0,0,635.69,15.73,0,0,371.34,0,0,0,12.59,0,0,0,0,0,0,0,0
 14-21,0,0,0,6,47,9,0,24,0,0,0,18,4,0,1,0,6,0,0,2,0,20,0,0,8,467,5,3,8,17,20,1,40,3,3,55,181,0,0,1,0,0
 24-34,0,0,0,3.28,21.34,4.1,0,115.74,0,0.82,0,13.13,0,0,0,0.82,7.39,0,2.46,1.64,0,17.24,1.64,0,17.24,644.37,0.82,22.98,9.85,0,59.92,0,0,2.46,2.46,1.64,150.22,0,0,10.67,0,1.64
 36-46,0,0,0,0,4.83,3.22,0,35.45,0,0,0,6.45,0,0,0.81,0.81,0,0,0.81,2.42,0,14.5,0,0.81,2.42,147.44,0.81,8.06,0.81,0,34.64,0.81,0,1.61,0,0,29.81,0,0,4.03,0,0.81
 48-58,0,0,0.57,0,8.61,4.02,0,93.53,1.15,1.72,1.15,28.12,1.72,1.72,0.57,1.15,1.15,0,2.3,1.15,0.57,21.8,1.72,1.72,5.74,146.89,0,8.61,2.3,0,18.94,0,0,0.57,0.57,0,35,0,0,2.3,0,0.57
 60-70,0,0,0.98,0,4.91,26.5,0,121.71,0.98,3.93,0.98,59.87,2.94,0,0.98,0.98,0,0,0.98,0.98,0,24.54,1.96,0,0,136.43,0,17.67,2.94,0,17.67,0,0,0.98,0,0,16.69,0,0,2.94,0,0
 72-82,0,0,0.98,0.98,7.85,43.19,0,36.32,0,0,1.96,31.41,5.89,1.96,3.93,4.91,1.96,0,2.94,0,0,31.41,2.94,0.98,1.96,71.66,1.96,16.69,5.89,0,25.52,0,0,1.96,0,0,7.85,1.96,0.98,1.96,1.96,0
 84-94,0,0,2.12,0,16.99,32.92,0,24.43,0,1.06,0,12.74,5.31,1.06,0,7.43,1.06,0,4.25,2.12,0,16.99,3.19,0,1.06,52.04,0,12.74,8.5,0,39.3,0,0,1.06,0,0,1.06,2.12,0,7.43,1.06,1.06
 96-106,0,0,1.09,0,9.84,16.39,0,10.93,1.09,0,0,8.74,5.46,0,1.09,3.28,2.19,1.09,7.65,2.19,0,22.95,2.19,0,2.19,34.97,2.19,12.02,6.56,0,46.99,0,0,1.09,0,0,3.28,1.09,0,2.19,1.09,3.28
108-118,0,0,0,0,13.79,25.28,1.53,22.98,0,2.3,0.77,19.15,5.36,0,1.53,6.13,6.13,0,1.53,3.06,0,13.02,1.53,2.3,2.3,39.06,0.77,7.66,7.66,0,28.34,0,0,0.77,0,0,1.53,1.53,0,4.6,0,0.77
120,0,0,0,0,21.56,33.32,0,21.56,0,3.92,1.96,19.6,7.84,0,0,11.76,1.96,1.96,1.96,1.96,0,19.6,1.96,0,3.92,35.28,0,13.72,5.88,0,43.12,0,0,0,0,0,3.92,1.96,0,7.84,1.96,0
