stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,224.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,24.52,85.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,7.89,0,0,0,0,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.92,7.89,0,0,21.03,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,12.59,0,12.59,0,3.15,0,22.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201.41,6.29,0,0,44.06,0,0,0,9.44,0,6.29,0,0,0,0,0,0
 14-21,0,0,0,5,19,10,0,32,0,0,0,0,2,0,0,0,3,0,0,0,1,20,0,0,14,324,0,1,4,2,0,3,12,7,2,25,80,0,0,3,0,0
 24-34,0,0,0,4.93,16.42,4.1,0,120.67,0,3.28,0,11.49,2.46,0.82,0.82,3.28,14.78,3.28,2.46,0.82,0,64.85,2.46,0,38.58,829.89,0,7.39,10.67,0,0.82,9.85,0,4.93,9.85,18.88,189.62,0,0,13.13,0,2.46
 36-46,0,0,0,0.81,6.45,0.81,0,157.91,0.81,0.81,4.03,26.59,0.81,0,0,0.81,4.83,0,0,0.81,1.61,71.7,0,1.61,19.34,604.25,4.03,12.89,4.83,0.81,0,4.03,1.61,4.83,2.42,0.81,141.8,0,0,6.45,0,1.61
 48-58,0,0,1.72,0,6.31,0,0,241,4.59,1.72,4.59,62.54,1.72,0,2.3,2.3,1.15,4.02,1.15,1.72,0,127.38,2.87,4.02,26.4,485.44,3.44,2.87,6.89,0,0.57,5.74,0,3.44,5.16,0,119.93,0,0,9.18,0,3.44
 60-70,0.98,0,0.98,0,5.89,1.96,0.98,273.84,4.91,0,3.93,67.73,7.85,0,0,0.98,8.83,2.94,2.94,2.94,0,92.26,0,3.93,9.82,355.31,0,5.89,3.93,0,0,5.89,0,2.94,2.94,0,45.15,0,3.93,4.91,0,3.93
 72-82,0,0,1.96,0,19.63,1.96,0,308.24,0,0,4.91,90.31,5.89,0,0,7.85,6.87,3.93,3.93,12.76,0.98,116.82,0,6.87,22.58,446.66,0,8.83,6.87,0,3.93,3.93,0,2.94,0,0,31.41,1.96,0.98,15.71,0,3.93
 84-94,0,0,6.37,0,20.18,0,0,221.97,2.12,2.12,3.19,57.35,18.05,0,0,10.62,10.62,5.31,2.12,9.56,2.12,113.64,0,7.43,24.43,248.52,1.06,6.37,10.62,0,1.06,23.36,0,9.56,2.12,0,20.18,1.06,2.12,9.56,5.31,1.06
 96-106,0,0,1.09,0,13.11,3.28,0,171.58,2.19,5.46,6.56,64.48,5.46,0,2.19,6.56,9.84,2.19,2.19,4.37,0,69.94,1.09,1.09,17.49,193.43,2.19,14.21,17.49,0,0,12.02,0,2.19,0,0,8.74,1.09,2.19,10.93,2.19,2.19
108-118,0,0,3.83,0,17.62,4.6,0,127.15,1.53,3.83,2.3,49.02,6.89,0,0.77,7.66,8.43,3.06,3.06,4.6,2.3,72.77,0,0,21.45,260.43,0.77,4.6,14.55,0,0.77,11.49,0,3.83,0.77,0,9.96,0.77,1.53,13.79,1.53,0.77
120,0,0,1.96,1.96,13.72,11.76,1.96,99.95,3.92,0,3.92,50.95,11.76,0,0,13.72,5.88,3.92,1.96,9.8,0,68.59,1.96,0,29.4,231.25,1.96,3.92,7.84,0,0,17.64,0,5.88,1.96,0,7.84,1.96,0,9.8,1.96,0
