stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,13.18,13.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,18.39,61.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,13.14,0,18.4,0,0,0,136.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,620.38,5.26,0,0,65.72,0,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,0,28.32,0,22.03,0,0,0,69.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1324.87,9.44,0,0,283.23,0,0,0,3.15,0,0,9.44,0,0,0,0,0
 14-21,0,0,0,0,46,5,0,20,0,0,0,152,3,0,0,0,0,0,0,0,0,20,0,0,13,2019,9,4,26,69,0,0,69,1,0,21,1186,0,0,2,0,0
 24-34,0,0,0,0.82,6.57,0.82,0,28.73,0,0,0,105.89,0.82,0,0,0,1.64,0,0,1.64,0,21.34,0,0,15.6,3077.39,2.46,13.95,10.67,0,0,3.28,0,0.82,0,5.75,789.66,0,0,6.57,0,0.82
 36-46,0,0,0,0,8.86,0.81,0,49.95,0,0,0.81,149.05,0,0,0.81,0,0,0,1.61,0,1.61,41.89,0.81,1.61,8.06,4860.6,0.81,16.92,4.83,0,0,8.06,0,0,0,0,977.28,0,0,2.42,0,2.42
 48-58,0,0,0,0,17.21,1.72,0,261.08,0,1.72,1.72,336.82,0.57,0,2.3,2.87,0,0.57,0.57,0,0.57,93.53,0,2.3,21.23,4535.35,0.57,16.64,5.74,0,0,9.75,0,0.57,1.72,0,798.16,0,0,4.02,0,10.33
 60-70,0,0,0.98,0,8.83,1.96,0,369.05,0.98,2.94,6.87,386.72,0,0,0.98,5.89,1.96,0.98,3.93,0,0,116.8,0,2.94,6.87,4292.2,3.93,8.83,4.91,0,2.94,9.82,0,0,1.96,0,463.28,0,0,2.94,0,4.91
 72-82,0,0,1.96,0,35.34,18.65,0,558.57,0,3.93,7.85,473.16,3.93,0.98,1.96,1.96,2.94,6.87,2.94,0,2.94,165.9,0,8.83,11.78,3435.82,1.96,10.8,11.78,0,1.96,14.72,0,0.98,0.98,0,220.87,0.98,2.94,11.78,3.93,11.78
 84-94,0,0,0,0,57.35,3.19,0,437.56,1.06,6.37,5.31,291,3.19,0,2.12,10.62,2.12,10.62,7.43,1.06,0,89.21,1.06,8.5,4.25,1936.09,1.06,10.62,12.74,0,0,15.93,0,2.12,0,0,157.18,5.31,6.37,7.43,4.25,4.25
 96-106,0,0,1.09,0,75.41,17.49,0,355.18,2.19,4.37,6.56,339.88,6.56,0,3.28,3.28,5.46,2.19,6.56,3.28,0,90.71,2.19,4.37,12.02,1486.27,1.09,10.93,10.93,0,1.09,19.67,0,3.28,1.09,0,65.57,3.28,2.19,7.65,2.19,4.37
108-118,0,0,1.53,0,20.68,3.83,0.77,169.28,0.77,0.77,1.53,258.13,3.83,0,0,4.6,3.06,9.96,2.3,0.77,1.53,72.77,1.53,0.77,4.6,2048.18,0.77,13.79,9.19,0,1.53,7.66,0,3.06,0,0,34.47,0.77,1.53,6.13,0.77,1.53
120,0,0,0,0,25.48,1.96,0,235.17,0,3.92,11.76,266.53,1.96,0,0,3.92,0,0,0,1.96,0,68.59,3.92,0,7.84,1963.71,1.96,7.84,9.8,0,0,9.8,0,3.92,0,0,19.6,0,0,1.96,1.96,0
