stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,39.53,685.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,0,0,0,0,0,0,0,0,0
  5-6,42.91,435.2,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.65,0,0,0,12.26,0,6.13,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,5.26,0,21.03,0,0,0,18.4,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,220.81,10.51,0,0,89.38,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,9.44,0,15.73,0,0,0,18.88,0,0,0,0,0,3.15,0,0,0,0,0,3.15,0,0,0,0,0,232.88,12.59,0,0,116.44,0,0,6.29,0,18.88,3.15,3.15,0,0,0,0,0
 14-21,0,0,1,3,23,9,0,6,0,0,0,6,2,0,0,0,1,1,0,0,0,11,0,0,9,142,3,1,0,4,0,2,0,16,0,19,43,0,0,2,0,0
 24-34,0,0,0,1.64,9.03,0.82,0,27.91,0,0,0,4.93,0.82,0,0,0,0,0,0,0.82,0.82,26.27,0,0,12.31,238.05,1.64,4.1,1.64,0,0,7.39,0,0,1.64,2.46,44.33,0,0,0.82,0,0.82
 36-46,0,0,0,0,2.42,0,0,41.89,0,0,0,5.64,0,0,0,1.61,0.81,0,0,0,0,23.36,0,0,4.83,229.62,0,0.81,1.61,0,0,6.45,0.81,0.81,0.81,0,58.81,0,0,4.03,0,0
 48-58,0,0,0,0,4.02,0,0,73.45,0,1.15,1.15,16.64,0,0.57,0.57,0,0,0.57,0,0,1.15,33.28,0.57,0.57,5.16,211.73,1.72,0.57,1.15,0,0,2.87,0,0,0,0,30.99,0,0,2.87,0,0.57
 60-70,0,0,0,0,2.94,0,0,77.54,0,0,1.96,19.63,0.98,0,1.96,0.98,0,0,0,0.98,0,48.09,0,0,2.94,205.14,0,0,0.98,0,0,1.96,0,0,0,0,20.61,0,0,1.96,0,0
 72-82,0,0,0.98,0,0.98,1.96,0,79.51,0,0,1.96,19.63,2.94,0,0.98,1.96,1.96,0.98,2.94,0,0,65.77,0,3.93,12.76,210.08,0,0.98,0.98,0,0,4.91,0,0,0,0,15.71,0,1.96,4.91,0.98,0
 84-94,0,0,1.06,1.06,10.62,1.06,0,59.47,0,0,3.19,10.62,3.19,0,1.06,1.06,0,1.06,0,1.06,1.06,33.99,0,2.12,7.43,86.03,0,2.12,5.31,0,0,10.62,0,0,2.12,0,7.43,0,2.12,3.19,3.19,0
 96-106,0,0,0,0,9.84,1.09,0,31.69,1.09,1.09,0,16.39,1.09,0,0,5.46,2.19,1.09,1.09,0,0,31.69,1.09,1.09,3.28,52.46,0,0,6.56,0,2.19,15.3,0,0,0,0,5.46,1.09,1.09,5.46,1.09,1.09
108-118,0,0,0.77,0,6.89,2.3,2.3,27.57,0,0,0,13.79,0.77,0,0,0.77,3.06,3.83,1.53,0,0,29.87,0.77,0,6.89,84.26,0.77,2.3,3.83,0,0.77,7.66,0,0,0,0,2.3,0.77,0,6.13,0.77,0
120,0,0,0,0,11.76,1.96,0,29.4,0,0,0,5.88,5.88,0,0,3.92,3.92,1.96,0,0,0,7.84,0,1.96,5.88,78.39,0,1.96,1.96,0,1.96,1.96,0,0,0,0,7.84,0,0,3.92,3.92,0
