stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,158.14,3386.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.25,0,0,0,0,0,0,0,0,0,0,0
  5-6,361.65,5228.58,0,12.26,0,0,0,0,0,0,0,0,0,24.52,0,0,0,0,0,0,0,0,0,0,0,239.06,24.52,0,0,91.94,0,91.94,0,0,0,0,0,0,0,0,0,0,0
  7-9,247.1,205.04,0,286.53,0,2.63,0,728.15,0,0,0,0,0,341.73,0,0,0,0,0,0,0,0,0,0,0,5541.33,249.73,0,0,2329.04,0,23.66,18.4,0,2.63,0,0,0,0,0,0,0,0
 10-12,3.15,207.7,0,261.2,0,31.47,0,541.28,0,0,0,0,0,176.23,0,0,0,0,0,3.15,0,0,0,0,3.15,4657.51,198.26,0,0,2278.41,0,12.59,25.18,12.59,264.35,0,28.32,15.73,0,0,0,0,0
 14-21,0,2,2,34,465,143,0,210,0,1,0,31,14,7,6,3,30,0,0,6,9,180,0,0,147,1734,65,8,28,77,0,18,5,416,36,15,494,606,0,0,11,0,3
 24-34,0.82,0.82,2.46,6.57,88.65,20.52,0,276.63,0,9.85,6.57,43.51,4.1,1.64,6.57,5.75,22.98,5.75,10.67,8.21,8.21,200.29,3.28,0,69.77,1650.74,33.66,12.31,30.37,0,0.82,65.67,0.82,0.82,7.39,2.46,78.8,394.83,0,0,35.3,0,17.24
 36-46,0,0,0,1.61,31.42,8.06,0,361.75,2.42,1.61,9.67,70.9,4.83,0,4.83,3.22,4.03,3.22,6.45,4.03,3.22,205.45,2.42,3.22,62.84,1118.27,21.75,9.67,15.31,0,0,63.65,0.81,3.22,6.45,1.61,2.42,306.96,0,0,21.75,0,12.09
 48-58,0,0.57,0.57,1.15,32.71,2.87,0,463.06,1.72,8.03,16.07,144.03,3.44,0,5.74,4.02,2.87,6.31,6.31,7.46,4.02,347.15,4.59,10.9,70,712.67,18.94,5.16,16.07,0,0.57,39.59,0,0,3.44,2.87,0.57,196.82,0,1.72,18.94,0,8.61
 60-70,0,0,1.96,0,47.11,10.8,0.98,425,4.91,5.89,9.82,157.04,11.78,0.98,2.94,9.82,5.89,6.87,5.89,4.91,0,337.64,5.89,13.74,48.09,445.61,14.72,6.87,12.76,0,1.96,38.28,0,0,5.89,1.96,0,84.41,0,11.78,19.63,1.96,4.91
 72-82,0,0,4.91,0,47.12,13.74,0.98,329.84,0.98,6.87,17.67,239.53,20.61,0,3.93,12.76,13.74,4.91,9.82,2.94,0.98,450.58,3.93,8.83,62.83,512.43,11.78,12.76,30.43,0,6.87,50.06,0,0,2.94,0,0,50.06,2.94,8.83,33.38,8.83,2.94
 84-94,0,0,3.19,0,69.03,19.12,1.06,258.08,2.12,10.62,11.68,131.69,25.49,0,4.25,19.12,9.56,9.56,12.74,3.19,3.19,277.19,2.12,12.74,46.73,313.3,16.99,11.68,22.3,1.06,5.31,166.74,0,0,4.25,1.06,0,23.36,5.31,6.37,31.86,7.43,4.25
 96-106,0,0,2.19,1.09,84.15,16.39,3.28,167.21,6.56,8.74,5.46,147.53,29.51,0,9.84,18.58,22.95,8.74,10.93,12.02,1.09,220.76,5.46,7.65,37.16,279.77,8.74,16.39,31.69,0,5.46,122.4,0,0,7.65,1.09,0,10.93,4.37,12.02,33.88,16.39,8.74
108-118,0,0,4.6,0.77,63.57,22.98,3.83,145.53,3.06,9.19,4.6,121.02,19.15,0,6.89,24.51,12.26,9.96,6.13,13.79,4.6,178.47,3.83,6.89,36.77,310.98,12.26,8.43,20.68,0,3.06,112.6,0,0,6.89,0,0,12.26,7.66,0.77,26.81,3.83,8.43
120,0,0,0,0,58.79,35.28,0,113.67,3.92,5.88,5.88,78.39,21.56,0,1.96,25.48,5.88,9.8,5.88,3.92,0,125.43,0,7.84,54.87,286.13,11.76,7.84,9.8,0,3.92,62.71,0,0,0,1.96,0,5.88,0,1.96,15.68,3.92,3.92
