stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,39.53,1041.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.36,0,0,0,0,0,0,0,0,0,0
  5-6,30.65,441.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.39,0,0,0,12.26,0,6.13,0,0,0,0,0,0,0,0,0,0
  7-9,10.51,0,0,21.03,0,0,0,10.51,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,97.26,5.26,0,0,60.46,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,15.73,0,9.44,0,0,0,28.32,0,0,0,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,289.52,18.88,0,0,135.32,0,0,0,15.73,0,6.29,0,0,0,0,0,0
 14-21,1,0,2,6,126,14,0,28,0,1,0,11,4,0,2,3,3,0,0,1,3,33,0,0,29,394,15,1,9,7,0,15,52,2,4,54,120,0,0,5,0,0
 24-34,0,0,1.64,1.64,63.21,2.46,0,96.86,0,8.21,2.46,22.98,3.28,0.82,4.93,2.46,7.39,0.82,2.46,1.64,2.46,87.83,4.93,0.82,46.79,903.76,10.67,11.49,10.67,0,0,41.86,0.82,4.1,0.82,18.88,242.97,0,0,44.33,0,9.03
 36-46,0,0,0.81,0,27.39,0,0,199,0.81,3.22,5.64,40.28,0.81,0,6.45,2.42,2.42,2.42,3.22,2.42,4.03,115.21,1.61,0,34.64,985.33,7.25,8.86,12.09,0,0.81,48.34,1.61,2.42,2.42,0,261.84,0,0.81,20.95,0,8.06
 48-58,0,0,0.57,0,16.64,0.57,0,340.84,1.72,3.44,8.61,78.04,0,1.15,2.87,5.16,0,2.87,6.89,1.15,5.16,162.96,1.15,5.16,31.56,847.51,5.74,6.89,11.48,0,0,32.71,0,0,0,0,195.09,0,1.72,18.36,0,16.07
 60-70,0,0,0.98,0,29.45,1.96,0,508.43,0,3.93,4.91,117.78,3.93,0,0,4.91,0.98,3.93,1.96,0.98,2.94,209.06,2.94,4.91,19.63,822.52,2.94,3.93,5.89,0,0.98,31.41,0,0.98,1.96,0,108.95,0,0.98,14.72,0.98,12.76
 72-82,0,0,7.85,0,43.19,12.76,0,672.44,2.94,9.82,17.67,175.72,16.69,2.94,6.87,21.6,6.87,8.83,9.82,0.98,4.91,435.86,7.85,8.83,53.01,930.62,3.93,12.76,28.47,0,2.94,24.54,0,1.96,0,0,85.4,2.94,6.87,42.21,8.83,13.74
 84-94,0,0,3.19,0,74.34,12.74,0,492.79,1.06,16.99,19.12,114.7,21.24,2.12,2.12,33.99,4.25,19.12,5.31,3.19,4.25,264.45,5.31,14.87,26.55,396.14,9.56,7.43,11.68,0,1.06,105.14,0,1.06,0,0,44.61,6.37,6.37,38.23,9.56,16.99
 96-106,0,0,4.37,0,75.41,19.67,0,349.71,2.19,19.67,12.02,137.7,14.21,0,9.84,27.32,10.93,18.58,18.58,3.28,7.65,292.88,7.65,15.3,22.95,385.77,8.74,13.11,22.95,0,6.56,104.91,0,2.19,1.09,0,19.67,9.84,10.93,57.92,12.02,15.3
108-118,0,0,1.53,0,91.92,10.72,3.83,294.13,0.77,23.74,3.06,130.98,24.51,0,6.13,32.17,11.49,32.17,12.26,6.89,5.36,222.9,2.3,9.19,30.64,487.92,9.19,17.62,13.79,0,0.77,61.28,0,1.53,3.83,0,25.28,6.89,4.6,26.04,6.89,16.85
120,0,0,0,0,86.23,17.64,1.96,172.46,0,15.68,5.88,74.47,13.72,0,3.92,27.44,1.96,9.8,9.8,13.72,0,150.9,1.96,5.88,27.44,370.4,17.64,9.8,9.8,0,3.92,54.87,0,3.92,0,0,19.6,3.92,1.96,9.8,11.76,7.84
