stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,1265.08,22613.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,540.3,0,0,0,0,0,0,0,0,0,0
  5-6,1446.59,25719.95,0,24.52,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,288.09,30.65,0,0,98.07,0,386.17,0,0,0,0,0,0,0,0,0,0
  7-9,99.89,299.67,0,993.65,0,0,0,1172.41,0,0,0,0,0,49.95,0,0,0,0,0,0,0,0,0,0,0,11503.25,276.01,0,0,3051.94,0,15.77,10.51,0,0,0,0,0,0,0,0,0
 10-12,3.15,185.67,0,459.46,0,0,0,736.39,0,0,0,0,0,15.73,0,0,0,0,0,3.15,0,0,0,0,0,5834.48,113.29,0,0,3228.79,0,6.29,9.44,15.73,91.26,0,28.32,25.18,0,0,0,0
 14-21,0,5,1,1,61,58,0,358,0,0,0,184,0,1,1,11,0,1,0,0,1,47,0,0,27,6061,8,1,42,52,0,2,0,808,7,6,202,2761,0,25,0,1
 24-34,0,0.82,0,0.82,28.73,16.42,0,687.06,0.82,3.28,4.93,219.17,1.64,1.64,2.46,18.88,4.93,4.1,0,1.64,2.46,115.74,0.82,0.82,53.36,8078.04,3.28,8.21,20.52,0,0,17.24,0,0.82,6.57,4.93,104.25,2614.43,0,113.28,0,1.64
 36-46,0,0,0,0,12.89,0,0,892.68,0,1.61,16.92,397.19,0,0,0,29,1.61,0.81,1.61,4.03,2.42,166.77,0,0.81,39.48,6285.03,2.42,4.03,9.67,0,0.81,20.95,0,0,0.81,2.42,0.81,2449.23,0,47.53,0.81,0.81
 48-58,0,0,0,0,10.33,4.59,0,654.71,1.15,2.3,12.05,566.92,0,0,6.31,27.54,1.15,2.3,0,0,1.15,233.54,0,2.87,21.23,2120.78,0,2.87,12.62,0,0.57,5.74,0.57,0,0,0,0,1313.44,1.15,37.87,0,4.59
 60-70,0,0,0,0,7.85,11.78,0,357.27,0,0,7.85,483.89,0,0,0.98,33.37,0,0,0,0.98,0,231.64,0,7.85,7.85,729.27,0.98,0,9.82,0,3.93,3.93,0,0,2.94,0,0,349.42,2.94,25.52,0.98,0.98
 72-82,0,0,0,0,10.8,53.01,0,185.53,1.96,0,7.85,406.41,0,0,0.98,86.39,0,1.96,0,0,0,226.76,0,5.89,7.85,412.3,0.98,1.96,9.82,0,2.94,1.96,0,0,0,0,0,76.57,4.91,61.84,2.94,0
 84-94,0,0,0,0,9.56,54.16,0,173.11,0,1.06,0,230.46,1.06,0,2.12,105.14,0,3.19,0,0,0,152.93,0,9.56,7.43,301.62,0,0,4.25,0,2.12,0,0,0,0,0,0,81.78,2.12,42.48,2.12,0
 96-106,0,0,0,0,15.3,106.01,0,173.76,0,1.09,4.37,250.26,1.09,0,4.37,118.03,0,0,0,4.37,0,116.93,0,1.09,7.65,271.03,0,4.37,3.28,0,7.65,0,0,0,2.19,0,0,24.04,2.19,65.57,2.19,0
108-118,0,0,0,0,7.66,113.36,0.77,134.04,0,0.77,2.3,231.32,2.3,0,0.77,97.28,0.77,1.53,0,0.77,0,85.79,0,1.53,3.83,336.26,0,0.77,3.06,0,4.6,3.83,0,0,0.77,0,0,15.32,6.13,45.19,2.3,0
120,0,0,0,0,11.76,166.58,0,90.15,0,1.96,1.96,184.22,0,0,0,135.23,0,1.96,0,0,0,84.27,0,3.92,5.88,288.09,0,3.92,9.8,0,7.84,5.88,0,0,0,0,0,17.64,1.96,54.87,0,0
