stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,1871.27,30981.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1317.79,0,0,0,0,0,0,0,0,0,0,0
  5-6,2592.84,31818.94,0,49.04,0,0,0,0,0,0,0,0,0,116.46,0,0,0,0,0,0,0,0,0,0,0,986.87,85.81,0,0,281.96,0,778.46,0,0,0,0,0,0,0,0,0,0,0
  7-9,573.06,586.2,0,948.97,0,5.26,0,1855.87,0,0,0,0,0,775.47,0,0,0,0,0,0,0,0,0,0,0,16892.11,680.84,0,0,6458.75,0,68.35,84.12,0,5.26,0,0,0,0,0,0,0,0
 10-12,9.44,434.28,0,796.18,0,72.38,0,1425.58,0,0,0,0,0,289.52,0,0,0,0,0,3.15,0,0,0,0,3.15,12166.18,434.28,0,0,5176.76,0,22.03,66.09,15.73,525.54,0,37.76,15.73,0,0,0,0,0
 14-21,0,7,7,132,2204,685,0,1098,0,11,0,184,68,23,14,17,101,7,7,7,18,802,12,0,716,9725,361,53,195,386,0,286,22,1590,157,81,2005,3211,0,0,78,0,11
 24-34,1.64,0.82,10.67,59.1,799.51,237.23,0,2003.71,3.28,44.33,20.52,242.15,27.91,9.03,18.06,45.97,113.28,17.24,49.25,25.45,30.37,1410.23,42.68,4.1,613.18,11359.01,113.28,162.53,169.92,0.82,1.64,597.58,2.46,8.21,51.71,31.19,334.91,2841.8,0,0,300.43,0,52.53
 36-46,0.81,0,4.83,10.47,364.97,108.77,0,3470.02,3.22,33.03,55.59,392.36,18.53,0.81,27.39,53.98,39.48,33.03,41.89,29,12.89,1522.71,23.36,29.81,475.34,10005.61,65.26,120.85,90.23,0,3.22,379.47,4.83,6.45,33.03,13.7,5.64,2522.55,0,0,173.22,0.81,39.48
 48-58,0.57,0,2.3,8.03,374.69,110.17,0,4481.99,12.05,67.14,65.41,596.76,37.3,6.31,28.12,68.86,28.12,38.44,44.76,21.8,14.35,1894.7,24.67,69.43,371.83,7107.15,40.74,79.76,96.97,0,6.89,218.05,1.15,0,16.64,10.9,0.57,1648.54,0,5.16,167.55,1.15,40.17
 60-70,1.96,0,7.85,0.98,357.27,52.02,0,4627.88,5.89,37.3,55.95,572.23,72.63,3.93,28.46,58.89,31.41,43.19,40.24,23.56,9.82,1881.58,13.74,87.36,238.51,5556.4,33.37,73.61,72.63,0,8.83,222.81,0.98,0.98,17.67,4.91,0,713.57,7.85,29.45,138.39,15.7,31.41
 72-82,0,0,25.52,1.96,443.71,130.56,8.83,3375.94,9.82,38.28,83.44,680.29,180.63,3.93,42.21,141.36,81.48,46.14,60.86,20.61,8.83,2158.67,42.21,68.72,291.55,4113.16,34.36,117.8,122.71,0,12.76,244.43,0.98,0,28.47,5.89,0,349.47,41.23,61.84,246.4,51.05,23.56
 84-94,0,0,19.12,8.5,615.98,146.56,23.36,2466.05,10.62,77.53,59.47,446.06,263.39,2.12,18.05,163.55,123.2,63.72,72.22,45.67,20.18,1423.13,32.92,101.96,245.33,2317.37,33.99,112.58,115.76,1.06,10.62,557.57,0,0,62.66,10.62,0,228.34,108.33,45.67,217.72,50.98,18.05
 96-106,1.09,0,16.39,7.65,686.31,183.6,16.39,1870.95,19.67,86.33,52.46,453.53,266.65,0,44.81,196.71,118.03,41.53,99.45,50.27,16.39,1281.91,39.34,51.36,191.25,2087.34,34.97,189.06,166.11,0,16.39,528.94,2.19,0,56.83,2.19,0,103.82,143.16,27.32,251.35,55.74,25.14
108-118,1.53,0,10.72,8.43,514.73,156.26,13.79,1435.41,9.96,83.49,45.96,350.81,149.36,0,13.79,172.34,109.53,64.34,65.11,49.02,16.09,962.82,19.15,38.3,191.49,2406.66,37.53,111.06,116.43,0,21.45,451.15,0.77,0,41.36,11.49,0,68.94,137.11,19.15,185.36,32.17,24.51
120,3.92,0,5.88,1.96,368.44,190.1,9.8,1130.8,15.68,76.43,25.48,301.81,139.14,0,15.68,180.3,50.95,48.99,43.12,37.24,15.68,768.24,7.84,19.6,172.46,1953.91,37.24,74.47,68.59,0,13.72,323.36,1.96,0,23.52,1.96,0,56.83,39.2,21.56,170.5,27.44,17.64
