stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,1976.69,35026.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1607.71,0,0,0,0,0,0,0,0,0,0,0
  5-6,2697.04,34430.16,0,55.17,0,0,0,0,0,0,0,0,0,73.56,0,0,0,0,0,0,0,0,0,0,0,1029.78,91.94,0,0,300.35,0,852.02,0,0,0,0,0,0,0,0,0,0,0
  7-9,546.77,704.5,0,1059.37,0,7.89,0,2407.9,0,0,0,0,0,675.58,0,0,0,0,0,0,0,0,0,0,0,20012.39,596.72,0,0,7073.87,0,49.95,76.23,0,7.89,0,0,0,0,0,0,0,0
 10-12,3.15,679.75,0,887.45,0,122.73,0,1941.68,0,0,0,0,0,188.82,0,0,0,0,0,6.29,0,0,0,0,3.15,17890.52,361.9,0,0,6394.64,0,28.32,44.06,31.47,748.98,0,47.2,31.47,0,0,0,0,0
 14-21,1,3,0,96,1030,378,0,976,0,1,0,157,36,3,3,5,43,2,8,1,1,539,3,0,463,8695,141,36,117,312,0,82,3,832,44,4,815,2532,0,0,23,0,4
 24-34,0,0.82,1.64,38.58,353.79,283.2,0,2020.13,0,13.95,9.03,183.87,13.13,3.28,11.49,22.16,18.88,13.13,26.27,20.52,2.46,1072.04,4.93,4.93,421.1,8151.1,32.01,55.82,117.38,0.82,1.64,174.84,0.82,2.46,18.06,3.28,88.65,1754.99,0,0,108.35,0,23.8
 36-46,0.81,0,0.81,3.22,184.5,75.73,0,2359,0,12.09,15.31,145.02,12.89,0,7.25,20.95,8.06,12.09,14.5,16.11,1.61,854.82,1.61,23.36,261.04,4104.88,23.36,24.98,58.01,0,0,78.15,1.61,1.61,8.86,0.81,0.81,956.33,0,0,50.76,0,17.72
 48-58,1.15,0,0.57,4.02,181.9,22.95,0,2028.97,1.15,11.48,22.38,200.83,24.67,0,5.74,13.2,6.31,16.64,12.05,14.92,2.3,810.21,4.02,43.61,187.63,1845.93,9.75,15.49,35,0,0.57,39.59,0,0,5.16,0,0,299.53,0,1.15,53.36,0,8.61
 60-70,0.98,0,0,0,156.06,22.58,0,1120.9,2.94,7.85,11.78,219.86,46.13,0,4.91,13.74,7.85,7.85,16.69,17.67,0.98,551.62,0.98,29.45,110.91,1142.49,6.87,10.8,26.5,0,4.91,23.56,0,0,7.85,0,0,68.71,0.98,0.98,44.17,3.93,0.98
 72-82,0,0,3.93,0,155.1,32.39,7.85,567.4,1.96,4.91,23.56,231.67,65.77,0,9.82,34.36,14.72,3.93,10.8,14.72,0.98,576.24,0.98,24.54,146.27,910.98,6.87,23.56,26.5,0,4.91,20.61,0,0,9.82,0,0,36.32,2.94,7.85,51.05,3.93,10.8
 84-94,0,0,2.12,2.12,216.66,65.85,18.05,510.84,0,14.87,20.18,180.55,95.58,0,4.25,48.85,22.3,14.87,23.36,28.68,2.12,454.55,3.19,46.73,134.88,755.11,7.43,28.68,28.68,0,2.12,48.85,0,0,15.93,0,0,21.24,20.18,3.19,72.22,7.43,0
 96-106,0,0,4.37,1.09,146.44,67.76,17.49,357.36,0,8.74,14.21,147.53,85.24,0,10.93,65.57,14.21,5.46,10.93,15.3,1.09,297.25,3.28,13.11,102.73,520.2,5.46,25.14,32.79,0,3.28,59.01,1.09,0,9.84,0,0,20.76,9.84,4.37,61.2,5.46,1.09
108-118,0,0,0,3.83,150.89,81.96,5.36,363.07,0.77,10.72,16.09,130.98,49.02,0,6.13,51.32,11.49,13.02,9.96,18.38,0,245.87,2.3,4.6,105.7,705.45,6.89,32.17,18.38,0,1.53,50.55,0,0,6.13,0,0,10.72,18.38,2.3,54.38,3.06,0
120,1.96,0,0,0,172.46,115.63,1.96,364.52,0,11.76,11.76,207.74,23.52,0,5.88,84.27,7.84,15.68,11.76,11.76,0,288.09,1.96,7.84,94.07,801.55,7.84,21.56,25.48,0,1.96,37.24,0,0,7.84,0,0,25.48,7.84,1.96,64.67,5.88,0
