stage,axial,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
 14-21,0,0,55,384,219,0,149,0,0,0,15,28,1,33,0,0,0,1,3,0,817,0,0,559,793,122,0,3,9,0,6,0,29,6,9,46,411,0,0,98,0,0
 24-34,1.64,0.82,55.82,244.62,36.94,0,305.36,0,1.64,5.75,29.55,9.03,0.82,55.82,0,0.82,1.64,2.46,7.39,0,977.64,1.64,6.57,290.58,722.35,94.4,0.82,4.93,0.82,3.28,9.03,0,1.64,11.49,33.66,7.39,396.47,0,0,372.67,0,0
 36-46,0,0,9.67,59.62,7.25,0,145.02,0,0,4.83,16.92,9.67,0,52.37,0,0,0,0,0.81,0,601.83,0.81,41.89,135.35,228,57.2,1.61,2.42,0,4.83,2.42,0.81,0.81,2.42,29.81,0.81,139.38,0,2.42,215.92,0,0
 48-58,0,0,1.72,10.33,3.44,0,123.37,0,0.57,2.3,17.79,1.15,0,55.66,1.15,0.57,1.15,0,0,0.57,475.68,0.57,67.71,75.74,98.69,22.38,0,1.15,0,9.75,1.15,0,0,0,13.2,0,80.91,0,5.16,170.42,1.72,0.57
 60-70,0,0,0,2.94,0.98,0,76.56,0.98,0,5.89,10.8,0.98,0,44.17,0,0,0,0,0.98,0,327.83,0,79.5,37.3,50.06,6.87,0,0.98,0,10.8,0,0,0,0,6.87,0,42.21,0,21.59,143.3,10.8,0.98
 72-82,0,0,0,5.89,0.98,0,55.95,0.98,0,3.93,27.49,1.96,0,49.08,0.98,0.98,0,0.98,0,0,375.98,0,86.39,38.28,44.17,4.91,0.98,1.96,0,16.69,0,0,0,0,5.89,0,40.25,0,38.28,243.45,35.34,0.98
 84-94,0,0,0,5.31,3.19,0,91.34,3.19,1.06,3.19,20.18,1.06,1.06,48.85,1.06,4.25,0,0,0,0,255.95,0,84.96,28.68,27.61,12.74,1.06,2.12,0,11.68,0,0,0,0,6.37,0,32.92,1.06,25.49,224.09,26.55,0
 96-106,0,0,0,5.46,5.46,0,67.76,4.37,0,3.28,12.02,3.28,0,78.68,3.28,2.19,0,1.09,0,0,273.21,0,78.68,25.14,49.18,7.65,0,3.28,0,16.39,4.37,0,0,3.28,3.28,0,48.09,0,29.51,265.56,28.41,0
108-118,0,0,0,3.83,1.53,1.53,35.23,3.83,2.3,3.83,9.96,0.77,0,43.66,0.77,0,0,0.77,0,0,279.58,0,64.34,19.92,22.21,8.43,0,3.83,0,14.55,6.13,0,0,3.83,3.06,0,27.57,0,13.79,196.85,18.38,0
120,0,0,0,7.84,0,0,17.64,0,1.96,1.96,5.88,1.96,0,56.83,1.96,0,0,0,0,0,219.5,0,74.47,25.48,35.28,7.84,0,5.88,0,21.56,5.88,0,0,0,0,0,25.48,0,19.6,221.46,15.68,0
