stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  5-6,0,18.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,10.51,2.63,0,34.17,0,0,2.63,0,0,0,0,0,15.77,0,0,0,0,0,0,0,0,0,0,0,42.06,5.26,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,12.59,0,84.97,0,0,15.73,0,0,0,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,204.55,3.15,0,0,100.7,0,0,0,0,12.59,0,0,3.15,0,0,0,0,0
 14-21,0,0,0,21,115,21,15,0,0,0,19,17,2,4,4,0,0,0,0,5,114,0,0,87,214,2,2,2,24,0,0,0,34,5,5,43,315,0,0,6,0,13
 24-34,0.82,0,3.28,0.82,55,1.64,9.85,0,13.95,3.28,13.95,2.46,0,3.28,4.1,0.82,4.1,0,1.64,39.4,164.99,0,1.64,83.73,106.71,0,3.28,2.46,0,0,0,0,0.82,3.28,4.1,7.39,130.52,0,0,22.98,0,34.48
 36-46,0,0,0,0,30.62,0,5.64,0.81,11.28,2.42,8.86,0,0,4.03,1.61,0,6.45,0.81,0,22.56,177.25,0,1.61,38.67,61.23,0,2.42,0,0,0,0,0.81,0,1.61,3.22,0,52.37,0,0,7.25,0,33.84
 48-58,0,0,0,0,25.25,0,7.46,1.72,8.61,8.03,7.46,0,0,4.59,6.89,0.57,12.05,0.57,0,21.23,235.83,0,10.33,29.84,68.28,0,0,1.15,0,0.57,1.15,0,0,0,5.74,0,35,0,1.72,3.44,0.57,30.99
 60-70,0,0,0.98,0,22.58,0,16.69,1.96,21.59,10.8,14.72,0,0,1.96,7.85,0,20.61,0.98,0.98,10.8,359.24,0,16.69,21.59,161.95,0,0,0,0,2.94,0,0,0,0,3.93,0,33.37,0,16.69,6.87,4.91,31.41
 72-82,0,0,0.98,0,17.67,0.98,60.86,2.94,12.76,12.76,22.58,0,0,4.91,24.54,0.98,27.49,2.94,0,12.76,611.58,0.98,31.41,38.28,295.48,0,0,0.98,0,10.8,0.98,0,0,0.98,0.98,0,21.6,0,23.56,6.87,30.43,36.32
 84-94,0,0,0,0,47.79,2.12,48.85,2.12,24.43,10.62,24.43,2.12,0,2.12,25.49,3.19,27.61,1.06,1.06,10.62,361.09,1.06,29.74,26.55,140.19,1.06,2.12,4.25,0,5.31,3.19,0,0,0,3.19,0,10.62,1.06,19.12,13.81,28.68,29.74
 96-106,0,0,0,0,43.71,6.56,40.44,1.09,13.11,9.84,16.39,7.65,0,5.46,36.06,0,51.36,0,0,8.74,339.88,1.09,16.39,19.67,143.16,0,3.28,3.28,0,13.11,0,0,0,0,1.09,0,8.74,1.09,22.95,6.56,31.69,28.41
108-118,0,0,0,0,45.19,1.53,23.74,1.53,34.47,5.36,14.55,0.77,0,0.77,26.81,1.53,45.96,0,0,16.85,328.6,0,8.43,18.38,159.32,0.77,0.77,2.3,0,6.13,0.77,0,0,0,5.36,0,4.6,0,8.43,12.26,19.15,28.34
120,0,0,0,0,25.48,1.96,19.6,0,27.44,3.92,15.68,0,0,0,37.24,0,19.6,3.92,3.92,5.88,178.34,0,7.84,13.72,121.51,0,0,0,0,3.92,0,0,0,3.92,0,0,9.8,0,5.88,21.56,3.92,11.76
