stage,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  5-6,18.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.51,0,0,0,5.26,0,26.29,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,3.15,0,0,0,0,0,12.59,0,0,0,12.59,0,28.32,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,1,0,15,1,0,2,0,0,0,3,0,0,0,0,6,0,1,0,1,2,5,0,2,44,0,0,3,1,0,746,0,3,2,1,14,19,0,0,0,0,0
 24-34,0,1.64,0,29.55,1.64,0,36.12,0,9.03,0.82,4.1,0,0,0,2.46,19.7,0.82,1.64,0.82,0.82,27.09,30.37,0.82,18.06,325.06,1.64,8.21,2.46,0,0,1782.08,0,0,7.39,4.1,10.67,57.46,0,0,8.21,0,1.64
 36-46,0,0,0,9.67,0,0,31.42,2.42,14.5,1.61,8.86,0.81,0.81,0,0,14.5,0,0,0,0,20.95,27.39,0,7.25,214.31,1.61,13.7,3.22,0,0,1991.61,0,0,8.06,0,0,55.59,0,0,4.03,0,1.61
 48-58,0,0,0,10.9,1.72,0,83.2,1.15,34.43,0.57,24.67,0.57,12.62,0,0.57,11.48,0.57,1.15,0.57,0.57,31.56,24.67,0,7.46,203.7,0.57,19.51,1.15,0,0,1654.28,0.57,0,1.15,1.15,0,53.36,0,0,2.87,0,4.02
 60-70,0,0,0,22.58,0,0,64.78,1.96,29.45,0,21.59,0.98,12.76,0.98,0,24.54,1.96,1.96,0,0,22.58,18.65,0,4.91,118.76,0.98,23.56,0,0,0,1448.73,0,0,10.8,0,0,23.56,0.98,0,0.98,0,2.94
 72-82,0,1.96,0,45.16,0.98,0,46.14,0,32.39,0.98,45.16,3.93,4.91,0.98,0,77.55,0.98,0,0.98,0,47.12,22.58,0.98,7.85,79.51,0,74.61,5.89,0,0.98,1248.67,0,0,16.69,1.96,0,10.8,2.94,0,5.89,0.98,2.94
 84-94,0,1.06,3.19,116.82,7.43,0,79.65,3.19,128.51,0,49.92,13.81,14.87,0,3.19,140.19,0,4.25,2.12,0,35.05,40.36,1.06,8.5,62.66,0,74.34,3.19,0,1.06,4093.09,0,0,59.47,3.19,0,20.18,3.19,2.12,2.12,1.06,2.12
 96-106,0,3.28,0,255.73,9.84,2.19,113.66,10.93,135.51,4.37,46.99,29.51,1.09,2.19,8.74,222.94,1.09,2.19,6.56,0,92.89,65.57,1.09,16.39,156.28,0,180.32,19.67,0,0,3643.55,0,0,67.76,8.74,0,21.86,16.39,2.19,6.56,2.19,5.46
108-118,0,0,0,206.04,5.36,1.53,101.11,12.26,207.58,1.53,47.49,14.55,0,1.53,3.06,216,1.53,2.3,3.83,0.77,79.66,67.4,0,21.45,114.89,1.53,114.89,9.19,0,0.77,3411.6,0.77,0,39.83,7.66,0,11.49,9.19,2.3,2.3,2.3,1.53
120,0,0,1.96,113.67,7.84,1.96,43.12,3.92,97.99,0,9.8,7.84,0,0,5.88,113.67,0,1.96,1.96,0,39.2,37.24,0,27.44,68.59,3.92,66.63,9.8,0,0,1789.28,1.96,0,35.28,1.96,0,11.76,7.84,0,0,0,0
