stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,158.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,12.26,288.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,6.13,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,0,0,15.77,0,0,0,23.66,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,212.93,7.89,0,0,76.23,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,12.59,0,0,0,31.47,0,0,0,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,176.23,3.15,0,0,69.23,3.15,3.15,3.15,3.15,0,0,0,0,0,0,0,0
 14-21,0,0,0,2,13,2,0,5,0,0,0,1,0,1,0,0,3,0,0,0,1,10,0,0,6,92,1,0,2,2,1,0,13,4,0,9,28,0,0,0,0,0
 24-34,0,0,0.82,0,4.1,0,0,18.88,0,0,1.64,1.64,0,0,0,0,1.64,0,0,0.82,0.82,16.42,0,0,8.21,150.22,2.46,4.93,1.64,0,9.03,0,0,0.82,0.82,0.82,39.4,0,0,4.93,0,0.82
 36-46,0,0,0,0,2.42,0,0,23.36,0.81,0,0,4.83,0,0,0.81,0.81,0,0,0.81,0,0.81,16.11,0,0.81,3.22,129.71,0,0,0.81,0,6.45,0.81,0,0.81,0,0,45.12,0,0,2.42,0,0
 48-58,0,0,0,0,1.72,0,0,41.31,0,0.57,0.57,12.05,0,0,0,0,0,0,0,1.15,1.72,24.1,0,1.72,4.59,110.17,1.15,0.57,0,0,2.3,0,0,0.57,0.57,0,32.71,0,0,1.72,0,2.3
 60-70,0,0,0,0,2.94,0,0,56.93,0.98,0.98,1.96,6.87,1.96,0,1.96,0,0,0,0,0.98,0,23.56,0,0.98,4.91,98.15,0,0.98,0,0,7.85,0,0,0,0,0,20.61,0,0,0,0,1.96
 72-82,0,0,0.98,0,3.93,0.98,0,42.21,0,0,1.96,13.74,0.98,0,0.98,0,1.96,0.98,3.93,0,0,37.3,0,2.94,2.94,97.18,0.98,0,0,0,1.96,0,0,0.98,1.96,0,6.87,1.96,0,2.94,0.98,0
 84-94,0,0,0,0,5.31,3.19,0,29.74,0,0,5.31,9.56,2.12,0,0,2.12,0,0,0,0,1.06,18.05,0,3.19,3.19,50.98,1.06,2.12,3.19,0,7.43,0,0,2.12,0,0,4.25,1.06,0,4.25,1.06,2.12
 96-106,0,0,1.09,0,4.37,4.37,1.09,27.32,1.09,0,0,9.84,2.19,0,2.19,4.37,1.09,2.19,0,0,0,9.84,0,1.09,4.37,31.69,0,1.09,2.19,0,16.39,0,0,0,0,0,1.09,0,1.09,3.28,1.09,4.37
108-118,0,0,1.53,0,7.66,0.77,0,13.79,0.77,0.77,1.53,5.36,1.53,0,0,1.53,1.53,2.3,0,1.53,0.77,16.85,2.3,0.77,3.83,43.66,0.77,2.3,3.83,0,11.49,0,0,0,0.77,0,0.77,0.77,0.77,0,0,0.77
120,0,0,0,0,5.88,1.96,1.96,11.76,0,1.96,0,9.8,0,0,0,0,0,0,0,0,0,15.68,0,0,5.88,43.12,1.96,0,0,0,9.8,0,0,1.96,0,0,1.96,0,0,0,1.96,3.92
