stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
 14-21,0,1,0,6,490,137,27,0,1,0,9,20,1,1,0,13,0,0,0,2,95,0,0,86,316,12,0,9,57,0,49,4,127,6,2,112,153,0,0,61,0,3
 24-34,0,0,0,4.1,96.86,23.8,25.45,0,13.13,6.57,24.63,4.93,0.82,4.93,1.64,14.78,0,7.39,0,1.64,212.6,6.57,0.82,93.58,340.66,9.85,4.1,4.93,0,2.46,77.98,0,0.82,7.39,0,27.91,143.65,0,0,233.94,0,7.39
 36-46,0,0,0,0,15.31,1.61,17.72,0,6.45,5.64,37.87,4.03,0,7.25,2.42,3.22,0,3.22,1.61,0.81,215.92,0.81,4.03,61.23,182.89,4.03,3.22,1.61,0,0,41.89,1.61,0,2.42,0,0,106.35,0,0.81,125.68,0,2.42
 48-58,0,0,0,0,8.03,0,22.38,0,8.61,16.07,51.07,1.15,5.16,4.59,2.87,1.15,0.57,1.15,0.57,1.15,234.11,2.87,5.16,44.76,140.58,3.44,2.3,4.02,0,0,33.85,0,0,0.57,0,0,87.22,0,0.57,86.64,0,2.3
 60-70,0.98,0,0,0,10.8,0.98,26.5,0.98,13.74,13.74,127.6,4.91,2.94,5.89,6.87,1.96,0,5.89,0.98,0.98,275.81,0,5.89,36.32,90.3,0.98,2.94,2.94,0,2.94,59.87,0,0,0.98,0,0,41.22,0,8.83,71.65,2.94,2.94
 72-82,0,0,1.96,0,28.47,0,49.08,0.98,10.8,19.63,263.09,12.76,2.94,4.91,11.78,8.83,0.98,4.91,0.98,0,493.78,11.78,17.67,55.95,101.11,1.96,8.83,4.91,0,3.93,64.79,0,0,0.98,0.98,0,31.41,0.98,9.82,100.13,8.83,0.98
 84-94,0,0,0,1.06,52.04,1.06,36.11,2.12,40.36,19.12,180.55,60.54,3.19,7.43,25.49,18.05,4.25,7.43,1.06,1.06,358.97,9.56,13.81,36.11,87.09,1.06,15.93,7.43,0,4.25,209.22,0,0,2.12,1.06,0,15.93,2.12,8.5,111.51,9.56,5.31
 96-106,0,0,4.37,0,59.01,1.09,39.34,3.28,38.25,18.58,197.81,40.44,0,10.93,39.34,17.49,6.56,18.58,4.37,0,349.71,14.21,19.67,30.6,103.82,4.37,26.23,8.74,0,5.46,180.32,0,0,2.19,1.09,0,17.49,3.28,7.65,124.58,19.67,2.19
108-118,0,0,0.77,0.77,54.38,2.3,20.68,0.77,38.3,11.49,166.21,53.62,0,7.66,23.74,22.21,3.06,11.49,4.6,0.77,301.79,1.53,7.66,32.17,88.85,9.96,17.62,5.36,0,9.96,108.77,0,0,4.6,0,0,8.43,4.6,3.06,79.66,9.96,6.89
120,0,0,0,1.96,56.83,0,25.48,1.96,29.4,7.84,101.91,47.03,0,3.92,23.52,9.8,1.96,9.8,0,0,197.94,1.96,7.84,19.6,64.67,11.76,7.84,3.92,0,3.92,150.9,0,0,0,0,0,9.8,5.88,5.88,97.99,9.8,1.96
