stage,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,210.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,0,0,0,0,0,0,0,0,0
  5-6,61.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,7.89,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,28.92,2.63,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,6.29,0,3.15,0,0,0,15.73,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,50.35,0,0,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0
 14-21,0,0,1,4,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,3,29,0,0,0,0,0,1,2,0,0,8,12,0,0,0,0,0
 24-34,0,0,0,1.64,0,0,3.28,0,0,1.64,2.46,0,0,0,0,12.31,0,0,0,0,12.31,2.46,0,6.57,116.56,2.46,9.85,0.82,0,0,10.67,0,0,0.82,2.46,27.09,0,0,0,0,0.82
 36-46,0,0,0,0.81,0,0,25.78,0.81,0,3.22,7.25,0.81,0,0,0,4.03,0,0,0,0,20.95,4.03,0,3.22,183.69,0,15.31,0,0,0,15.31,0,0.81,2.42,0,23.36,0,0,1.61,0,0
 48-58,0,0,0,1.15,0,0,104.43,0,0,4.59,5.16,0.57,0,0,0,2.3,1.72,0.57,0,0,23.53,2.87,0,3.44,262.8,0.57,14.92,0.57,0,0,3.44,0,0,0.57,0,43.61,0,0,0,0,1.15
 60-70,0,0,0,3.93,0,0,334.7,0,1.96,0.98,10.8,0.98,0.98,0.98,0,6.87,0,0.98,0.98,1.96,27.48,3.93,0.98,2.94,459.35,0.98,9.82,0.98,0,0,7.85,0,0,0.98,0,60.85,0,0,0,0,1.96
 72-82,0,0.98,0,2.94,1.96,0,463.34,2.94,0,5.89,27.49,10.8,1.96,0.98,0,5.89,0,1.96,0,0.98,84.42,1.96,3.93,6.87,485.92,0,19.63,1.96,0,0,3.93,0,0,0,0,39.27,0.98,1.96,2.94,8.83,3.93
 84-94,0,0,0,5.31,1.06,0,238.96,1.06,2.12,8.5,12.74,5.31,1.06,1.06,1.06,20.18,0,0,0,2.12,59.47,7.43,6.37,6.37,241.08,0,11.68,2.12,0,1.06,29.74,0,2.12,1.06,0,16.99,7.43,2.12,1.06,15.93,4.25
 96-106,0,1.09,0,8.74,1.09,1.09,203.27,2.19,0,6.56,19.67,16.39,0,0,4.37,10.93,0,1.09,1.09,3.28,60.11,6.56,3.28,6.56,204.36,0,18.58,1.09,0,1.09,15.3,0,2.19,1.09,0,13.11,7.65,4.37,2.19,17.49,4.37
108-118,0,0,0,10.72,0,0,168.51,0.77,1.53,12.26,20.68,13.79,0,0.77,0.77,14.55,0,0.77,0,2.3,47.49,4.6,0.77,3.83,254.3,0,13.79,1.53,0,1.53,16.85,0,0,0.77,0,8.43,5.36,1.53,2.3,6.89,1.53
120,0,0,0,21.56,1.96,3.92,154.82,5.88,0,9.8,23.52,13.72,0,1.96,0,11.76,1.96,5.88,0,3.92,56.83,1.96,1.96,1.96,362.56,0,15.68,1.96,0,1.96,13.72,0,1.96,0,0,11.76,7.84,5.88,0,11.76,5.88
