stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,13.18,342.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.25,0,0,0,0,0,0,0,0,0,0,0
  5-6,6.13,122.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.69,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,7.89,2.63,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241.84,0,0,0,52.57,0,15.77,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,0,3.15,3.15,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.91,0,0,0,9.44,0,6.29,3.15,0,0,0,3.15,0,0,0,0,0,0
 14-21,0,0,0,36,0,0,4,0,0,0,0,0,0,2,0,4,0,0,0,0,1,1,0,10,8,2,0,4,0,0,1,0,10,1,5,62,7,0,0,0,0,0
 24-34,0,0,0.82,13.13,0.82,0,4.93,0,4.1,6.57,0,2.46,0,0,1.64,10.67,0.82,0,0.82,7.39,2.46,0.82,0,6.57,13.95,0,2.46,1.64,0,0,12.31,0,0,5.75,4.1,24.63,8.21,0,0,0,0,8.21
 36-46,0,0,0,8.86,0,0,3.22,0.81,4.03,7.25,0,1.61,0,0,0.81,3.22,0,0,0,12.09,1.61,0,1.61,4.83,26.59,0,0,0.81,0,0,6.45,0,0,0.81,1.61,0.81,12.89,0,0,0,0,13.7
 48-58,0,0,0,3.44,0,0,4.02,2.3,2.3,9.18,0,0,0,1.15,1.15,4.02,0,0,0,6.89,2.87,2.3,0,4.59,7.46,0.57,0,0,0,0,5.74,0,0,0,0,0,5.16,0,0,0,0,8.61
 60-70,0,0,0,4.91,0,0,31.41,4.91,6.87,12.76,1.96,1.96,0.98,0,0.98,0.98,1.96,0.98,0.98,5.89,5.89,0.98,0.98,0.98,22.58,0,0,0,0,0,11.78,0,0,0,0,0,4.91,0,0,0,0,6.87
 72-82,0,0,0,10.8,8.83,0,36.32,2.94,3.93,26.5,1.96,0,0,0,1.96,2.94,0.98,0,0,6.87,9.82,0,0,3.93,18.65,0.98,0,3.93,0,0,12.76,0,0,0.98,0,0,2.94,0.98,1.96,0,1.96,2.94
 84-94,0,0,0,20.18,5.31,0,18.05,1.06,10.62,15.93,1.06,5.31,0,0,2.12,10.62,7.43,0,1.06,14.87,14.87,0,1.06,2.12,13.81,1.06,0,2.12,0,0,31.86,0,0,0,0,0,1.06,2.12,1.06,0,1.06,14.87
 96-106,0,0,0,18.58,14.21,0,19.67,2.19,2.19,9.84,6.56,4.37,0,0,5.46,2.19,6.56,0,0,7.65,16.39,1.09,2.19,5.46,13.11,0,1.09,7.65,0,2.19,21.86,0,0,1.09,0,0,1.09,1.09,0,0,2.19,8.74
108-118,0,0,0,24.51,4.6,2.3,19.15,2.3,8.43,9.96,3.83,5.36,0,0,6.89,5.36,8.43,1.53,0.77,6.89,16.85,2.3,0,3.83,11.49,1.53,0,3.06,0,2.3,20.68,0,0,1.53,0,0,0.77,1.53,0,0.77,0,6.89
120,0,0,0,29.4,13.72,0,19.6,3.92,9.8,13.72,0,3.92,0,0,1.96,1.96,7.84,1.96,0,7.84,5.88,3.92,5.88,1.96,11.76,1.96,0,1.96,0,1.96,19.6,0,0,3.92,0,0,0,0,1.96,0,0,0
