stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,13.18,448.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.53,0,0,0,0,0,0,0,0,0,0,0
  5-6,30.65,563.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.39,0,0,0,18.39,0,36.78,0,0,0,0,0,0,0,0,0,0,0
  7-9,10.51,5.26,0,7.89,0,0,28.92,0,0,0,0,0,18.4,0,0,0,0,0,0,0,0,0,0,0,218.18,7.89,0,0,107.78,0,2.63,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,9.44,0,3.15,28.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264.35,9.44,0,0,66.09,0,0,3.15,0,15.73,0,0,0,0,0,0,0,0
 14-21,0,0,0,5,42,3,11,0,0,0,4,0,0,0,0,0,0,0,0,0,12,0,0,7,142,3,0,2,3,0,6,0,14,0,1,13,58,0,0,1,0,1
 24-34,0,0,0,2.46,9.03,0.82,29.55,0,0.82,0,4.1,0,0,0.82,1.64,1.64,0,3.28,0,0.82,32.01,2.46,0,15.6,288.12,2.46,4.1,1.64,0,0,45.15,0,0,0.82,0.82,6.57,81.26,0,0,9.03,0,3.28
 36-46,0,0,0,0,4.83,0.81,23.36,0,0,0,9.67,1.61,0,0,0.81,0.81,0,0.81,0,0.81,19.34,0.81,0,8.86,207.86,0,1.61,1.61,0,0,29,0,0,0,0,0,45.12,0,0,5.64,0,4.83
 48-58,0,0,0,0,4.02,0,65.41,0,0.57,2.3,21.8,0.57,0,0.57,0,0,0,1.15,1.72,2.3,44.18,1.72,2.3,11.48,231.82,1.15,3.44,0.57,0,0,18.36,0,0,0,0,0,57.38,0,0,4.59,0,2.87
 60-70,0,0,0,0,8.83,0.98,58.89,0,2.94,2.94,22.58,0.98,0,0.98,0.98,0.98,0.98,0.98,0,1.96,39.26,0.98,0.98,11.78,201.21,0.98,1.96,3.93,0,0,19.63,0,0,1.96,0,0,41.22,0,1.96,3.93,0,1.96
 72-82,0,0,0.98,0,4.91,1.96,101.11,0,0,5.89,47.12,2.94,0,1.96,4.91,0,0.98,0,0,0,67.73,0.98,1.96,4.91,233.64,0.98,1.96,1.96,0,1.96,23.56,0,0,0,0.98,0,22.58,0.98,2.94,7.85,1.96,3.93
 84-94,0,0,0,0,22.3,1.06,66.91,0,2.12,0,26.55,3.19,0,3.19,8.5,1.06,5.31,1.06,0,1.06,39.3,1.06,4.25,7.43,152.93,0,4.25,2.12,0,1.06,59.47,0,0,0,0,0,19.12,0,4.25,2.12,1.06,0
 96-106,0,0,0,0,25.14,1.09,69.94,1.09,4.37,6.56,26.23,6.56,0,2.19,13.11,3.28,1.09,3.28,0,0,51.36,0,2.19,10.93,116.93,2.19,4.37,7.65,0,1.09,33.88,0,0,1.09,0,0,8.74,2.19,2.19,7.65,1.09,5.46
108-118,0,0,0,0,16.09,3.83,33.7,2.3,4.6,3.06,22.98,2.3,0,1.53,3.06,5.36,2.3,0.77,3.06,3.06,42.89,1.53,1.53,13.02,128.68,1.53,3.83,2.3,0,1.53,25.28,0,0,0.77,0,0,7.66,1.53,0.77,8.43,0.77,4.6
120,0,0,1.96,0,21.56,1.96,25.48,1.96,5.88,0,15.68,0,0,3.92,5.88,3.92,0,0,1.96,0,25.48,0,1.96,5.88,88.19,1.96,3.92,3.92,0,0,29.4,0,0,0,0,0,7.84,1.96,1.96,7.84,0,0
