stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,65.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,85.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,5.26,2.63,0,7.89,0,0,0,44.69,0,0,0,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0,218.18,0,0,0,70.98,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,12.59,0,12.59,0,0,0,44.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333.58,3.15,0,0,198.26,0,0,0,9.44,0,0,0,0,0,0,0,0
 14-21,0,0,0,1,18,6,0,13,0,0,0,1,0,0,0,0,1,0,0,0,0,14,0,0,7,195,1,0,1,7,0,1,31,2,0,37,43,0,0,1,0,0
 24-34,0,0,0,1.64,4.1,1.64,0,38.58,0,0.82,0,4.1,2.46,0,0,0,0,0,0.82,0.82,0,21.34,0,0,11.49,270.06,0.82,1.64,4.93,0,0,0.82,0,3.28,0,9.85,55,0,0,2.46,0,0.82
 36-46,0,0,0,0,2.42,0.81,0,41.89,0,0,1.61,8.06,0.81,0,0,0,0.81,0,0,0,0,19.34,0,0.81,4.03,148.24,0,1.61,0,0,0,0,0,3.22,0,0,32.23,0,0,2.42,0,0
 48-58,0,0,0,0,3.44,0,0,55.09,0.57,0,1.72,9.18,0,0,0.57,0.57,0,0,0,1.72,0.57,17.79,0,1.15,4.59,109.02,1.15,1.15,1.15,0,0,1.15,0,1.72,0,0,17.79,0,0,2.3,0,0.57
 60-70,0,0,0,0,1.96,0.98,0,64.78,0,0,0,7.85,1.96,0,0,0,0,0.98,0,0,0,17.67,0,0.98,6.87,93.24,0,0,0,0,0,1.96,0,0.98,0.98,0,14.72,0,2.94,0,0,0.98
 72-82,0,0,0,0,4.91,0.98,0,54.97,0.98,0,0.98,17.67,0,0,0.98,1.96,0.98,0,0.98,0,0,35.34,0.98,0,16.69,106.02,0,0.98,0.98,0,0,3.93,0,2.94,0,0,6.87,0,0.98,0,1.96,0
 84-94,0,0,0,1.06,6.37,3.19,0,38.23,0,1.06,2.12,9.56,0,0,1.06,1.06,1.06,1.06,2.12,2.12,2.12,28.68,0,2.12,9.56,47.79,0,1.06,3.19,0,0,12.74,0,3.19,0,0,1.06,1.06,0,8.5,3.19,2.12
 96-106,0,0,0,0,9.84,2.19,0,21.86,0,4.37,3.28,12.02,3.28,0,3.28,2.19,0,1.09,2.19,0,0,29.51,0,1.09,9.84,66.66,0,2.19,8.74,0,1.09,2.19,0,3.28,0,0,1.09,0,3.28,4.37,3.28,4.37
108-118,0,0,0.77,0,13.02,2.3,0.77,22.98,0.77,4.6,2.3,20.68,3.06,0,0,2.3,1.53,2.3,0.77,3.06,0.77,32.94,1.53,0,15.32,77.36,3.06,0,2.3,0,0.77,7.66,0,4.6,2.3,0,2.3,0.77,0,3.06,0.77,2.3
120,1.96,0,0,0,23.52,0,0,35.28,0,1.96,0,23.52,1.96,0,0,3.92,1.96,1.96,0,5.88,0,25.48,0,1.96,11.76,60.75,0,0,3.92,0,0,9.8,0,9.8,0,0,1.96,0,1.96,0,0,1.96
