stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,395.34,6549.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395.34,0,0,0,0,0,0,0,0,0,0,0
  5-6,318.74,4198.8,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.2,6.13,0,0,55.17,0,98.07,0,0,0,0,0,0,0,0,0,0,0
  7-9,44.69,47.32,0,105.15,0,0,0,157.72,0,0,0,0,0,73.6,0,0,0,0,0,0,0,0,0,0,0,1645.57,57.83,0,0,541.51,0,18.4,13.14,0,0,0,0,0,0,0,0,0,0
 10-12,0,122.73,0,154.2,0,3.15,0,220.29,0,0,0,0,0,147.91,0,0,0,0,0,3.15,0,0,0,0,0,3184.73,188.82,0,0,1384.67,0,12.59,25.18,15.73,147.91,0,50.35,9.44,0,0,0,0,0
 14-21,2,2,10,113,2612,779,0,1200,0,24,0,131,67,167,22,44,133,6,10,43,50,667,22,0,558,8152,539,48,144,244,0,335,21,1431,206,520,3585,2725,0,0,97,0,57
 24-34,0,0,16.42,77.98,1277.25,564.75,0,2082.51,226.56,100.97,25.45,177.3,30.37,27.91,21.34,120.67,218.35,27.91,66.49,82.09,114.92,1155.77,75.52,3.28,564.75,8548.4,176.48,145.29,160.89,0.82,0.82,715.79,2.46,10.67,145.29,270.06,938.24,2255.71,0,0,286.48,0,160.07
 36-46,0.81,0,8.86,12.09,569.61,148.24,0,2364.64,472.93,70.9,71.7,311.79,33.84,4.03,24.98,140.99,98.29,37.06,44.31,67.68,79.76,1087.65,44.31,13.7,402.83,7663.53,116.82,114.41,83.79,0,1.61,530.94,5.64,8.86,102.32,218.34,37.87,1965.83,0,2.42,161.94,0.81,89.43
 48-58,1.72,0,6.31,8.61,566.35,60.25,0,3328.64,451.58,130.25,79.76,639.79,63.12,8.61,33.28,132.55,57.38,55.09,44.18,68.86,52.79,1553.86,41.89,51.64,405.11,6549.98,69.43,74.02,101.56,0,5.74,457.9,0.57,0.57,55.09,179.6,0,1489.6,0,4.59,155.5,2.3,95.83
 60-70,1.96,0,7.85,0.98,477.02,77.54,4.91,3895.66,341.57,92.26,89.32,715.53,143.3,11.78,20.61,155.08,74.6,107.97,47.11,97.17,28.46,1751.04,37.3,71.65,265.01,5955.88,31.41,70.67,90.3,0.98,13.74,373.96,0.98,0.98,68.71,118.76,0,827.42,8.83,37.3,140.36,22.58,71.65
 72-82,0,0,41.23,2.94,653.79,166.88,65.77,3882.47,248.36,101.11,124.67,977.74,349.47,10.8,39.27,261.12,150.19,93.26,80.5,206.15,29.45,2210.7,64.79,86.39,361.25,5465.89,33.38,128.6,153.14,0.98,15.71,544.82,1.96,0,103.07,70.68,0,441.75,46.14,73.62,241.49,59.88,68.72
 84-94,1.06,0,43.54,12.74,1119.39,194.35,131.69,3137.26,402.51,175.24,110.45,703.07,636.16,15.93,26.55,314.36,270.82,129.57,127.44,566.07,60.54,1732.18,74.34,91.34,302.68,3244.52,48.85,149.75,203.91,0,15.93,1764.04,0,0,228.34,125.32,0,296.31,168.86,71.16,228.34,62.66,47.79
 96-106,0,0,46.99,16.39,1391.19,312.55,207.64,2561.63,640.41,209.83,87.43,747.51,831.66,0,52.46,425.12,299.44,86.33,160.65,852.42,50.27,1380.27,96.17,56.83,313.65,2834.84,52.46,236.05,245.89,1.09,20.76,2305.91,5.46,0,217.48,125.68,0,145.35,180.32,57.92,299.44,79.78,75.41
108-118,1.53,0,32.17,24.51,1281.46,282.64,309.45,1972.35,466.47,250.47,76.6,617.37,823.41,0,26.81,330.9,293.36,95.75,102.64,1584.01,53.62,1158.9,74.3,37.53,336.26,3585.47,55.92,158.55,191.49,0,22.98,2152.36,1.53,0,203.75,112.6,0,102.64,155.49,30.64,223.66,52.85,62.81
120,1.96,0,17.64,5.88,885.82,278.29,139.14,1293.46,250.85,135.23,72.51,542.86,576.18,0,15.68,358.64,160.7,54.87,72.51,874.06,23.52,881.9,54.87,39.2,348.84,3194.45,41.16,94.07,145.02,0,15.68,1175.87,1.96,1.96,137.18,47.03,0,109.75,54.87,25.48,184.22,29.4,27.44
