stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,26.36,52.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,0,0,0,0,0,0,0,0,0
  5-6,6.13,104.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,6.13,0,6.13,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,2.63,0,7.89,0,0,0,7.89,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,57.83,0,0,0,15.77,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,6.29,0,0,0,12.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.26,0,0,0,28.32,0,0,0,0,0,3.15,3.15,0,0,0,0,0
 14-21,0,0,1,1,13,0,0,6,0,0,0,1,1,0,0,0,1,0,0,0,0,7,0,0,8,80,0,0,0,2,0,0,0,18,3,15,29,0,0,2,0,0
 24-34,0,0,0,0.82,8.21,0.82,0,18.88,0,3.28,0,0.82,0.82,0,0.82,0,0,0.82,0.82,1.64,0.82,9.85,0.82,0.82,10.67,92.76,2.46,0.82,1.64,0,0.82,9.03,0,0.82,1.64,2.46,30.37,0,0,4.1,0,0
 36-46,0,0,0,0,4.03,0.81,0,15.31,0,1.61,0.81,4.83,0,0,0.81,0,0,0,0,0.81,0.81,14.5,0,0.81,8.86,62.04,0.81,0.81,1.61,0,0,2.42,0,0,0.81,0,20.14,0,0,0,0,1.61
 48-58,0,0,0.57,0,2.3,0.57,0,18.36,0.57,2.3,0.57,8.03,0.57,0.57,0.57,0,1.15,1.15,0,1.15,0.57,13.77,0.57,0,2.3,39.02,0,0.57,1.15,0,0,1.72,0,0,0,0,16.07,0,0,1.72,0,1.72
 60-70,0,0,0,0,7.85,1.96,0,26.5,0.98,0,1.96,16.69,0.98,0,0.98,0,0,0,1.96,0,0.98,20.61,0,0.98,3.93,22.58,0,2.94,1.96,0,0.98,0.98,0,0,0,0,7.85,0,0,0.98,0.98,3.93
 72-82,0,0,0.98,0,5.89,2.94,0,37.3,0,0.98,0.98,45.16,1.96,0,0.98,0.98,0,0,1.96,0.98,0,52.03,3.93,0,2.94,37.3,0,0.98,1.96,0,0,4.91,0,0,0.98,0,3.93,0,1.96,2.94,0.98,0
 84-94,0,0,0,0,10.62,3.19,0,18.05,0,7.43,1.06,22.3,1.06,0,1.06,1.06,0,2.12,2.12,0,3.19,26.55,1.06,2.12,1.06,21.24,3.19,1.06,3.19,0,0,11.68,0,0,0,0,2.12,0,0,3.19,2.12,1.06
 96-106,0,0,1.09,0,19.67,4.37,0,24.04,0,1.09,1.09,24.04,3.28,0,0,2.19,2.19,1.09,2.19,0,0,29.51,0,2.19,2.19,24.04,1.09,2.19,6.56,0,1.09,4.37,1.09,0,0,0,4.37,4.37,2.19,5.46,2.19,3.28
108-118,0,0,0,0,11.49,2.3,1.53,23.74,0.77,4.6,3.06,22.98,2.3,0,0,1.53,2.3,3.06,0,0.77,1.53,39.06,0,0,5.36,35.23,5.36,1.53,6.89,0,0.77,3.06,0,0,0,0,2.3,0.77,1.53,3.06,1.53,1.53
120,0,0,0,0,11.76,3.92,0,17.64,1.96,7.84,3.92,13.72,3.92,0,0,5.88,5.88,1.96,3.92,0,1.96,23.52,0,1.96,1.96,23.52,0,5.88,1.96,0,3.92,0,0,0,1.96,0,5.88,3.92,0,7.84,0,0
