stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,118.6,2424.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.78,0,0,0,0,0,0,0,0,0,0,0
  5-6,220.67,2120.85,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,98.07,30.65,0,0,24.52,0,110.33,0,0,0,0,0,0,0,0,0,0,0
  7-9,97.26,89.38,0,173.5,0,0,0,383.79,0,0,0,0,0,107.78,0,0,0,0,0,0,0,0,0,0,0,2652.37,160.35,0,0,972.62,0,39.43,5.26,0,0,0,0,0,0,0,0,0,0
 10-12,3.15,141.61,0,283.23,0,28.32,0,358.75,0,0,0,0,0,166.79,0,0,0,0,0,0,0,0,0,0,0,3851.89,182.52,0,0,1435.02,0,37.76,18.88,9.44,198.26,0,9.44,3.15,0,0,0,0,0
 14-21,0,0,5,29,750,244,0,223,0,9,0,44,24,47,8,6,24,0,2,4,6,234,4,0,188,1619,157,6,62,68,0,498,8,383,51,50,581,583,0,0,38,0,4
 24-34,0,0.82,2.46,16.42,304.54,100.14,0,316.03,0.82,31.19,8.21,68.95,5.75,4.93,16.42,28.73,37.76,5.75,13.95,9.03,24.63,334.09,18.06,0.82,213.42,1570.3,56.64,10.67,46.79,0,0,998.98,0.82,3.28,30.37,15.6,104.25,403.04,0,0,132.16,0,22.16
 36-46,0,0,1.61,0.81,91.85,24.98,0,215.92,4.03,24.17,14.5,67.68,4.83,0,12.89,24.98,6.45,7.25,11.28,4.03,19.34,330.32,16.11,7.25,115.21,782.3,33.03,8.86,20.14,0,0,812.11,1.61,0.81,20.14,7.25,2.42,231.23,0,0.81,66.87,0,20.14
 48-58,0.57,0,0.57,1.72,92.96,50.49,0,239.85,7.46,32.71,28.12,125.09,8.03,3.44,15.49,35.58,10.33,11.48,14.35,8.61,14.35,520.44,14.92,9.18,106.15,399.37,20.08,6.89,26.4,0,2.3,674.79,0,0,9.18,4.02,0,140.01,0,2.87,57.38,0,21.23
 60-70,0,0,1.96,0,108.95,36.32,0,143.3,6.87,32.39,26.5,138.39,23.56,3.93,7.85,20.61,6.87,19.63,14.72,2.94,9.82,550.63,11.78,28.46,53.98,208.08,17.67,5.89,22.58,0,1.96,513.34,0,0,3.93,0.98,0,37.3,3.93,10.8,53,2.94,11.78
 72-82,0,0,6.87,0,195.35,85.4,6.87,145.29,6.87,42.21,45.16,201.24,88.35,5.89,19.63,69.7,45.16,15.71,21.6,14.72,10.8,938.47,28.47,37.3,94.24,245.42,15.71,9.82,36.32,0,5.89,661.64,0.98,0,23.56,0.98,0,19.63,10.8,25.52,89.33,19.63,10.8
 84-94,0,0,11.68,3.19,371.71,117.89,16.99,182.67,7.43,87.09,33.99,121.07,133.82,6.37,13.81,88.15,72.22,25.49,33.99,52.04,14.87,637.22,29.74,33.99,98.77,196.48,21.24,10.62,40.36,0,7.43,1736.43,0,0,42.48,0,0,15.93,36.11,21.24,106.2,21.24,6.37
 96-106,0,0,6.56,1.09,383.59,144.26,5.46,153,5.46,108.19,22.95,131.14,154.09,1.09,34.97,147.53,69.94,19.67,45.9,42.62,10.93,602.16,33.88,36.06,78.68,201.08,20.76,26.23,57.92,0,7.65,1545.29,1.09,0,38.25,2.19,0,12.02,28.41,19.67,148.63,36.06,15.3
108-118,0,0,4.6,5.36,310.22,97.28,14.55,121.02,6.13,104.94,23.74,104.17,114.89,0,9.19,98.81,72.77,28.34,32.94,36.77,11.49,490.98,25.28,25.28,70.47,242.81,22.98,23.74,54.38,0,6.89,1250.05,0.77,0,24.51,6.13,0,5.36,33.7,13.02,101.87,14.55,20.68
120,0,0,3.92,1.96,264.57,99.95,3.92,103.87,3.92,68.59,25.48,96.03,84.27,0,9.8,127.39,37.24,17.64,15.68,15.68,5.88,327.28,27.44,11.76,50.95,221.46,31.36,15.68,33.32,0,3.92,787.83,1.96,0,21.56,1.96,0,1.96,19.6,11.76,86.23,17.64,1.96
