stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,355.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,165.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,5.26,7.89,0,28.92,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.81,2.63,0,0,65.72,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,6.29,0,28.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,443.72,3.15,0,0,47.2,0,0,0,0,0,0,6.29,0,0,0,0,0
 14-21,0,0,8,10,132,3,0,34,0,0,0,24,3,1,0,1,5,0,1,0,3,13,0,0,6,883,4,60,28,2,0,4,1,0,1,4,484,0,0,0,0,1
 24-34,0,0,6.57,0.82,45.97,0.82,0,128.87,0,6.57,0,15.6,0,0.82,0,0.82,7.39,0,1.64,1.64,10.67,16.42,1.64,0,8.21,2611.96,1.64,150.22,32.83,0,0,11.49,0,0.82,1.64,2.46,427.67,0,0,5.75,0,0
 36-46,0,0,5.64,0,18.53,2.42,0,299.71,0.81,0.81,0.81,32.23,0.81,0,0.81,0.81,3.22,0,2.42,0.81,1.61,20.14,0,0,7.25,4324.83,0.81,110.38,8.86,0,0,11.28,0,1.61,0,0,777.47,0,0,2.42,0,0
 48-58,0.57,0,4.02,0,18.36,2.3,0,458.47,0.57,0.57,0,59.68,2.3,0,0.57,0.57,1.15,0.57,1.72,1.15,1.15,39.02,1.72,0,6.31,3519.15,0,79.19,6.31,0,0,5.74,0,1.72,0.57,0,587.58,0,0,1.72,0,1.72
 60-70,0,0,6.87,0,14.72,2.94,0,425,0,0.98,0.98,44.17,16.69,0,0,0.98,0.98,0.98,2.94,2.94,0,20.61,0,0,4.91,2180.94,1.96,51.04,7.85,0,0,5.89,0,1.96,0.98,0,197.29,0,0,0.98,0,0.98
 72-82,0,0,45.16,0,39.27,5.89,0,514.39,0,0.98,1.96,70.68,23.56,0,2.94,4.91,0.98,1.96,6.87,0.98,0,51.05,0.98,3.93,4.91,2215.61,1.96,102.09,14.72,0,2.94,4.91,0.98,0.98,0,0,113.87,12.76,1.96,3.93,1.96,1.96
 84-94,0,0,46.73,0,60.54,1.06,0,402.51,3.19,1.06,2.12,58.41,39.3,1.06,2.12,2.12,0,3.19,16.99,7.43,1.06,36.11,0,2.12,2.12,1328.61,2.12,101.96,15.93,0,0,2.12,0,2.12,0,0,72.22,16.99,6.37,4.25,1.06,0
 96-106,0,0,55.74,0,74.31,5.46,1.09,313.65,4.37,6.56,0,63.39,71.04,0,0,7.65,3.28,0,14.21,3.28,0,51.36,0,1.09,5.46,1127.82,2.19,190.16,10.93,0,1.09,6.56,4.37,0,0,0,31.69,43.71,0,8.74,2.19,1.09
108-118,0,0,30.64,0,26.81,0.77,2.3,192.26,1.53,3.83,0.77,44.43,35.23,0,0.77,2.3,1.53,1.53,10.72,1.53,0,20.68,0,2.3,0,1427.75,1.53,124.85,3.83,0,0,11.49,0,1.53,0,0,22.98,41.36,0,3.06,1.53,0
120,0,0,17.64,0,45.08,5.88,0,207.74,0,0,1.96,35.28,25.48,0,0,7.84,3.92,1.96,3.92,0,0,13.72,0,0,3.92,1083.76,1.96,52.91,7.84,0,0,5.88,0,0,0,0,17.64,13.72,0,0,0,1.96
