stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,13.18,685.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.89,0,0,0,0,0,0,0,0,0,0
  5-6,18.39,281.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,55.17,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,2.63,0,5.26,0,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149.84,10.51,0,0,39.43,0,2.63,7.89,0,0,0,0,0,0,0,0,0
 10-12,0,6.29,0,3.15,0,0,0,12.59,0,0,0,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,125.88,6.29,0,0,44.06,0,3.15,3.15,0,3.15,0,0,0,0,0,0,0
 14-21,0,0,0,0,30,3,0,8,0,1,0,2,1,0,2,0,2,0,0,0,0,9,0,0,11,121,2,3,1,3,0,22,0,10,0,22,46,0,0,1,0,0
 24-34,0,0,1.64,0,12.31,1.64,0,26.27,0,0.82,0,3.28,0.82,0,0.82,0.82,0.82,0,0,0.82,1.64,12.31,0,0,4.93,231.48,3.28,3.28,3.28,0,0,105.89,0,0,0.82,4.1,66.49,0,0,6.57,0,0
 36-46,0,0,0,0,8.86,0.81,0,57.2,0.81,0.81,0,16.11,2.42,0,3.22,0,0.81,0,0,0,0.81,29,0,0,5.64,223.17,0.81,7.25,0.81,0,0,106.35,0,0,0,0,64.45,0,0,5.64,0,0
 48-58,0,0,0,0,6.31,0,0,106.73,1.15,1.72,0,18.36,0,0.57,0.57,0.57,1.15,0,1.15,0,0,29.84,3.44,1.72,4.02,138.29,0.57,1.72,2.87,0,0,106.73,0,0,0,0,38.44,0,0,3.44,0,0.57
 60-70,0,0,0,0,5.89,0.98,0,115.82,1.96,2.94,1.96,15.7,0,0,0,0,2.94,0.98,2.94,0,0,33.37,0.98,0.98,3.93,154.1,0,1.96,1.96,0,0,88.34,0,0,0,0,28.46,0,0.98,3.93,0,0
 72-82,0,0,0.98,0,8.83,5.89,0,89.33,0.98,3.93,2.94,26.5,0,0,1.96,2.94,0.98,0.98,1.96,0,0,69.7,1.96,1.96,10.8,130.56,1.96,4.91,5.89,0,0.98,124.67,0,0,0,0,6.87,1.96,0.98,10.8,0,0
 84-94,1.06,0,1.06,0,11.68,4.25,1.06,63.72,2.12,7.43,1.06,20.18,4.25,2.12,1.06,4.25,5.31,3.19,0,1.06,4.25,48.85,1.06,1.06,3.19,80.71,4.25,2.12,5.31,0,0,314.36,0,0,1.06,0,5.31,2.12,2.12,4.25,1.06,3.19
 96-106,0,0,2.19,0,17.49,8.74,0,56.83,0,7.65,1.09,16.39,3.28,0,1.09,5.46,13.11,1.09,4.37,0,0,34.97,5.46,2.19,3.28,66.66,2.19,4.37,7.65,0,1.09,271.03,0,0,1.09,0,4.37,0,2.19,8.74,3.28,2.19
108-118,0,0,0,0,21.45,6.13,1.53,52.09,1.53,8.43,1.53,13.79,6.89,0,0.77,5.36,9.19,0,1.53,2.3,1.53,35.23,8.43,0.77,7.66,71.23,1.53,5.36,8.43,0,2.3,256.6,0,0,3.06,0,3.06,3.83,0.77,8.43,0,1.53
120,0,0,0,0,37.24,0,0,39.2,0,3.92,0,19.6,11.76,0,0,7.84,0,0,0,0,1.96,33.32,5.88,1.96,1.96,82.31,0,1.96,3.92,0,0,137.18,0,0,1.96,0,3.92,1.96,1.96,3.92,3.92,1.96
