stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,13.18,421.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,0,0,0,0,0,0,0,0,0,0
  5-6,18.39,110.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,5.26,0,0,26.29,0,0,0,5.26,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,73.6,18.4,0,0,34.17,0,5.26,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,6.29,0,22.03,0,0,0,28.32,0,0,0,0,0,9.44,0,0,0,0,0,0,0,0,0,0,0,261.2,9.44,0,0,59.79,0,0,3.15,0,12.59,0,0,0,0,0,0,0,0
 14-21,0,0,0,2,35,4,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,10,108,3,2,0,0,0,9,1,3,2,0,3,49,0,0,1,0,0
 24-34,0,0.82,0,1.64,21.34,0,0,31.19,0,3.28,0.82,3.28,0,0,0.82,0,0,1.64,0.82,0.82,1.64,32.83,0,0,18.06,326.7,1.64,9.85,2.46,0,0,25.45,0,0,0.82,0,0,97.68,0,0,9.03,0,1.64
 36-46,0,0,0,0,4.03,0,0,49.15,0,1.61,3.22,8.06,1.61,0,1.61,0,0,0,0,0,1.61,24.98,0,0,8.86,514.02,1.61,5.64,0,0,0,24.17,0,0,2.42,0,0,95.87,0,0,4.03,0,0
 48-58,0,0,0.57,0,7.46,0,0,126.24,0,3.44,0.57,35.58,1.15,0,0,1.15,0.57,0.57,0.57,0.57,0.57,60.25,0,2.3,8.03,543.97,0.57,1.72,1.72,0,0,17.21,0,0,0.57,0,0,117.63,0,0,4.02,0,1.72
 60-70,0,0,0,0,7.85,0,0,214.95,0,2.94,1.96,37.3,1.96,0,0.98,3.93,0,1.96,1.96,0,0.98,74.6,0.98,0.98,2.94,781.29,2.94,3.93,1.96,0,0,17.67,0,0,2.94,0.98,0,97.17,0,0,2.94,0,2.94
 72-82,0,0,2.94,0,12.76,0,0,242.47,0,0,2.94,53.01,0,0,2.94,2.94,2.94,0.98,2.94,0.98,1.96,74.61,0.98,4.91,8.83,584.09,0.98,6.87,2.94,0,0.98,15.71,0,0,0,0,0,41.23,0.98,0,1.96,1.96,0
 84-94,0,0,3.19,0,24.43,2.12,0,140.19,0,8.5,0,40.36,4.25,0,1.06,5.31,3.19,0,0,0,5.31,57.35,0,2.12,5.31,249.58,2.12,5.31,4.25,0,1.06,41.42,0,0,0,1.06,0,40.36,3.19,0,2.12,0,1.06
 96-106,0,0,0,0,21.86,2.19,2.19,122.4,0,3.28,1.09,44.81,5.46,0,1.09,10.93,2.19,2.19,3.28,0,1.09,48.09,0,2.19,2.19,221.85,1.09,7.65,3.28,0,1.09,38.25,0,0,0,0,0,13.11,0,1.09,2.19,1.09,3.28
108-118,0,0,2.3,0,26.04,0,0,92.68,0.77,6.13,3.06,28.34,3.83,0,1.53,9.96,1.53,6.13,1.53,1.53,3.06,39.06,0.77,2.3,3.06,255.83,0.77,5.36,4.6,0,0,33.7,0,0,0,0.77,0,6.89,0.77,0,2.3,2.3,0.77
120,0,0,0,0,31.36,1.96,0,54.87,0,3.92,3.92,25.48,7.84,0,3.92,11.76,0,1.96,3.92,0,0,25.48,0,0,5.88,205.78,3.92,3.92,0,0,1.96,31.36,0,0,0,0,0,9.8,1.96,0,5.88,1.96,0
