stage,axial,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
 14-21,0,2,32,293,34,0,86,0,4,0,18,16,1,4,0,8,0,1,1,3,137,1,0,96,1141,296,12,17,55,0,12,5,103,16,40,216,525,0,0,10,0,5
 24-34,0,6.57,18.88,142.01,6.57,0,178.13,0.82,13.13,5.75,47.61,4.93,0,12.31,0.82,9.85,6.57,9.85,6.57,15.6,336.55,3.28,1.64,146.93,2790.09,51.71,40.22,21.34,0,0.82,52.53,0,1.64,10.67,16.42,73.06,729.74,0,0,62.39,0,19.7
 36-46,0,0,0.81,55.59,1.61,0,575.25,5.64,8.86,13.7,120.85,4.83,0.81,12.89,2.42,1.61,3.22,4.03,4.03,13.7,357.72,4.83,11.28,108.77,4221.71,31.42,27.39,10.47,0,0,52.37,0,0.81,1.61,7.25,0,902.35,0,0,25.78,0,20.95
 48-58,0,0,1.72,45.9,1.15,0,1288.77,8.03,18.36,16.07,246.16,1.72,0.57,13.77,1.72,0.57,4.02,6.31,1.72,10.33,487.73,4.02,18.36,99.27,4031.55,17.79,19.51,14.35,0,4.02,38.44,0,0,2.3,3.44,0,786.69,0,2.3,13.77,0,17.79
 60-70,0,0.98,0,59.87,2.94,0,1852.13,6.87,19.63,13.74,262.07,8.83,0.98,10.8,4.91,5.89,15.7,7.85,5.89,1.96,637.99,2.94,27.48,60.85,3810.27,9.82,17.67,15.7,0,6.87,45.15,0,0,2.94,4.91,0,539.84,0,17.67,19.63,6.87,16.69
 72-82,0,7.85,0.98,73.62,4.91,0.98,1359.6,3.93,19.63,31.41,266.03,22.58,0,15.71,6.87,6.87,15.71,13.74,2.94,9.82,780.42,8.83,42.21,58.9,2774.18,6.87,27.49,15.71,0,13.74,41.23,0,0,1.96,1.96,0,278.79,7.85,28.47,37.3,40.25,12.76
 84-94,0,4.25,0,128.51,5.31,1.06,959.02,10.62,39.3,23.36,164.62,22.3,1.06,11.68,12.74,21.24,22.3,9.56,5.31,11.68,561.82,3.19,40.36,70.09,1518.71,10.62,22.3,26.55,0,7.43,92.4,0,0,4.25,4.25,0,162.49,16.99,24.43,29.74,41.42,10.62
 96-106,1.09,5.46,0,120.21,7.65,2.19,577.02,5.46,21.86,18.58,170.48,31.69,0,17.49,16.39,18.58,15.3,16.39,5.46,6.56,481.95,8.74,21.86,42.62,1117.98,7.65,28.41,31.69,0,12.02,63.39,0,0,6.56,1.09,0,77.59,18.58,26.23,32.79,41.53,12.02
108-118,0,4.6,1.53,103.41,6.13,4.6,448.09,6.13,36.77,19.15,143.24,12.26,0,5.36,12.26,16.09,29.11,13.79,7.66,8.43,356.17,3.06,20.68,42.13,1263.84,9.96,23.74,18.38,0,19.92,55.92,0,0,5.36,0.77,0,41.36,19.15,7.66,19.92,18.38,16.09
120,1.96,3.92,0,145.02,13.72,1.96,405.68,13.72,39.2,19.6,133.27,15.68,0,11.76,15.68,7.84,11.76,7.84,1.96,7.84,295.93,1.96,15.68,45.08,1115.12,9.8,11.76,23.52,0,9.8,70.55,0,1.96,1.96,1.96,0,43.12,11.76,5.88,29.4,25.48,5.88
