stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,26.36,224.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,0,0,0,0,0,0,0,0,0,0
  5-6,6.13,79.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,6.13,0,6.13,0,0,0,0,0,0,0,0,0,0,0
  7-9,63.09,10.51,7.89,0,0,0,0,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,57.83,97.26,0,0,199.78,0,0,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,3.15,3.15,6.29,0,0,0,6.29,0,0,0,0,0,9.44,0,0,0,0,0,0,0,0,0,0,0,132.17,182.52,0,0,365.05,0,0,0,3.15,12.59,0,22.03,0,0,0,0,0,0
 14-21,0,0,4,124,15,0,23,0,0,0,2,2,1,26,0,1,0,0,0,1,89,0,0,39,141,236,1,2,3,0,0,5,221,1,8,105,40,0,0,2,0,5
 24-34,0,0,0,96.86,1.64,0,15.6,0,4.1,3.28,1.64,0,0,21.34,0,0,0.82,0,0,1.64,88.65,2.46,0.82,41.86,78.8,35.3,0,1.64,0,1.64,0,0.82,0,0,0.82,5.75,20.52,0,0,4.1,0,20.52
 36-46,0,0,0,61.23,0,0,4.83,0.81,7.25,6.45,3.22,0,0,13.7,0,0,1.61,0,1.61,4.83,92.65,0,4.83,20.95,41.89,28.2,0.81,0,0,0.81,0.81,4.83,0,0,0.81,0,11.28,0,0,1.61,0,27.39
 48-58,0,0,0,48.2,0,0,6.89,0.57,2.3,21.8,2.3,0,0,6.89,0,0,2.3,0,0,2.3,121.65,0,1.72,25.25,20.08,12.05,0,0,0,0.57,0.57,0.57,0,0,0,0,4.59,0,1.15,0.57,0,26.4
 60-70,0,0,0,62.82,0,0,7.85,0,5.89,25.52,2.94,0,0,7.85,0,0,0,0,0,5.89,311.14,1.96,5.89,28.46,22.58,8.83,0,0,0,7.85,2.94,0.98,0,0.98,0,0,0.98,0,14.72,0.98,5.89,21.59
 72-82,0,0,0,87.37,0.98,0,23.56,0.98,1.96,53.99,6.87,0.98,0,10.8,0,0.98,1.96,0,0.98,1.96,496.72,0.98,10.8,30.43,25.52,4.91,0,0,0,5.89,0,0,0,0,0,0,3.93,0,32.39,2.94,21.6,13.74
 84-94,0,0,0,149.75,0,0,32.92,0,15.93,32.92,6.37,0,0,9.56,0,0,1.06,1.06,0,4.25,328.17,1.06,10.62,14.87,11.68,2.12,1.06,2.12,0,3.19,1.06,0,0,0,0,0,3.19,0,36.11,2.12,20.18,23.36
 96-106,0,0,0,266.65,0,1.09,21.86,1.09,12.02,32.79,10.93,1.09,0,18.58,2.19,2.19,1.09,0,2.19,2.19,360.64,1.09,24.04,22.95,32.79,4.37,1.09,2.19,0,10.93,1.09,0,0,2.19,0,0,2.19,0,36.06,5.46,34.97,16.39
108-118,0,0,0,176.17,0.77,3.06,18.38,0.77,21.45,35.23,10.72,0,0,3.83,0.77,0,3.06,0.77,2.3,6.13,359.24,0.77,16.09,24.51,30.64,4.6,0.77,0.77,0,13.02,0.77,0,0,0,0,0,2.3,0.77,19.92,1.53,22.98,28.34
120,0,0,0,168.54,1.96,0,11.76,0,23.52,29.4,5.88,0,0,5.88,0,1.96,1.96,0,1.96,0,244.97,1.96,5.88,5.88,27.44,3.92,3.92,0,0,11.76,1.96,0,0,0,0,0,1.96,0,21.56,0,17.64,3.92
