stage,axial,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,1,0,62,2,0,4,0,1,0,0,0,0,3,0,1,0,0,0,2,5,2,0,4,38,1,0,0,0,0,5,0,5,0,2,152,10,0,0,2,0,0
 24-34,0,0.82,5.75,172.38,18.88,0,284.84,228.2,14.78,9.85,38.58,8.21,1.64,13.13,5.75,22.98,4.1,9.03,10.67,13.95,229.84,6.57,2.46,174.84,2611.14,30.37,31.19,11.49,0,0.82,203.57,0,1.64,14.78,13.13,372.67,426.85,0,0,69.77,0,18.88
 36-46,0,1.61,2.42,111.18,16.92,0,751.69,514.82,10.47,19.34,135.35,4.83,1.61,12.89,14.5,12.89,4.83,6.45,13.7,24.17,399.61,4.83,8.06,152.27,3450.68,28.2,35.45,16.92,0.81,0.81,227.2,0.81,0,12.89,25.78,34.64,817.75,0,1.61,63.65,0,31.42
 48-58,1.15,1.15,0,170.99,94.1,0,2162.1,481.42,39.59,46.48,444.12,8.61,4.59,22.95,30.99,15.49,18.94,16.64,16.07,44.18,997.85,16.64,33.28,227.8,5349.58,36.15,45.9,45.9,0.57,2.3,265.67,0,0.57,12.05,49.35,0.57,1231.96,0,4.59,92.38,1.72,125.66
 60-70,0.98,0.98,0,153.12,82.45,0,1815.82,332.74,44.17,35.33,286.6,16.69,3.93,11.78,24.54,7.85,22.58,18.65,16.69,21.59,698.84,18.65,28.46,114.84,3239.02,26.5,25.52,24.54,1.96,2.94,226.73,0,0.98,9.82,36.32,0,477.02,0.98,15.7,56.93,3.93,98.15
 72-82,0,9.82,0.98,120.74,140.38,2.94,1521.58,234.62,18.65,63.81,327.88,24.54,1.96,13.74,42.21,10.8,20.61,17.67,18.65,15.71,852.08,13.74,35.34,121.73,2552.32,11.78,33.38,34.36,0.98,7.85,158.05,0.98,0.98,7.85,26.5,0,238.54,10.8,25.52,88.35,19.63,84.42
 84-94,0,19.12,2.12,332.42,300.56,6.37,1517.65,364.28,70.09,46.73,360.03,76.47,5.31,19.12,104.08,46.73,44.61,19.12,43.54,24.43,1011.06,27.61,48.85,142.31,2266.39,27.61,44.61,64.78,0,14.87,826.27,0,0,21.24,54.16,0,218.78,27.61,35.05,134.88,35.05,72.22
 96-106,1.09,26.23,1.09,606.53,526.75,30.6,2011.93,624.02,102.73,76.5,627.29,159.56,1.09,32.79,158.46,79.78,65.57,76.5,140.98,14.21,1488.46,62.29,63.39,194.53,2922.27,36.06,109.28,101.63,2.19,32.79,985.75,3.28,0,22.95,54.64,0,155.18,41.53,44.81,217.48,60.11,124.58
108-118,0,10.72,0,482.56,186.13,51.32,1372.61,484.09,101.11,50.55,461.11,109.53,0,14.55,118.72,46.72,73.53,35.23,108.77,32.17,1111.41,32.17,38.3,199.92,2759.76,36.77,48.26,71.23,0,25.28,609.71,0,0,13.79,36.77,0,101.87,24.51,27.57,127.92,33.7,100.34
120,0,3.92,1.96,256.73,141.1,15.68,729.04,278.29,25.48,37.24,284.17,43.12,0,13.72,92.11,19.6,31.36,11.76,52.91,7.84,578.14,17.64,17.64,150.9,1571.75,27.44,43.12,48.99,0,9.8,213.62,0,0,17.64,23.52,0,54.87,17.64,23.52,76.43,29.4,48.99
