stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,237.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,85.81,956.22,0,18.39,0,0,0,0,0,0,0,0,24.52,0,0,0,0,0,0,0,0,0,0,0,478.11,0,0,0,147.11,0,6.13,0,0,0,0,0,0,0,0,0,0,0
  7-9,241.84,94.63,0,223.44,0,7.89,47.32,0,0,0,0,0,262.87,0,0,0,0,0,0,0,0,0,0,0,517.86,102.52,0,0,2760.15,0,5.26,7.89,0,0,0,0,0,0,0,0,0,0
 10-12,9.44,132.17,0,519.25,0,107,66.09,0,0,0,0,0,53.5,0,0,0,0,0,0,0,0,0,0,0,1192.7,141.61,0,0,1960.56,0,3.15,3.15,12.59,371.34,0,40.91,0,0,0,0,0,0
 14-21,0,2,0,9,472,164,25,0,0,0,3,10,1,7,0,2,0,0,1,0,419,0,0,383,503,17,0,11,115,0,1,0,647,11,1,529,272,0,0,25,0,0
 24-34,0,0,0,13.13,307,22.16,39.4,0,0.82,19.7,16.42,0.82,0.82,6.57,0.82,2.46,0,0,1.64,0,513.86,0.82,2.46,269.24,586.91,9.85,1.64,7.39,0,0.82,1.64,0,6.57,2.46,1.64,284.02,353.79,0,0,110.82,0,0
 36-46,0,0,0,0.81,103.13,0.81,32.23,0,0,21.75,18.53,0.81,0,6.45,0,0,0,1.61,0,0,434.26,1.61,8.86,243.31,325.49,0,1.61,7.25,0,2.42,1.61,0,2.42,0.81,0,1.61,246.53,0,2.42,45.92,0,0
 48-58,0,0,0,0,45.33,0,48.77,0.57,1.15,4.59,13.77,0,0,1.72,0,0,0,1.15,0,0,487.73,0.57,20.08,127.38,171.57,0,0.57,9.75,0,1.72,1.72,0,0.57,0,0.57,0,131.98,0,2.3,26.97,0.57,2.3
 60-70,0,0,0,0,16.69,0,35.33,0,0.98,4.91,25.52,0,0,3.93,0,0.98,0,0,0.98,0.98,527.08,0,21.59,65.76,99.13,0.98,0,7.85,0,3.93,0,0,0,0,0,0,52.02,0.98,12.76,24.54,4.91,0
 72-82,0,0,0,0.98,14.72,1.96,37.3,0,0,9.82,30.43,0,0,0.98,0.98,0,0.98,0.98,0,0,564.46,0,40.25,41.23,74.61,0,0.98,7.85,0,7.85,0,0,0.98,0.98,0,0,27.49,0.98,22.58,43.19,18.65,0
 84-94,1.06,0,1.06,0,22.3,0,53.1,0,0,0,21.24,1.06,0,2.12,1.06,2.12,0,0,0,0,351.53,0,38.23,32.92,45.67,0,0,10.62,0,2.12,2.12,0,0,0,1.06,0,36.11,0,15.93,22.3,14.87,0
 96-106,0,0,0,0,29.51,4.37,46.99,0,1.09,4.37,34.97,1.09,0,2.19,3.28,3.28,0,0,2.19,0,363.92,1.09,25.14,30.6,52.46,0,0,7.65,0,14.21,6.56,0,0,0,0,0,20.76,1.09,22.95,38.25,22.95,1.09
108-118,0,0,0,0,28.34,1.53,20.68,0.77,1.53,2.3,23.74,0,0,1.53,0,4.6,0,0.77,2.3,0,324,0,19.92,10.72,47.49,0,1.53,19.15,0,11.49,1.53,0,0,1.53,0,0,6.13,0,10.72,28.34,7.66,0
120,0,0,0,0,33.32,0,9.8,0,0,3.92,15.68,1.96,0,0,0,0,0,1.96,0,0,258.69,0,19.6,5.88,50.95,0,0,11.76,0,3.92,1.96,0,0,0,0,0,11.76,1.96,7.84,27.44,15.68,0
