stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,79.07,1014.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.6,0,0,0,0,0,0,0,0,0,0
  5-6,36.78,563.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,6.13,0,0,18.39,0,6.13,0,0,0,0,0,0,0,0,0,0
  7-9,15.77,5.26,0,31.54,0,0,0,15.77,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,170.87,7.89,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,6.29,0,22.03,0,0,0,9.44,0,0,0,0,0,9.44,0,0,0,0,0,0,0,0,0,0,0,157.35,22.03,0,0,110.14,0,0,0,3.15,0,6.29,0,0,0,0,0,0
 14-21,1,0,0,0,32,3,0,4,0,0,0,1,0,0,2,0,1,0,0,0,0,17,0,0,8,90,14,0,0,0,0,6,28,4,1,36,40,0,0,1,0,0
 24-34,0,0,1.64,0.82,13.95,2.46,0,13.13,0,0.82,0,1.64,0,0,0.82,0,3.28,0,0.82,1.64,0,14.78,0,0,12.31,163.35,3.28,7.39,3.28,0,0,13.13,0,3.28,0.82,5.75,60.74,0,0,7.39,0,0
 36-46,0,0,0.81,0,3.22,0,0,17.72,0,0.81,0.81,8.06,0,0,1.61,0,0.81,0,0,0,2.42,15.31,0.81,0.81,4.03,281.18,3.22,10.47,0.81,0,0,11.28,0,1.61,0,0,70.09,0,0.81,4.83,0,1.61
 48-58,0,0,0,0.57,3.44,0,0,53.36,0.57,1.72,1.72,12.05,0,0,0.57,0.57,1.15,0,0,0.57,2.3,32.13,0,0.57,8.03,308.13,0.57,1.72,1.15,0,0,8.61,0,0.57,0,0,74.02,0,1.15,3.44,0,1.72
 60-70,0,0,0,0,5.89,0.98,0,117.78,0.98,1.96,0.98,35.33,0.98,0,0,0,0,0,0,0,0,33.37,0.98,0.98,5.89,466.22,0.98,7.85,0.98,0,0.98,4.91,0,0.98,0.98,0,52.02,0,1.96,1.96,0,4.91
 72-82,0,0,0,0,2.94,1.96,0.98,149.21,0,0.98,2.94,48.1,3.93,0,0.98,0.98,1.96,0.98,2.94,0,1.96,46.14,1.96,0,1.96,344.56,0,11.78,2.94,0,0,11.78,0,1.96,0.98,0,23.56,0,0.98,8.83,0.98,1.96
 84-94,0,0,0,0,8.5,3.19,0,87.09,0,2.12,4.25,29.74,6.37,1.06,1.06,3.19,5.31,1.06,2.12,1.06,1.06,25.49,1.06,1.06,3.19,145.5,0,2.12,6.37,0,0,28.68,0,2.12,1.06,0,12.74,2.12,1.06,7.43,5.31,2.12
 96-106,0,0,0,0,5.46,2.19,1.09,60.11,0,0,1.09,34.97,2.19,0,1.09,2.19,0,0,6.56,1.09,0,25.14,1.09,1.09,7.65,148.63,1.09,7.65,5.46,0,2.19,28.41,0,1.09,2.19,0,8.74,1.09,1.09,5.46,4.37,1.09
108-118,0,0,0.77,0,2.3,0.77,1.53,54.38,0,3.06,0.77,24.51,2.3,0,1.53,0.77,3.83,0,1.53,1.53,1.53,19.15,0.77,0.77,3.06,168.51,0.77,4.6,3.83,0,0.77,16.85,0,3.06,0,0,6.89,0.77,1.53,7.66,2.3,0.77
120,0,0,1.96,0,15.68,0,0,39.2,1.96,0,1.96,23.52,0,0,0,3.92,0,0,0,0,0,21.56,0,0,3.92,166.58,0,5.88,1.96,0,0,9.8,0,5.88,0,0,7.84,0,0,5.88,0,0
